0.333,0.333,0.5,25.0,100000.0,2118.0,10.52,71.38,0.11,1.48,1.2,3.0,
0.333,0.333,0.502,20.0,100000.0,2105.0,10.54,71.5,0.11,1.48,1.2,3.0,
0.333,0.333,0.505,18.0,100000.0,2128.0,10.54,71.64,0.11,1.64,1.2,3.0,
0.333,0.333,0.507,13.0,100000.0,2123.0,10.57,71.77,0.11,1.64,1.2,3.0,
0.333,0.333,0.51,19.0,100000.0,2137.0,10.57,71.9,0.11,1.4,1.2,3.0,
0.333,0.333,0.512,21.0,100000.0,2140.0,10.59,72.02,0.11,1.4,1.2,3.0,
0.333,0.333,0.515,30.0,100000.0,2128.0,10.61,72.15,0.11,1.31,1.2,3.0,
0.333,0.333,0.517,17.0,100000.0,2128.0,10.61,72.27,0.11,1.31,1.2,3.0,
0.333,0.333,0.52,31.0,100000.0,2118.0,10.63,72.41,0.11,1.31,1.2,3.0,
0.333,0.333,0.522,29.0,100000.0,2121.0,10.65,72.53,0.11,1.31,1.2,3.0,
0.333,0.333,0.525,37.0,100000.0,2114.0,10.65,72.67,0.11,0.92,1.2,3.0,
0.333,0.333,0.527,15.0,100000.0,2135.0,10.67,72.79,0.11,0.92,1.2,3.0,
0.333,0.333,0.53,18.0,100000.0,2129.0,10.69,72.91,0.11,1.09,1.2,3.0,
0.333,0.333,0.533,33.0,100000.0,2148.0,10.69,73.04,0.11,1.09,1.2,3.0,
0.333,0.333,0.535,20.0,100000.0,2125.0,10.71,73.17,0.11,1.13,1.2,3.0,
0.333,0.333,0.538,21.0,100000.0,2135.0,10.73,73.29,0.11,1.13,1.2,3.0,
0.333,0.333,0.54,32.0,100000.0,2138.0,10.73,73.41,0.11,1.19,1.2,3.0,
0.333,0.333,0.543,26.0,100000.0,2138.0,10.75,73.54,0.11,1.19,1.2,3.0,
0.333,0.333,0.545,29.0,100000.0,2122.0,10.77,73.67,0.11,1.26,1.2,3.0,
0.333,0.333,0.548,25.0,100000.0,2122.0,10.77,73.79,0.11,1.26,1.2,3.0,
0.333,0.333,0.55,24.0,100000.0,2132.0,10.8,73.91,0.11,1.24,1.2,3.0,
0.333,0.333,0.553,26.0,100000.0,2129.0,10.8,74.04,0.11,1.19,1.2,3.0,
0.333,0.333,0.555,33.0,100000.0,2125.0,10.82,74.17,0.11,1.19,1.2,3.0,
0.333,0.333,0.558,23.0,100000.0,2129.0,10.84,74.29,0.09,1.16,1.2,3.0,
0.333,0.333,0.56,37.0,100000.0,2138.0,10.84,74.41,0.09,1.16,1.2,3.0,
0.333,0.333,0.562,33.0,100000.0,2130.0,10.87,74.53,0.09,1.16,1.2,3.0,
0.333,0.333,0.565,24.0,100000.0,2139.0,10.87,74.66,0.09,1.16,1.2,3.0,
0.333,0.333,0.567,24.0,100000.0,2128.0,10.89,74.78,0.09,1.16,1.2,3.0,
0.333,0.333,0.57,21.0,100000.0,2135.0,10.91,74.9,0.09,1.16,1.2,3.0,
0.333,0.333,0.572,26.0,100000.0,2125.0,10.91,75.03,0.09,1.18,1.2,3.0,
0.333,0.333,0.575,26.0,100000.0,2125.0,10.93,75.15,0.09,1.18,1.2,3.0,
0.333,0.333,0.577,32.0,100000.0,2135.0,10.94,75.27,0.09,1.17,1.2,3.0,
0.333,0.333,0.58,26.0,100000.0,2124.0,10.95,75.39,0.09,1.17,1.2,3.0,
0.333,0.333,0.582,26.0,100000.0,2120.0,10.98,75.51,0.09,1.18,1.2,3.0,
0.333,0.333,0.585,22.0,100000.0,2134.0,10.98,75.63,0.09,1.18,1.2,3.0,
0.333,0.333,0.587,28.0,100000.0,2125.0,11.01,75.75,0.09,1.19,1.2,3.0,
0.333,0.333,0.59,23.0,100000.0,2138.0,11.01,75.87,0.09,1.19,1.2,3.0,
0.333,0.333,0.593,23.0,100000.0,2123.0,11.04,75.99,0.09,1.18,1.2,3.0,
0.333,0.333,0.595,29.0,100000.0,2131.0,11.04,76.11,0.09,1.18,1.2,3.0,
0.333,0.333,0.598,22.0,100000.0,2135.0,11.07,76.23,0.09,1.17,1.2,3.0,
0.333,0.333,0.6,23.0,100000.0,2135.0,11.07,76.35,0.09,1.17,1.2,3.0,
0.333,0.333,0.603,36.0,100000.0,2137.0,11.1,76.47,0.09,1.17,1.2,3.0,
0.333,0.333,0.605,35.0,100000.0,2137.0,11.1,76.58,0.09,1.17,1.2,3.0,
0.333,0.333,0.608,27.0,100000.0,2133.0,11.13,76.7,0.09,1.12,1.2,3.0,
0.333,0.333,0.61,27.0,100000.0,2123.0,11.13,76.82,0.09,1.12,1.2,3.0,
0.333,0.333,0.613,27.0,100000.0,2125.0,11.16,76.93,0.09,1.07,1.2,3.0,
0.333,0.333,0.615,25.0,100000.0,2121.0,11.16,77.05,0.09,1.07,1.2,3.0,
0.333,0.333,0.618,29.0,100000.0,2111.0,11.19,77.17,0.09,1.16,1.2,3.0,
0.333,0.333,0.62,30.0,100000.0,2119.0,11.19,77.28,0.09,1.16,1.2,3.0,
0.333,0.333,0.623,27.0,100000.0,2117.0,11.22,77.4,0.09,1.21,1.2,3.0,
0.333,0.333,0.625,20.0,100000.0,2115.0,11.22,77.52,0.09,1.21,1.2,3.0,
0.333,0.333,0.627,17.0,100000.0,2110.0,11.25,77.63,0.09,1.26,1.2,3.0,
0.333,0.333,0.63,20.0,100000.0,2108.0,11.25,77.75,0.09,1.26,1.2,3.0,
0.333,0.333,0.632,22.0,100000.0,2116.0,11.28,77.87,0.09,1.27,1.2,3.0,
0.333,0.333,0.635,24.0,100000.0,2119.0,11.28,77.97,0.09,1.27,1.2,3.0,
0.333,0.333,0.637,21.0,100000.0,2114.0,11.31,78.09,0.09,1.26,1.2,3.0,
0.333,0.333,0.64,31.0,100000.0,2136.0,11.31,78.21,0.09,1.26,1.2,3.0,
0.333,0.333,0.643,23.0,100000.0,2128.0,11.34,78.32,0.09,1.24,1.2,3.0,
0.333,0.333,0.645,39.0,100000.0,2134.0,11.34,78.44,0.09,1.24,1.2,3.0,
0.333,0.333,0.648,31.0,100000.0,2133.0,11.37,78.55,0.09,1.22,1.2,3.0,
0.333,0.333,0.65,24.0,100000.0,2118.0,11.37,78.66,0.09,1.22,1.2,3.0,
0.333,0.333,0.653,22.0,100000.0,2124.0,11.4,78.78,0.09,1.2,1.2,3.0,
0.333,0.333,0.655,19.0,100000.0,2126.0,11.42,78.89,0.09,1.2,1.2,3.0,
0.333,0.333,0.658,30.0,100000.0,2129.0,11.43,79.0,0.09,1.19,1.2,3.0,
0.333,0.333,0.66,27.0,100000.0,2137.0,11.45,79.11,0.09,1.19,1.2,3.0,
0.333,0.333,0.663,27.0,100000.0,2126.0,11.45,79.22,0.09,1.18,1.2,3.0,
0.333,0.333,0.665,24.0,100000.0,2132.0,11.48,79.34,0.09,1.18,1.2,3.0,
0.333,0.333,0.668,18.0,100000.0,2122.0,11.48,79.45,0.09,1.18,1.2,3.0,
0.333,0.333,0.67,33.0,100000.0,2136.0,11.51,79.56,0.09,1.18,1.2,3.0,
0.333,0.333,0.673,22.0,100000.0,2119.0,11.53,79.66,0.09,1.18,1.2,3.0,
0.333,0.333,0.675,18.0,100000.0,2128.0,11.53,79.77,0.09,1.18,1.2,3.0,
0.333,0.333,0.678,15.0,100000.0,2114.0,11.56,79.88,0.09,1.19,1.2,3.0,
0.333,0.333,0.68,30.0,100000.0,2125.0,11.56,79.99,0.09,1.19,1.2,3.0,
0.333,0.333,0.683,30.0,100000.0,2120.0,11.59,80.11,0.09,1.19,1.2,3.0,
0.333,0.333,0.685,32.0,100000.0,2131.0,11.61,80.21,0.09,1.19,1.2,3.0,
0.333,0.333,0.688,25.0,100000.0,2128.0,11.61,80.33,0.09,1.2,1.2,3.0,
0.333,0.333,0.69,31.0,100000.0,2124.0,11.64,80.44,0.09,1.2,1.2,3.0,
0.333,0.333,0.692,24.0,100000.0,2137.0,11.64,80.55,0.09,1.11,1.2,3.0,
0.333,0.333,0.695,29.0,100000.0,2138.0,11.67,80.65,0.09,1.11,1.2,3.0,
0.333,0.333,0.697,27.0,100000.0,2133.0,11.69,80.77,0.09,1.07,1.2,3.0,
0.333,0.333,0.7,28.0,100000.0,2125.0,11.69,80.87,0.09,1.07,1.2,3.0,
0.333,0.333,0.702,22.0,100000.0,2134.0,11.72,80.98,0.09,1.18,1.2,3.0,
0.333,0.333,0.705,34.0,100000.0,2137.0,11.74,81.08,0.09,1.18,1.2,3.0,
0.333,0.333,0.707,23.0,100000.0,2133.0,11.74,81.19,0.09,1.25,1.2,3.0,
0.333,0.333,0.71,12.0,100000.0,2130.0,11.77,81.3,0.09,1.25,1.2,3.0,
0.333,0.333,0.713,23.0,100000.0,2120.0,11.79,81.41,0.09,1.27,1.2,3.0,
0.333,0.333,0.715,33.0,100000.0,2128.0,11.79,81.51,0.09,1.27,1.2,3.0,
0.333,0.333,0.718,23.0,100000.0,2132.0,11.82,81.61,0.09,1.3,1.2,3.0,
0.333,0.333,0.72,17.0,100000.0,2125.0,11.82,81.73,0.09,1.27,1.2,3.0,
0.333,0.333,0.723,30.0,100000.0,2118.0,11.85,81.83,0.09,1.27,1.2,3.0,
0.333,0.333,0.725,25.0,100000.0,2137.0,11.87,81.94,0.09,1.26,1.2,3.0,
0.333,0.333,0.728,31.0,100000.0,2137.0,11.87,82.04,0.09,1.26,1.2,3.0,
0.333,0.333,0.73,17.0,100000.0,2126.0,11.9,82.15,0.09,1.22,1.2,3.0,
0.333,0.333,0.733,23.0,100000.0,2129.0,11.92,82.25,0.09,1.22,1.2,3.0,
0.333,0.333,0.735,19.0,100000.0,2134.0,11.92,82.35,0.09,1.18,1.2,3.0,
0.333,0.333,0.738,14.0,100000.0,2144.0,11.95,82.46,0.09,1.18,1.2,3.0,
0.333,0.333,0.74,28.0,100000.0,2132.0,11.97,82.57,0.09,1.14,1.2,3.0,
0.333,0.333,0.743,21.0,100000.0,2121.0,11.99,82.67,0.09,1.14,1.2,3.0,
0.333,0.333,0.745,25.0,100000.0,2115.0,11.99,82.77,0.09,1.08,1.2,3.0,
0.333,0.333,0.748,30.0,100000.0,2124.0,12.02,82.88,0.09,1.08,1.2,3.0,
0.333,0.333,0.75,26.0,100000.0,2129.0,12.04,82.98,0.09,1.15,1.2,3.0,
0.333,0.333,0.753,28.0,100000.0,2119.0,12.04,83.08,0.09,1.15,1.2,3.0,
0.333,0.333,0.755,25.0,100000.0,2134.0,12.07,83.18,0.09,1.2,1.2,3.0,
0.333,0.333,0.758,28.0,100000.0,2114.0,12.09,83.29,0.09,1.2,1.2,3.0,
0.333,0.333,0.76,27.0,100000.0,2139.0,12.09,83.39,0.09,1.26,1.2,3.0,
0.333,0.333,0.763,29.0,100000.0,2136.0,12.12,83.49,0.09,1.26,1.2,3.0,
0.333,0.333,0.765,22.0,100000.0,2136.0,12.14,83.59,0.09,1.29,1.2,3.0,
0.333,0.333,0.768,20.0,100000.0,2111.0,12.16,83.69,0.09,1.29,1.2,3.0,
0.333,0.333,0.77,25.0,100000.0,2129.0,12.16,83.79,0.09,1.27,1.2,3.0,
0.333,0.333,0.773,21.0,100000.0,2116.0,12.19,83.89,0.09,1.27,1.2,3.0,
0.333,0.333,0.775,26.0,100000.0,2127.0,12.21,83.99,0.09,1.25,1.2,3.0,
0.333,0.333,0.778,28.0,100000.0,2129.0,12.21,84.09,0.09,1.25,1.2,3.0,
0.333,0.333,0.78,30.0,100000.0,2123.0,12.24,84.2,0.09,1.22,1.2,3.0,
0.333,0.333,0.783,31.0,100000.0,2119.0,12.26,84.29,0.09,1.22,1.2,3.0,
0.333,0.333,0.785,23.0,100000.0,2113.0,12.28,84.39,0.07,1.21,1.2,3.0,
0.333,0.333,0.788,17.0,100000.0,2122.0,12.28,84.49,0.07,1.21,1.2,3.0,
0.333,0.333,0.79,37.0,100000.0,2146.0,12.31,84.59,0.07,1.18,1.2,3.0,
0.333,0.333,0.793,38.0,100000.0,2118.0,12.33,84.69,0.07,1.18,1.2,3.0,
0.333,0.333,0.795,27.0,100000.0,2129.0,12.35,84.79,0.07,1.19,1.2,3.0,
0.333,0.333,0.798,24.0,100000.0,2124.0,12.35,84.89,0.07,1.19,1.2,3.0,
0.333,0.333,0.8,25.0,100000.0,2130.0,12.38,84.99,0.07,1.18,1.2,3.0,
0.333,0.333,0.803,24.0,100000.0,2147.0,12.4,85.09,0.07,1.18,1.2,3.0,
0.333,0.333,0.805,31.0,100000.0,2142.0,12.42,85.18,0.07,1.16,1.2,3.0,
0.333,0.333,0.808,14.0,100000.0,2137.0,12.44,85.28,0.07,1.16,1.2,3.0,
0.333,0.333,0.81,32.0,100000.0,2137.0,12.44,85.38,0.07,1.18,1.2,3.0,
0.333,0.333,0.812,28.0,100000.0,2110.0,12.47,85.47,0.07,1.18,1.2,3.0,
0.333,0.333,0.815,23.0,100000.0,2120.0,12.49,85.57,0.07,1.17,1.2,3.0,
0.333,0.333,0.817,26.0,100000.0,2124.0,12.51,85.67,0.07,1.17,1.2,3.0,
0.333,0.333,0.82,31.0,100000.0,2129.0,12.51,85.76,0.07,1.19,1.2,3.0,
0.333,0.333,0.822,33.0,100000.0,2125.0,12.53,85.86,0.07,1.19,1.2,3.0,
0.333,0.333,0.825,27.0,100000.0,2126.0,12.56,85.95,0.07,1.22,1.2,3.0,
0.333,0.333,0.827,22.0,100000.0,2137.0,12.58,86.05,0.07,1.22,1.2,3.0,
0.333,0.333,0.83,25.0,100000.0,2145.0,12.6,86.14,0.07,1.21,1.2,3.0,
0.333,0.333,0.832,33.0,100000.0,2141.0,12.6,86.24,0.07,1.21,1.2,3.0,
0.333,0.333,0.835,20.0,100000.0,2147.0,12.63,86.33,0.07,1.18,1.2,3.0,
0.333,0.333,0.838,26.0,100000.0,2131.0,12.65,86.43,0.07,1.18,1.2,3.0,
0.333,0.333,0.84,34.0,100000.0,2130.0,12.67,86.52,0.07,1.2,1.2,3.0,
0.333,0.333,0.843,30.0,100000.0,2127.0,12.69,86.62,0.07,1.2,1.2,3.0,
0.333,0.333,0.845,30.0,100000.0,2150.0,12.69,86.71,0.07,1.23,1.2,3.0,
0.333,0.333,0.848,27.0,100000.0,2129.0,12.72,86.8,0.07,1.23,1.2,3.0,
0.333,0.333,0.85,36.0,100000.0,2134.0,12.74,86.9,0.07,1.19,1.2,3.0,
0.333,0.333,0.853,24.0,100000.0,2134.0,12.76,86.99,0.07,1.19,1.2,3.0,
0.333,0.333,0.855,23.0,100000.0,2124.0,12.78,87.08,0.07,1.21,1.2,3.0,
0.333,0.333,0.858,32.0,100000.0,2142.0,12.8,87.18,0.07,1.21,1.2,3.0,
0.333,0.333,0.86,28.0,100000.0,2141.0,12.8,87.27,0.07,1.2,1.2,3.0,
0.333,0.333,0.863,24.0,100000.0,2137.0,12.83,87.36,0.07,1.2,1.2,3.0,
0.333,0.333,0.865,22.0,100000.0,2110.0,12.85,87.45,0.07,1.22,1.2,3.0,
0.333,0.333,0.868,33.0,100000.0,2140.0,12.87,87.55,0.07,1.22,1.2,3.0,
0.333,0.333,0.87,27.0,100000.0,2134.0,12.89,87.64,0.07,1.19,1.2,3.0,
0.333,0.333,0.873,28.0,100000.0,2114.0,12.91,87.72,0.07,1.19,1.2,3.0,
0.333,0.333,0.875,40.0,100000.0,2123.0,12.91,87.81,0.07,1.2,1.2,3.0,
0.333,0.333,0.878,27.0,100000.0,2136.0,12.94,87.9,0.07,1.2,1.2,3.0,
0.333,0.333,0.88,32.0,100000.0,2129.0,12.96,87.99,0.07,1.21,1.2,3.0,
0.333,0.333,0.883,28.0,100000.0,2136.0,12.98,88.09,0.07,1.21,1.2,3.0,
0.333,0.333,0.885,26.0,100000.0,2141.0,13.0,88.18,0.07,1.2,1.2,3.0,
0.333,0.333,0.888,31.0,100000.0,2129.0,13.02,88.27,0.07,1.2,1.2,3.0,
0.333,0.333,0.89,21.0,100000.0,2121.0,13.04,88.36,0.07,1.2,1.2,3.0,
0.333,0.333,0.893,21.0,100000.0,2128.0,13.04,88.45,0.07,1.2,1.2,3.0,
0.333,0.333,0.895,23.0,100000.0,2133.0,13.07,88.54,0.07,1.2,1.2,3.0,
0.333,0.333,0.898,26.0,100000.0,2132.0,13.09,88.63,0.07,1.2,1.2,3.0,
0.333,0.333,0.9,23.0,100000.0,2136.0,13.11,88.72,0.07,1.2,1.2,3.0,
0.333,0.333,0.903,19.0,100000.0,2142.0,13.13,88.8,0.07,1.2,1.2,3.0,
0.333,0.333,0.905,19.0,100000.0,2139.0,13.15,88.9,0.07,1.2,1.2,3.0,
0.333,0.333,0.908,19.0,100000.0,2133.0,13.17,88.99,0.07,1.2,1.2,3.0,
0.333,0.333,0.91,34.0,100000.0,2130.0,13.19,89.07,0.07,1.21,1.2,3.0,
0.333,0.333,0.913,22.0,100000.0,2141.0,13.19,89.16,0.07,1.21,1.2,3.0,
0.333,0.333,0.915,24.0,100000.0,2132.0,13.22,89.25,0.07,1.2,1.2,3.0,
0.333,0.333,0.918,20.0,100000.0,2147.0,13.24,89.34,0.07,1.2,1.2,3.0,
0.333,0.333,0.92,32.0,100000.0,2137.0,13.26,89.42,0.07,1.21,1.2,3.0,
0.333,0.333,0.923,39.0,100000.0,2133.0,13.28,89.51,0.07,1.21,1.2,3.0,
0.333,0.333,0.925,29.0,100000.0,2127.0,13.3,89.59,0.07,1.21,1.2,3.0,
0.333,0.333,0.928,20.0,100000.0,2142.0,13.32,89.68,0.07,1.21,1.2,3.0,
0.333,0.333,0.93,22.0,100000.0,2125.0,13.34,89.77,0.07,1.2,1.2,3.0,
0.333,0.333,0.933,27.0,100000.0,2143.0,13.36,89.86,0.07,1.2,1.2,3.0,
0.333,0.333,0.935,24.0,100000.0,2143.0,13.36,89.94,0.07,1.2,1.2,3.0,
0.333,0.333,0.938,27.0,100000.0,2132.0,13.39,90.03,0.07,1.2,1.2,3.0,
0.333,0.333,0.94,22.0,100000.0,2131.0,13.41,90.11,0.07,1.2,1.2,3.0,
