T,Cp,Field
K,,T
1.47814,6862.302,3.04987
0.55468,2914.386,3.09978
0.56769,3007.4693,3.09978
0.5807,3102.0394,3.09978
0.59371,3197.1064,3.09978
0.60672,3299.5316,3.09978
0.61973,3409.9997,3.09978
0.63274,3519.9851,3.09978
0.64575,3637.112,3.09978
0.65876,3762.3538,3.09978
0.67177,3880.6093,3.09978
0.68478,4006.5725,3.09978
0.69779,4136.3546,3.09978
0.7108,4262.8743,3.09978
0.72381,4399.7524,3.09978
0.73682,4535.9098,3.09978
0.74983,4682.9433,3.09978
0.76284,4832.7934,3.09978
0.77585,4993.5445,3.09978
0.78886,5161.2078,3.09978
0.80187,5333.6765,3.09978
0.81488,5503.3732,3.09978
0.82789,5674.9425,3.09978
0.8409,5846.3421,3.09978
0.85391,6035.9582,3.09978
0.86692,6224.7991,3.09978
0.87993,6430.9287,3.09978
0.89294,6653.7159,3.09978
0.90596,6892.3596,3.09978
0.91897,7161.9903,3.09978
0.93198,7455.369,3.09978
0.94499,7788.9151,3.09978
0.958,8161.0277,3.09978
0.97101,8591.2273,3.09978
0.98402,9079.8759,3.09978
0.99703,9738.0322,3.09978
1.01004,10652.818,3.09978
1.02305,12128.312,3.09978
1.03606,14578.186,3.09978
1.04907,16445.682,3.09978
1.06208,15816.376,3.09978
1.07509,13822.188,3.09978
1.0881,12152.962,3.09978
1.10111,11101.233,3.09978
1.11412,10446.645,3.09978
1.12713,9983.7001,3.09978
1.14014,9582.8902,3.09978
1.15315,9331.954,3.09978
1.16616,9057.6028,3.09978
1.17917,8851.3565,3.09978
1.19218,8665.4029,3.09978
1.20519,8489.6178,3.09978
1.2182,8360.2529,3.09978
1.23121,8221.4885,3.09978
1.24422,8086.0321,3.09978
1.25723,7985.3548,3.09978
1.27024,7861.7994,3.09978
1.28325,7764.2855,3.09978
1.29626,7662.513,3.09978
1.30927,7548.6691,3.09978
1.32228,7472.2949,3.09978
1.33529,7387.3642,3.09978
1.3483,7321.2615,3.09978
1.36131,7240.1877,3.09978
1.37432,7159.3198,3.09978
1.38733,7100.7323,3.09978
1.40034,7026.5707,3.09978
0.55664,2962.7808,3.19989
0.56976,3060.1582,3.19989
0.58287,3158.8943,3.19989
0.59598,3258.5931,3.19989
0.60909,3366.3696,3.19989
0.6222,3481.5067,3.19989
0.63531,3595.8695,3.19989
0.64842,3718.6533,3.19989
0.66153,3847.7158,3.19989
0.67464,3972.2955,3.19989
0.68776,4104.7047,3.19989
0.70087,4239.8578,3.19989
0.71398,4373.3119,3.19989
0.72709,4518.6861,3.19989
0.7402,4664.772,3.19989
0.75331,4820.4418,3.19989
0.76642,4980.2382,3.19989
0.77953,5152.6149,3.19989
0.79264,5325.3223,3.19989
0.80576,5510.7408,3.19989
0.81887,5696.127,3.19989
0.83198,5885.6784,3.19989
0.84509,6080.2018,3.19989
0.8582,6275.4885,3.19989
0.87131,6489.5346,3.19989
0.88442,6720.0486,3.19989
0.89753,6983.8511,3.19989
0.91064,7264.9632,3.19989
0.92376,7583.6624,3.19989
0.93687,7937.8301,3.19989
0.94998,8343.3336,3.19989
0.96309,8802.62,3.19989
0.9762,9336.0571,3.19989
0.98931,10045.914,3.19989
1.00242,11054.185,3.19989
1.01553,12654.026,3.19989
1.02864,14501.749,3.19989
1.04176,14917.917,3.19989
1.05487,14012.725,3.19989
1.06798,12458.837,3.19989
1.08109,11128.372,3.19989
1.0942,10315.991,3.19989
1.10731,9805.9767,3.19989
1.12042,9384.2969,3.19989
1.13353,9093.7616,3.19989
1.14664,8868.7153,3.19989
1.15976,8629.1916,3.19989
1.17287,8448.5568,3.19989
1.18598,8310.0498,3.19989
1.19909,8158.0255,3.19989
1.2122,8029.1125,3.19989
1.22531,7913.4937,3.19989
1.23842,7777.5692,3.19989
1.25153,7707.8442,3.19989
1.26464,7580.0171,3.19989
1.27776,7495.7368,3.19989
1.29087,7371.5017,3.19989
1.30398,7289.9563,3.19989
1.31709,7221.1616,3.19989
1.3302,7129.8079,3.19989
1.34331,7052.1107,3.19989
1.35642,7003.3429,3.19989
1.36953,6935.4473,3.19989
1.38264,6879.4844,3.19989
1.39576,6832.6405,3.19989
1.40887,6772.0584,3.19989
0.55705,3035.7185,3.39984
0.57032,3142.1791,3.39984
0.58359,3248.0643,3.39984
0.59687,3356.0238,3.39984
0.61014,3473.6601,3.39984
0.62341,3596.6359,3.39984
0.63669,3719.9233,3.39984
0.64996,3852.8956,3.39984
0.66323,3989.364,3.39984
0.67651,4125.1477,3.39984
0.68978,4271.0997,3.39984
0.70305,4413.0001,3.39984
0.71632,4562.772,3.39984
0.7296,4719.906,3.39984
0.74287,4881.7103,3.39984
0.75614,5051.2009,3.39984
0.76942,5232.7023,3.39984
0.78269,5419.3148,3.39984
0.79596,5622.3269,3.39984
0.80924,5824.9101,3.39984
0.82251,6042.5208,3.39984
0.83578,6268.5382,3.39984
0.84906,6497.5085,3.39984
0.86233,6739.8123,3.39984
0.8756,7001.9094,3.39984
0.88887,7289.1331,3.39984
0.90215,7625.4275,3.39984
0.91542,8012.0698,3.39984
0.92869,8504.5128,3.39984
0.94197,9086.761,3.39984
0.95524,9854.4142,3.39984
0.96851,10617.355,3.39984
0.98179,10970.404,3.39984
0.99506,10987.323,3.39984
1.00833,11095.162,3.39984
1.02161,11301.051,3.39984
1.03488,11272.26,3.39984
1.04815,10879.033,3.39984
1.06143,10262.062,3.39984
1.0747,9692.9483,3.39984
1.08797,9252.6086,3.39984
1.10124,8904.0479,3.39984
1.11452,8632.4434,3.39984
1.12779,8385.2602,3.39984
1.14106,8172.7418,3.39984
1.15434,8003.23,3.39984
1.16761,7852.4633,3.39984
1.18088,7721.7345,3.39984
1.19416,7584.6157,3.39984
1.20743,7472.4158,3.39984
1.2207,7376.5014,3.39984
1.23398,7270.0316,3.39984
1.24725,7176.6149,3.39984
1.26052,7066.877,3.39984
1.2738,6975.923,3.39984
1.28707,6882.1659,3.39984
1.30034,6801.3924,3.39984
1.31361,6730.0254,3.39984
1.32689,6661.4053,3.39984
1.34016,6589.8941,3.39984
1.35343,6534.1741,3.39984
1.36671,6465.7899,3.39984
1.37998,6394.0188,3.39984
1.39325,6366.2711,3.39984
1.40653,6302.0185,3.39984
1.4198,6255.7678,3.39984
0.55343,3080.3546,3.59982
0.56677,3193.3566,3.59982
0.58011,3306.3551,3.59982
0.59345,3420.9613,3.59982
0.6068,3545.646,3.59982
0.62014,3674.8745,3.59982
0.63348,3805.8385,3.59982
0.64682,3948.1241,3.59982
0.66017,4089.2261,3.59982
0.67351,4237.2747,3.59982
0.68685,4392.8006,3.59982
0.70019,4538.3835,3.59982
0.71354,4701.2295,3.59982
0.72688,4863.4421,3.59982
0.74022,5035.7913,3.59982
0.75356,5216.5238,3.59982
0.76691,5414.1605,3.59982
0.78025,5621.0935,3.59982
0.79359,5844.0292,3.59982
0.80693,6083.8562,3.59982
0.82028,6336.0759,3.59982
0.83362,6608.7465,3.59982
0.84696,6909.6225,3.59982
0.8603,7254.3111,3.59982
0.87365,7664.0013,3.59982
0.88699,8089.1201,3.59982
0.90033,8403.7023,3.59982
0.91367,8528.4217,3.59982
0.92702,8602.8099,3.59982
0.94036,8743.7462,3.59982
0.9537,8938.4909,3.59982
0.96704,9188.5642,3.59982
0.98039,9510.123,3.59982
0.99373,9868.2216,3.59982
1.00707,10098.484,3.59982
1.02041,10075.933,3.59982
1.03376,9729.4469,3.59982
1.0471,9292.5123,3.59982
1.06044,8928.7328,3.59982
1.07378,8616.9606,3.59982
1.08713,8321.3726,3.59982
1.10047,8081.5631,3.59982
1.11381,7867.2311,3.59982
1.12715,7694.1352,3.59982
1.1405,7543.8275,3.59982
1.15384,7396.4055,3.59982
1.16718,7264.155,3.59982
1.18052,7153.536,3.59982
1.19387,7049.6268,3.59982
1.20721,6940.8847,3.59982
1.22055,6850.9308,3.59982
1.23389,6754.1274,3.59982
1.24724,6659.307,3.59982
1.26058,6556.9275,3.59982
1.27392,6473.8062,3.59982
1.28726,6403.1346,3.59982
1.30061,6321.4585,3.59982
1.31395,6264.4393,3.59982
1.32729,6195.7257,3.59982
1.34063,6139.8891,3.59982
1.35398,6082.2053,3.59982
1.36732,6009.5778,3.59982
1.38066,5947.0071,3.59982
1.394,5906.0029,3.59982
1.40735,5854.1991,3.59982
1.42069,5815.9085,3.59982
0.54902,3123.0196,3.79975
0.56255,3243.6487,3.79975
0.57608,3365.7264,3.79975
0.5896,3487.5726,3.79975
0.60313,3619.1036,3.79975
0.61666,3756.23,3.79975
0.63019,3894.0425,3.79975
0.64372,4044.2109,3.79975
0.65725,4195.2232,3.79975
0.67078,4350.5667,3.79975
0.68431,4518.1919,3.79975
0.69784,4684.7077,3.79975
0.71137,4869.3791,3.79975
0.7249,5057.5784,3.79975
0.73843,5262.6724,3.79975
0.75196,5483.493,3.79975
0.76548,5727.1587,3.79975
0.77901,6020.4297,3.79975
0.79254,6316.5875,3.79975
0.80607,6586.28,3.79975
0.8196,6770.7212,3.79975
0.83313,6857.6194,3.79975
0.84666,6952.696,3.79975
0.86019,7072.772,3.79975
0.87372,7234.2677,3.79975
0.88725,7436.3754,3.79975
0.90078,7662.3413,3.79975
0.91431,7904.0727,3.79975
0.92784,8179.3595,3.79975
0.94136,8484.7528,3.79975
0.95489,8842.8965,3.79975
0.96842,9206.6072,3.79975
0.98195,9380.5361,3.79975
0.99548,9316.5988,3.79975
1.00901,9033.448,3.79975
1.02254,8693.8953,3.79975
1.03607,8364.02,3.79975
1.0496,8095.9635,3.79975
1.06313,7846.4893,3.79975
1.07666,7637.0477,3.79975
1.09019,7448.3826,3.79975
1.10372,7269.7913,3.79975
1.11724,7141.9184,3.79975
1.13077,6999.354,3.79975
1.1443,6882.4012,3.79975
1.15783,6765.3408,3.79975
1.17136,6651.7429,3.79975
1.18489,6555.8414,3.79975
1.19842,6461.9862,3.79975
1.21195,6371.6572,3.79975
1.22548,6284.623,3.79975
1.23901,6195.433,3.79975
1.25254,6115.1619,3.79975
1.26607,6027.4996,3.79975
1.2796,5964.3607,3.79975
1.29312,5901.1747,3.79975
1.30665,5837.9538,3.79975
1.32018,5777.0028,3.79975
1.33371,5716.3201,3.79975
1.34724,5657.9266,3.79975
1.36077,5598.9779,3.79975
1.3743,5554.3359,3.79975
1.38783,5502.7566,3.79975
1.40136,5454.5121,3.79975
1.41489,5408.4266,3.79975
1.42842,5336.4389,3.79975
0.54295,3147.7937,3.99974
0.5567,3276.1648,3.99974
0.57044,3413.8146,3.99974
0.58419,3546.0359,3.99974
0.59794,3688.9725,3.99974
0.61169,3842.0348,3.99974
0.62543,3997.055,3.99974
0.63918,4163.6446,3.99974
0.65293,4344.835,3.99974
0.66667,4543.3474,3.99974
0.68042,4753.1599,3.99974
0.69417,4945.9757,3.99974
0.70791,5142.807,3.99974
0.72166,5289.887,3.99974
0.73541,5421.9387,3.99974
0.74915,5523.0179,3.99974
0.7629,5644.4367,3.99974
0.77665,5787.4366,3.99974
0.79039,5961.2582,3.99974
0.80414,6145.8236,3.99974
0.81789,6342.9101,3.99974
0.83163,6535.5525,3.99974
0.84538,6743.5455,3.99974
0.85913,6962.0898,3.99974
0.87288,7197.235,3.99974
0.88662,7440.1309,3.99974
0.90037,7717.4072,3.99974
0.91412,8043.458,3.99974
0.92786,8415.8329,3.99974
0.94161,8701.1062,3.99974
0.95536,8768.4217,3.99974
0.9691,8623.5497,3.99974
0.98285,8352.2436,3.99974
0.9966,8058.5332,3.99974
1.01034,7770.9565,3.99974
1.02409,7505.9907,3.99974
1.03784,7299.6754,3.99974
1.05158,7110.4227,3.99974
1.06533,6959.7426,3.99974
1.07908,6817.3242,3.99974
1.09282,6679.5602,3.99974
1.10657,6548.6927,3.99974
1.12032,6434.8335,3.99974
1.13407,6353.2979,3.99974
1.14781,6256.1539,3.99974
1.16156,6149.0317,3.99974
1.17531,6050.9316,3.99974
1.18905,5966.3997,3.99974
1.2028,5888.7763,3.99974
1.21655,5808.3957,3.99974
1.23029,5728.2858,3.99974
1.24404,5644.7167,3.99974
1.25779,5587.6631,3.99974
1.27153,5525.792,3.99974
1.28528,5456.5792,3.99974
1.29903,5413.5387,3.99974
1.31277,5356.2323,3.99974
1.32652,5283.5819,3.99974
1.34027,5235.5297,3.99974
1.35402,5192.2423,3.99974
1.36776,5148.7574,3.99974
1.38151,5087.2927,3.99974
1.39526,5042.0435,3.99974
1.409,5008.3975,3.99974
1.42275,4959.9062,3.99974
1.4365,4925.4727,3.99974
0.52885,3119.9983,4.19993
0.54286,3260.7881,4.19993
0.55686,3415.2239,4.19993
0.57086,3570.2345,4.19993
0.58486,3720.3267,4.19993
0.59887,3883.9611,4.19993
0.61287,4031.482,4.19993
0.62687,4169.5581,4.19993
0.64087,4315.4993,4.19993
0.65488,4427.1246,4.19993
0.66888,4547.6203,4.19993
0.68288,4676.8479,4.19993
0.69689,4817.3305,4.19993
0.71089,4964.9855,4.19993
0.72489,5124.608,4.19993
0.73889,5295.8685,4.19993
0.7529,5474.1297,4.19993
0.7669,5659.4951,4.19993
0.7809,5860.4734,4.19993
0.7949,6066.2177,4.19993
0.80891,6281.3385,4.19993
0.82291,6505.796,4.19993
0.83691,6743.2237,4.19993
0.85092,7001.6615,4.19993
0.86492,7279.583,4.19993
0.87892,7603.7059,4.19993
0.89292,7921.6147,4.19993
0.90693,8135.5415,4.19993
0.92093,8170.8466,4.19993
0.93493,8032.2008,4.19993
0.94894,7790.118,4.19993
0.96294,7512.7941,4.19993
0.97694,7233.9676,4.19993
0.99094,7029.9005,4.19993
1.00495,6821.9532,4.19993
1.01895,6659.1464,4.19993
1.03295,6495.368,4.19993
1.04695,6354.6211,4.19993
1.06096,6252.144,4.19993
1.07496,6143.6392,4.19993
1.08896,6033.4698,4.19993
1.10297,5934.9981,4.19993
1.11697,5839.8821,4.19993
1.13097,5745.7094,4.19993
1.14497,5661.9845,4.19993
1.15898,5583.7099,4.19993
1.17298,5502.7568,4.19993
1.18698,5419.849,4.19993
1.20098,5344.6728,4.19993
1.21499,5285.4238,4.19993
1.22899,5228.7373,4.19993
1.24299,5167.438,4.19993
1.257,5107.1962,4.19993
1.271,5038.6043,4.19993
1.285,4988.3783,4.19993
1.299,4946.3789,4.19993
1.31301,4895.6885,4.19993
1.32701,4846.0437,4.19993
1.34101,4789.4481,4.19993
1.35501,4755.1624,4.19993
1.36902,4715.9634,4.19993
1.38302,4678.0963,4.19993
1.39702,4629.2269,4.19993
1.41103,4596.5311,4.19993
1.42503,4556.4057,4.19993
1.43903,4522.3338,4.19993
0.51861,3022.7239,4.39981
0.53286,3145.7099,4.39981
0.5471,3279.264,4.39981
0.56135,3425.2365,4.39981
0.5756,3562.985,4.39981
0.58984,3705.626,4.39981
0.60409,3860.8903,4.39981
0.61833,4003.7769,4.39981
0.63258,4155.8066,4.39981
0.64682,4313.1741,4.39981
0.66107,4468.6771,4.39981
0.67532,4631.1854,4.39981
0.68956,4793.1527,4.39981
0.70381,4962.1799,4.39981
0.71805,5135.7448,4.39981
0.7323,5318.5921,4.39981
0.74654,5512.3506,4.39981
0.76079,5716.8768,4.39981
0.77504,5932.6572,4.39981
0.78928,6169.0049,4.39981
0.80353,6420.9932,4.39981
0.81777,6698.8762,4.39981
0.83202,7005.7537,4.39981
0.84627,7316.2412,4.39981
0.86051,7540.8084,4.39981
0.87476,7598.8341,4.39981
0.889,7516.5513,4.39981
0.90325,7309.7057,4.39981
0.91749,7067.2699,4.39981
0.93174,6821.6442,4.39981
0.94599,6617.6312,4.39981
0.96023,6446.6728,4.39981
0.97448,6288.0155,4.39981
0.98872,6135.7472,4.39981
1.00297,5987.9069,4.39981
1.01721,5869.2779,4.39981
1.03146,5768.3978,4.39981
1.04571,5669.0823,4.39981
1.05995,5577.705,4.39981
1.0742,5483.3309,4.39981
1.08844,5387.0693,4.39981
1.10269,5307.5206,4.39981
1.11694,5233.1858,4.39981
1.13118,5156.8941,4.39981
1.14543,5080.711,4.39981
1.15967,5012.3519,4.39981
1.17392,4952.8294,4.39981
1.18816,4895.0536,4.39981
1.20241,4834.8358,4.39981
1.21666,4771.0611,4.39981
1.2309,4723.7718,4.39981
1.24515,4678.2956,4.39981
1.25939,4623.0605,4.39981
1.27364,4571.4226,4.39981
1.28788,4532.2961,4.39981
1.30213,4489.5603,4.39981
1.31638,4441.6668,4.39981
1.33062,4408.6467,4.39981
1.34487,4366.8522,4.39981
1.35911,4317.784,4.39981
1.37336,4285.4558,4.39981
1.38761,4246.8841,4.39981
1.40185,4216.1579,4.39981
1.4161,4178.8879,4.39981
1.43034,4154.4963,4.39981
1.44459,4126.5155,4.39981
0.51619,3033.3386,4.59984
0.53052,3161.6708,4.59984
0.54485,3300.8792,4.59984
0.55918,3453.8111,4.59984
0.57352,3601.2644,4.59984
0.58785,3753.1968,4.59984
0.60218,3918.7206,4.59984
0.61651,4073.3523,4.59984
0.63085,4239.6637,4.59984
0.64518,4410.9653,4.59984
0.65951,4581.7839,4.59984
0.67384,4759.0827,4.59984
0.68817,4937.05,4.59984
0.70251,5125.1304,4.59984
0.71684,5317.2775,4.59984
0.73117,5525.2697,4.59984
0.7455,5752.7162,4.59984
0.75984,5997.16,4.59984
0.77417,6270.5454,4.59984
0.7885,6569.4475,4.59984
0.80283,6838.5358,4.59984
0.81717,7010.2537,4.59984
0.8315,7045.9376,4.59984
0.84583,6929.9324,4.59984
0.86016,6734.5457,4.59984
0.8745,6513.4049,4.59984
0.88883,6307.4528,4.59984
0.90316,6116.1743,4.59984
0.91749,5946.4395,4.59984
0.93183,5801.387,4.59984
0.94616,5676.8646,4.59984
0.96049,5561.9972,4.59984
0.97482,5452.8131,4.59984
0.98915,5356.2158,4.59984
1.00349,5269.0229,4.59984
1.01782,5182.0041,4.59984
1.03215,5093.908,4.59984
1.04648,5009.0663,4.59984
1.06082,4936.0356,4.59984
1.07515,4865.2909,4.59984
1.08948,4798.3531,4.59984
1.10381,4729.4248,4.59984
1.11815,4664.5155,4.59984
1.13248,4602.1747,4.59984
1.14681,4547.8135,4.59984
1.16114,4494.2699,4.59984
1.17548,4444.0687,4.59984
1.18981,4396.4488,4.59984
1.20414,4347.6714,4.59984
1.21847,4302.0886,4.59984
1.23281,4257.2406,4.59984
1.24714,4215.7428,4.59984
1.26147,4175.3166,4.59984
1.2758,4140.4235,4.59984
1.29013,4096.2741,4.59984
1.30447,4053.2471,4.59984
1.3188,4021.3321,4.59984
1.33313,3993.1398,4.59984
1.34746,3951.5317,4.59984
1.3618,3918.4958,4.59984
1.37613,3896.0457,4.59984
1.39046,3855.2846,4.59984
1.40479,3828.7572,4.59984
1.41913,3806.4645,4.59984
1.43346,3773.515,4.59984
1.44779,3746.65,4.59984
0.51286,3075.6016,4.79976
0.52717,3212.5938,4.79976
0.54149,3362.9562,4.79976
0.5558,3528.1674,4.79976
0.57012,3684.8895,4.79976
0.58443,3850.2449,4.79976
0.59875,4029.8023,4.79976
0.61306,4197.7289,4.79976
0.62738,4379.566,4.79976
0.64169,4561.5825,4.79976
0.65601,4752.9812,4.79976
0.67032,4952.2783,4.79976
0.68464,5160.4675,4.79976
0.69895,5379.0908,4.79976
0.71327,5622.0476,4.79976
0.72758,5877.1684,4.79976
0.7419,6135.2283,4.79976
0.75621,6370.026,4.79976
0.77053,6459.2379,4.79976
0.78484,6435.9246,4.79976
0.79916,6316.4183,4.79976
0.81347,6136,4.79976
0.82779,5947.2997,4.79976
0.8421,5763.928,4.79976
0.85642,5591.9104,4.79976
0.87073,5448.6456,4.79976
0.88505,5320.9674,4.79976
0.89936,5209.2101,4.79976
0.91368,5108.4493,4.79976
0.92799,5017.1261,4.79976
0.94231,4928.5501,4.79976
0.95662,4846.687,4.79976
0.97094,4776.9116,4.79976
0.98525,4704.575,4.79976
0.99957,4636.3938,4.79976
1.01388,4572.0801,4.79976
1.0282,4507.3064,4.79976
1.04251,4443.5583,4.79976
1.05683,4381.8984,4.79976
1.07114,4326.5063,4.79976
1.08546,4268.9782,4.79976
1.09977,4219.4229,4.79976
1.11409,4173.6096,4.79976
1.1284,4125.3632,4.79976
1.14272,4082.0881,4.79976
1.15703,4038.3684,4.79976
1.17135,3997.6816,4.79976
1.18567,3959.0329,4.79976
1.19998,3915.8455,4.79976
1.2143,3877.0511,4.79976
1.22861,3838.6687,4.79976
1.24293,3807.197,4.79976
1.25724,3773.8376,4.79976
1.27156,3740.4222,4.79976
1.28587,3708.7737,4.79976
1.30019,3679.728,4.79976
1.3145,3647.0995,4.79976
1.32882,3622.6673,4.79976
1.34313,3593.2782,4.79976
1.35745,3566.6643,4.79976
1.37176,3541.1422,4.79976
1.38608,3512.0033,4.79976
1.40039,3487.7719,4.79976
1.41471,3466.5586,4.79976
1.42902,3439.0719,4.79976
1.44334,3419.2267,4.79976
0.50669,3116.7305,4.99975
0.52081,3263.817,4.99975
0.53492,3426.2935,4.99975
0.54903,3605.5153,4.99975
0.56315,3773.877,4.99975
0.57726,3958.7232,4.99975
0.59137,4153.402,4.99975
0.60549,4344.2182,4.99975
0.6196,4552.248,4.99975
0.63371,4756.336,4.99975
0.64783,4988.7452,4.99975
0.66194,5223.7022,4.99975
0.67605,5473.3281,4.99975
0.69017,5691.3202,4.99975
0.70428,5839.2594,4.99975
0.71839,5917.2041,4.99975
0.73251,5838.2311,4.99975
0.74662,5710.7541,4.99975
0.76073,5549.6337,4.99975
0.77485,5375.7136,4.99975
0.78896,5222.8914,4.99975
0.80308,5079.8074,4.99975
0.81719,4962.5423,4.99975
0.8313,4854.9182,4.99975
0.84542,4757.5484,4.99975
0.85953,4663.622,4.99975
0.87364,4579.5111,4.99975
0.88776,4501.0609,4.99975
0.90187,4427.7956,4.99975
0.91598,4363.3414,4.99975
0.9301,4305.5686,4.99975
0.94421,4252.7847,4.99975
0.95832,4200.9143,4.99975
0.97244,4152.9011,4.99975
0.98655,4107.9991,4.99975
1.00066,4062.4041,4.99975
1.01478,4014.8445,4.99975
1.02889,3969.1117,4.99975
1.043,3925.1526,4.99975
1.05712,3883.5559,4.99975
1.07123,3840.0157,4.99975
1.08535,3795.3359,4.99975
1.09946,3755.8098,4.99975
1.11357,3721.2261,4.99975
1.12769,3685.8152,4.99975
1.1418,3649.8624,4.99975
1.15591,3614.7658,4.99975
1.17003,3578.8613,4.99975
1.18414,3547.0096,4.99975
1.19825,3518.8023,4.99975
1.21237,3488.9364,4.99975
1.22648,3467.4578,4.99975
1.24059,3440.3601,4.99975
1.25471,3412.5784,4.99975
1.26882,3380.4389,4.99975
1.28293,3354.553,4.99975
1.29705,3327.5626,4.99975
1.31116,3302.8242,4.99975
1.32527,3282.8105,4.99975
1.33939,3264.9638,4.99975
1.3535,3246.2441,4.99975
1.36761,3222.0494,4.99975
1.38173,3196.4971,4.99975
1.39584,3175.717,4.99975
1.40996,3157.1665,4.99975
1.42407,3139.4688,4.99975
0.50496,3283.6207,5.19986
0.51968,3456.5411,5.19986
0.5344,3649.7158,5.19986
0.54913,3863.1754,5.19986
0.56385,4069.8464,5.19986
0.57857,4305.0982,5.19986
0.59329,4540.9289,5.19986
0.60802,4791.1788,5.19986
0.62274,5017.7125,5.19986
0.63746,5212.7364,5.19986
0.65218,5297.9923,5.19986
0.66691,5316.0658,5.19986
0.68163,5197.3505,5.19986
0.69635,5054.7629,5.19986
0.71107,4882.5468,5.19986
0.7258,4727.25,5.19986
0.74052,4592.3378,5.19986
0.75524,4479.5355,5.19986
0.76996,4383.0493,5.19986
0.78469,4302.2737,5.19986
0.79941,4225.8211,5.19986
0.81413,4154.4123,5.19986
0.82885,4084.272,5.19986
0.84358,4010.0832,5.19986
0.8583,3942.1101,5.19986
0.87302,3883.1047,5.19986
0.88774,3825.506,5.19986
0.90247,3785.6219,5.19986
0.91719,3746.9726,5.19986
0.93191,3723.2151,5.19986
0.94663,3707.8064,5.19986
0.96135,3706.0282,5.19986
0.97608,3700.6912,5.19986
0.9908,3692.7294,5.19986
1.00552,3671.7735,5.19986
1.02024,3636.9622,5.19986
1.03497,3584.5744,5.19986
1.04969,3530.4869,5.19986
1.06441,3478.5623,5.19986
1.07913,3430.9969,5.19986
1.09386,3382.9987,5.19986
1.10858,3337.6035,5.19986
1.1233,3294.7071,5.19986
1.13802,3255.1267,5.19986
1.15275,3216.5971,5.19986
1.16747,3179.5719,5.19986
1.18219,3141.0176,5.19986
1.19691,3102.6174,5.19986
1.21164,3067.5627,5.19986
1.22636,3031.3947,5.19986
1.24108,2997.0033,5.19986
1.2558,2964.3204,5.19986
1.27053,2928.5324,5.19986
1.28525,2893.8004,5.19986
1.29997,2862.7609,5.19986
1.31469,2830.3487,5.19986
1.32942,2804.0527,5.19986
1.34414,2772.7505,5.19986
1.35886,2744.0287,5.19986
1.37358,2715.8103,5.19986
1.38831,2691.6936,5.19986
1.40303,2663.9329,5.19986
1.41775,2635.956,5.19986
1.43247,2613.0883,5.19986
1.4472,2587.526,5.19986
1.46192,2563.0567,5.19986
0.49879,3481.7972,5.39987
0.51372,3690.6236,5.39987
0.52865,3929.3471,5.39987
0.54358,4168.9562,5.39987
0.55851,4366.5494,5.39987
0.57344,4567.3008,5.39987
0.58837,4619.6845,5.39987
0.60331,4661.0465,5.39987
0.61824,4569.3578,5.39987
0.63317,4478.951,5.39987
0.6481,4348.0562,5.39987
0.66303,4220.4854,5.39987
0.67796,4100.1615,5.39987
0.69289,3983.7641,5.39987
0.70782,3880.6424,5.39987
0.72275,3792.2152,5.39987
0.73768,3717.3204,5.39987
0.75261,3657.8619,5.39987
0.76754,3607.811,5.39987
0.78247,3570.0081,5.39987
0.79741,3530.2176,5.39987
0.81234,3494.4421,5.39987
0.82727,3453.5221,5.39987
0.8422,3411.9071,5.39987
0.85713,3366.3611,5.39987
0.87206,3323.6321,5.39987
0.88699,3287.3965,5.39987
0.90192,3264.5738,5.39987
0.91685,3251.021,5.39987
0.93178,3255.3779,5.39987
0.94671,3273.6217,5.39987
0.96164,3301.9545,5.39987
0.97657,3335.1203,5.39987
0.9915,3354.0094,5.39987
1.00644,3355.0732,5.39987
1.02137,3325.3799,5.39987
1.0363,3283.108,5.39987
1.05123,3225.0813,5.39987
1.06616,3163.8829,5.39987
1.08109,3107.2368,5.39987
1.09602,3056.7951,5.39987
1.11095,3008.8593,5.39987
1.12588,2963.9449,5.39987
1.14081,2919.045,5.39987
1.15574,2873.8392,5.39987
1.17067,2829.9942,5.39987
1.1856,2785.3821,5.39987
1.20054,2742.1272,5.39987
1.21547,2699.1432,5.39987
1.2304,2657.7591,5.39987
1.24533,2618.2234,5.39987
1.26026,2579.2415,5.39987
1.27519,2541.2755,5.39987
1.29012,2502.7662,5.39987
1.30505,2465.9838,5.39987
1.31998,2431.5863,5.39987
1.33491,2395.491,5.39987
1.34984,2361.5915,5.39987
1.36477,2330.3149,5.39987
1.3797,2298.5068,5.39987
1.39463,2266.7167,5.39987
1.40957,2238.0735,5.39987
1.4245,2207.432,5.39987
1.43943,2178.2846,5.39987
1.45436,2151.0156,5.39987
1.46929,2126.641,5.39987
0.49253,3700.4821,5.59978
0.50805,3793.7889,5.59978
0.52358,3887.9856,5.59978
0.5391,3915.6743,5.59978
0.55463,3857.1576,5.59978
0.57015,3797.7562,5.59978
0.58568,3698.4324,5.59978
0.6012,3601.7633,5.59978
0.61673,3519.3856,5.59978
0.63225,3445.5658,5.59978
0.64777,3377.2419,5.59978
0.6633,3315.6443,5.59978
0.67882,3251.5716,5.59978
0.69435,3192.2679,5.59978
0.70987,3140.4232,5.59978
0.7254,3088.8656,5.59978
0.74092,3058.1013,5.59978
0.75645,3034.0548,5.59978
0.77197,3015.6541,5.59978
0.78749,3006.5588,5.59978
0.80302,2994.0237,5.59978
0.81854,2976.8861,5.59978
0.83407,2955.8541,5.59978
