T,Cp,Field
K,,T
1.05514,6809.5163,1.69992
1.07005,6936.9,1.69992
1.08495,7094.9972,1.69992
1.09985,7263.5652,1.69992
1.11476,7436.888,1.69992
1.12966,7612.6227,1.69992
1.14456,7797.6527,1.69992
1.15946,8024.6728,1.69992
1.17437,8241.0636,1.69992
1.18927,8453.103,1.69992
1.20417,8727.9708,1.69992
1.21908,9010.1737,1.69992
1.23398,9272.7046,1.69992
1.24888,9616.3838,1.69992
1.26378,10049.361,1.69992
1.27869,10480.79,1.69992
1.29359,10934.934,1.69992
1.30849,11550.261,1.69992
1.3234,12355.611,1.69992
1.3383,13562.377,1.69992
1.3532,16169.386,1.69992
1.3681,19726.096,1.69992
1.38301,22490.923,1.69992
1.39791,21922.428,1.69992
1.41281,21451.673,1.69992
1.42772,16058.767,1.69992
1.44262,11993.958,1.69992
1.45752,10002.981,1.69992
1.47243,8960.5952,1.69992
1.48733,8317.8346,1.69992
1.50223,7821.5548,1.69992
1.51713,7443.0214,1.69992
1.53204,7148.9263,1.69992
1.54694,6893.3199,1.69992
0.58851,2848.2991,1.7999
0.60312,2948.8693,1.7999
0.61773,3051.6604,1.7999
0.63234,3161.2667,1.7999
0.64695,3284.762,1.7999
0.66156,3375.1738,1.7999
0.67617,3465.0453,1.7999
0.69077,3557.4839,1.7999
0.70538,3642.6645,1.7999
0.71999,3720.6169,1.7999
0.7346,3805.3747,1.7999
0.74921,3897.9606,1.7999
0.76382,3997.4185,1.7999
0.77843,4103.5188,1.7999
0.79303,4213.0845,1.7999
0.80764,4330.0537,1.7999
0.82225,4452.3361,1.7999
0.83686,4569.775,1.7999
0.85147,4694.3183,1.7999
0.86608,4815.5007,1.7999
0.88069,4943.6823,1.7999
0.89529,5070.7752,1.7999
0.9099,5200.7242,1.7999
0.92451,5332.0094,1.7999
0.93912,5471.8371,1.7999
0.95373,5612.2363,1.7999
0.96834,5756.7852,1.7999
0.98295,5906.0636,1.7999
0.99756,6054.9771,1.7999
1.01216,6200.3012,1.7999
1.02677,6356.1172,1.7999
1.04138,6509.1203,1.7999
1.05599,6664.0879,1.7999
1.0706,6814.5404,1.7999
1.08521,6979.4251,1.7999
1.09982,7161.7025,1.7999
1.11442,7349.3259,1.7999
1.12903,7546.8435,1.7999
1.14364,7746.8871,1.7999
1.15825,7964.6384,1.7999
1.17286,8204.9664,1.7999
1.18747,8448.7816,1.7999
1.20208,8712.9067,1.7999
1.21668,9030.6369,1.7999
1.23129,9351.9543,1.7999
1.2459,9703.9802,1.7999
1.26051,10101.531,1.7999
1.27512,10554.871,1.7999
1.28973,11100.161,1.7999
1.30434,11736.258,1.7999
1.31894,12447.928,1.7999
1.33355,13465.983,1.7999
1.34816,15341.512,1.7999
1.36277,18852.485,1.7999
1.37738,24153.42,1.7999
1.39199,24511.68,1.7999
1.4066,24315.726,1.7999
1.4212,18997.139,1.7999
1.43581,13817.991,1.7999
1.45042,11239.025,1.7999
1.46503,9868.4197,1.7999
1.47964,9006.8351,1.7999
1.49425,8415.0082,1.7999
1.50886,8027.889,1.7999
1.52347,7699.6735,1.7999
1.53807,7419.8275,1.7999
0.61582,2904.6066,1.99985
0.63137,3008.7935,1.99985
0.64692,3128.7747,1.99985
0.66247,3256.8753,1.99985
0.67802,3394.9305,1.99985
0.69357,3499.228,1.99985
0.70912,3584.2611,1.99985
0.72467,3675.5252,1.99985
0.74022,3774.7795,1.99985
0.75577,3873.2272,1.99985
0.77132,3979.81,1.99985
0.78687,4089.7178,1.99985
0.80242,4210.1906,1.99985
0.81797,4339.4909,1.99985
0.83352,4477.0045,1.99985
0.84907,4612.743,1.99985
0.86462,4759.1389,1.99985
0.88016,4905.7457,1.99985
0.89571,5051.8792,1.99985
0.91126,5195.0233,1.99985
0.92681,5313.1438,1.99985
0.94236,5432.8877,1.99985
0.95791,5531.9213,1.99985
0.97346,5632.8171,1.99985
0.98901,5739.0431,1.99985
1.00456,5867.3002,1.99985
1.02011,6024.7833,1.99985
1.03566,6205.1437,1.99985
1.05121,6400.2919,1.99985
1.06676,6610.4408,1.99985
1.08231,6831.6668,1.99985
1.09786,7057.607,1.99985
1.11341,7282.088,1.99985
1.12896,7526.3375,1.99985
1.14451,7792.1504,1.99985
1.16006,8090.4218,1.99985
1.1756,8402.8823,1.99985
1.19115,8729.722,1.99985
1.2067,9111.8722,1.99985
1.22225,9532.4104,1.99985
1.2378,9985.085,1.99985
1.25335,10492.986,1.99985
1.2689,11114.458,1.99985
1.28445,11783.132,1.99985
1.3,12624.979,1.99985
1.31555,13754.97,1.99985
1.3311,15135.161,1.99985
1.34665,17926.486,1.99985
1.3622,23090.994,1.99985
1.37775,29847.899,1.99985
1.3933,28281.974,1.99985
1.40885,20321.017,1.99985
1.4244,14421.956,1.99985
1.43995,11808.44,1.99985
1.45549,10527.208,1.99985
1.47104,9745.3619,1.99985
1.48659,9178.9118,1.99985
1.50214,8798.3684,1.99985
1.51769,8525.6213,1.99985
1.53324,8240.551,1.99985
1.54879,8010.3186,1.99985
1.56434,7815.0985,1.99985
1.57989,7633.8058,1.99985
1.59544,7508.9207,1.99985
1.61099,7387.4422,1.99985
1.62654,7278.1955,1.99985
0.61247,2944.6536,2.19988
0.62803,3050.1488,2.19988
0.64358,3167.786,2.19988
0.65914,3297.1173,2.19988
0.6747,3434.5218,2.19988
0.69025,3541.7219,2.19988
0.70581,3633.4829,2.19988
0.72137,3732.0836,2.19988
0.73693,3837.2401,2.19988
0.75248,3940.1242,2.19988
0.76804,4051.3648,2.19988
0.7836,4168.2088,2.19988
0.79916,4291.0938,2.19988
0.81471,4422.4892,2.19988
0.83027,4560.976,2.19988
0.84583,4696.4515,2.19988
0.86139,4840.8456,2.19988
0.87694,4987.2935,2.19988
0.8925,5134.4888,2.19988
0.90806,5277.5233,2.19988
0.92361,5407.282,2.19988
0.93917,5534.6343,2.19988
0.95473,5652.323,2.19988
0.97029,5761.7082,2.19988
0.98584,5878.8228,2.19988
1.0014,6019.3988,2.19988
1.01696,6183.0486,2.19988
1.03252,6369.1737,2.19988
1.04807,6565.1544,2.19988
1.06363,6816.4491,2.19988
1.07919,7070.0035,2.19988
1.09475,7302.0027,2.19988
1.1103,7567.7611,2.19988
1.12586,7851.7156,2.19988
1.14142,8151.2628,2.19988
1.15697,8475.0545,2.19988
1.17253,8855.189,2.19988
1.18809,9239.8055,2.19988
1.20365,9699.1553,2.19988
1.2192,10203.036,2.19988
1.23476,10785.232,2.19988
1.25032,11472.085,2.19988
1.26588,12230.277,2.19988
1.28143,13268.277,2.19988
1.29699,14693.35,2.19988
1.31255,16855.274,2.19988
1.32811,20690.333,2.19988
1.34366,29161.402,2.19988
1.35922,29640.603,2.19988
1.37478,22964.127,2.19988
1.39033,16065.452,2.19988
1.40589,12723.194,2.19988
1.42145,11068.363,2.19988
1.43701,10085.327,2.19988
1.45256,9483.2236,2.19988
1.46812,9056.0034,2.19988
1.48368,8698.253,2.19988
1.49924,8411.5757,2.19988
1.51479,8184.5322,2.19988
1.53035,7971.5951,2.19988
1.54591,7814.1742,2.19988
1.56147,7653.7386,2.19988
1.57702,7537.089,2.19988
1.59258,7408.5329,2.19988
1.60814,7307.6851,2.19988
1.62369,7192.6448,2.19988
0.61451,3007.9799,2.39978
0.63022,3115.6133,2.39978
0.64592,3236.4602,2.39978
0.66162,3367.1463,2.39978
0.67733,3507.6711,2.39978
0.69303,3619.4858,2.39978
0.70873,3720.5783,2.39978
0.72444,3829.792,2.39978
0.74014,3945.527,2.39978
0.75584,4058.0891,2.39978
0.77155,4178.4963,2.39978
0.78725,4305.7918,2.39978
0.80295,4435.9651,2.39978
0.81866,4573.3141,2.39978
0.83436,4717.5378,2.39978
0.85006,4856.3852,2.39978
0.86577,5006.8718,2.39978
0.88147,5154.9454,2.39978
0.89717,5305.9362,2.39978
0.91288,5449.6561,2.39978
0.92858,5592.1673,2.39978
0.94429,5730.7714,2.39978
0.95999,5860.1009,2.39978
0.97569,5997.317,2.39978
0.9914,6141.625,2.39978
1.0071,6314.3417,2.39978
1.0228,6509.3383,2.39978
1.03851,6736.1982,2.39978
1.05421,6989.3819,2.39978
1.06991,7261.143,2.39978
1.08562,7551.674,2.39978
1.10132,7854.6791,2.39978
1.11702,8195.9711,2.39978
1.13273,8551.6479,2.39978
1.14843,8972.0106,2.39978
1.16413,9414.2437,2.39978
1.17984,9921.6074,2.39978
1.19554,10488.825,2.39978
1.21124,11206.153,2.39978
1.22695,12082.918,2.39978
1.24265,13149.99,2.39978
1.25835,14693.499,2.39978
1.27406,17146.536,2.39978
1.28976,21874.914,2.39978
1.30546,27623.38,2.39978
1.32117,26369.421,2.39978
1.33687,20326.861,2.39978
1.35258,15170.132,2.39978
1.36828,12312.231,2.39978
1.38398,10892.648,2.39978
1.39969,10013.752,2.39978
1.41539,9426.3963,2.39978
1.43109,9016.4068,2.39978
1.4468,8681.2174,2.39978
1.4625,8433.9259,2.39978
1.4782,8204.8186,2.39978
1.49391,7991.486,2.39978
1.50961,7844.3539,2.39978
1.52531,7700.6898,2.39978
1.54102,7594.6457,2.39978
1.55672,7466.2105,2.39978
1.57242,7343.0013,2.39978
1.58813,7249.5995,2.39978
1.60383,7160.1272,2.39978
1.61953,7089.0296,2.39978
1.63524,7010.9795,2.39978
0.71387,3803.5162,2.49987
0.72736,3894.7315,2.49987
0.74085,3992.4522,2.49987
0.75435,4096.2414,2.49987
0.76784,4205.2031,2.49987
0.78133,4315.5862,2.49987
0.79482,4432.9633,2.49987
0.80831,4552.7567,2.49987
0.8218,4671.1311,2.49987
0.8353,4797.7055,2.49987
0.84879,4922.6483,2.49987
0.86228,5049.993,2.49987
0.87577,5185.8717,2.49987
0.88926,5314.5118,2.49987
0.90275,5453.2907,2.49987
0.91625,5577.0765,2.49987
0.92974,5710.3564,2.49987
0.94323,5835.8928,2.49987
0.95672,5953.6943,2.49987
0.97021,6078.5833,2.49987
0.98371,6207.4794,2.49987
0.9972,6360.8963,2.49987
1.01069,6517.5067,2.49987
1.02418,6710.1941,2.49987
1.03767,6932.4649,2.49987
1.05116,7173.7501,2.49987
1.06466,7434.7021,2.49987
1.07815,7700.2442,2.49987
1.09164,7991.8544,2.49987
1.10513,8304.9487,2.49987
1.11862,8644.0273,2.49987
1.13211,9018.9252,2.49987
1.14561,9417.3221,2.49987
1.1591,9872.0705,2.49987
1.17259,10432.66,2.49987
1.18608,11067.904,2.49987
1.19957,11786.835,2.49987
1.21306,12710.041,2.49987
1.22656,13939.45,2.49987
1.24005,15677.969,2.49987
1.25354,18489.028,2.49987
1.26703,23784.37,2.49987
1.28052,26023.197,2.49987
1.29402,24581.601,2.49987
1.30751,20359.377,2.49987
1.321,15987.374,2.49987
1.33449,13225.911,2.49987
1.34798,11566.761,2.49987
1.36147,10569.47,2.49987
1.37497,9936.0443,2.49987
1.38846,9454.808,2.49987
1.40195,9103.1264,2.49987
1.41544,8780.8983,2.49987
1.42893,8537.7184,2.49987
1.44242,8328.6456,2.49987
1.45592,8159.5193,2.49987
1.46941,8006.07,2.49987
1.4829,7885.7437,2.49987
1.49639,7761.9966,2.49987
1.50988,7632.064,2.49987
1.52337,7559.0592,2.49987
1.53687,7454.0085,2.49987
1.55036,7364.7786,2.49987
1.56385,7276.2669,2.49987
1.57734,7211.8678,2.49987
1.59083,7132.0361,2.49987
0.53183,2408.4262,2.59983
0.54292,2473.7064,2.59983
0.55401,2547.9562,2.59983
0.5651,2629.4411,2.59983
0.5762,2713.7853,2.59983
0.58729,2810.2312,2.59983
0.59838,2912.4501,2.59983
0.60947,3021.6785,2.59983
0.62056,3122.4246,2.59983
0.63165,3207.6575,2.59983
0.64274,3302.3731,2.59983
0.65383,3394.5439,2.59983
0.66492,3474.2775,2.59983
0.67601,3557.7734,2.59983
0.6871,3635.4252,2.59983
0.69819,3708.2132,2.59983
0.70928,3784.5308,2.59983
0.72037,3858.105,2.59983
0.73146,3936.7266,2.59983
0.74255,4022.6672,2.59983
0.75364,4113.7566,2.59983
0.76473,4211.6731,2.59983
0.77582,4312.3559,2.59983
0.78691,4412.3055,2.59983
0.798,4517.1928,2.59983
0.80909,4622.2517,2.59983
0.82019,4722.5823,2.59983
0.83128,4822.5207,2.59983
0.84237,4927.4359,2.59983
0.85346,5032.4187,2.59983
0.86455,5137.9515,2.59983
0.87564,5253.3802,2.59983
0.88673,5370.7194,2.59983
0.89782,5486.0133,2.59983
0.90891,5602.5299,2.59983
0.92,5716.0718,2.59983
0.93109,5829.7502,2.59983
0.94218,5950.4745,2.59983
0.95327,6060.3107,2.59983
0.96436,6165.761,2.59983
0.97545,6266.2783,2.59983
0.98654,6382.0234,2.59983
0.99763,6528.4519,2.59983
1.00872,6687.3378,2.59983
1.01981,6861.7,2.59983
1.0309,7051.1791,2.59983
1.04199,7259.4498,2.59983
1.05308,7512.0205,2.59983
1.06418,7765.428,2.59983
1.07527,8017.1583,2.59983
1.08636,8285.4423,2.59983
1.09745,8613.5761,2.59983
1.10854,8947.4407,2.59983
1.11963,9235.7163,2.59983
1.13072,9684.4968,2.59983
1.14181,10165.746,2.59983
1.1529,10699.356,2.59983
1.16399,11290.212,2.59983
1.17508,12035.239,2.59983
1.18617,13041.068,2.59983
1.19726,14253.002,2.59983
1.20835,15782.229,2.59983
1.21944,17994.022,2.59983
1.23053,20863.017,2.59983
1.24162,22601.1,2.59983
1.25271,23309.073,2.59983
0.55139,2631.3912,2.69987
0.56372,2714.1216,2.69987
0.57605,2800.9207,2.69987
0.58837,2892.9868,2.69987
0.6007,2989.1935,2.69987
0.61302,3091.2587,2.69987
0.62535,3198.8232,2.69987
0.63767,3317.6842,2.69987
0.65,3408.4411,2.69987
0.66232,3504.7318,2.69987
0.67465,3603.3141,2.69987
0.68697,3692.6258,2.69987
0.6993,3781.4401,2.69987
0.71162,3876.3082,2.69987
0.72395,3965.523,2.69987
0.73627,4062.8875,2.69987
0.7486,4165.8087,2.69987
0.76092,4273.3799,2.69987
0.77325,4388.8278,2.69987
0.78558,4505.6662,2.69987
0.7979,4627.115,2.69987
0.81023,4745.5753,2.69987
0.82255,4864.6806,2.69987
0.83488,4984.2363,2.69987
0.8472,5104.7816,2.69987
0.85953,5221.8632,2.69987
0.87185,5351.5234,2.69987
0.88418,5485.0116,2.69987
0.8965,5614.9674,2.69987
0.90883,5757.5135,2.69987
0.92115,5896.8281,2.69987
0.93348,6047.0386,2.69987
0.9458,6185.9111,2.69987
0.95813,6320.4849,2.69987
0.97045,6456.3103,2.69987
0.98278,6611.0091,2.69987
0.99511,6784.1995,2.69987
1.00743,6982.2013,2.69987
1.01976,7210.5127,2.69987
1.03208,7447.2489,2.69987
1.04441,7744.28,2.69987
1.05673,8089.8492,2.69987
1.06906,8472.0383,2.69987
1.08138,8821.4492,2.69987
1.09371,9236.8463,2.69987
1.10603,9750.8604,2.69987
1.11836,10311.52,2.69987
1.13068,11009.179,2.69987
1.14301,11874.011,2.69987
1.15533,12897.874,2.69987
1.16766,14323.522,2.69987
1.17998,16621.149,2.69987
1.19231,19295.298,2.69987
1.20464,20573.658,2.69987
1.21696,21066.222,2.69987
1.22929,19962.958,2.69987
1.24161,17349.918,2.69987
1.25394,14774.436,2.69987
1.26626,12903.675,2.69987
1.27859,11564.47,2.69987
1.29091,10732.272,2.69987
1.30324,10089.029,2.69987
1.31556,9584.9386,2.69987
1.32789,9263.3933,2.69987
1.34021,8994.3685,2.69987
1.35254,8757.7106,2.69987
0.57439,2908.2974,2.79995
0.58897,3010.1203,2.79995
0.60356,3119.801,2.79995
0.61815,3236.0309,2.79995
0.63274,3346.1526,2.79995
0.64732,3461.9977,2.79995
0.66191,3586.6633,2.79995
0.6765,3714.1748,2.79995
0.69109,3823.4578,2.79995
0.70568,3941.4553,2.79995
0.72026,4064.9544,2.79995
0.73485,4184.5882,2.79995
0.74944,4312.311,2.79995
0.76403,4447.6273,2.79995
0.77862,4586.2619,2.79995
0.7932,4735.9489,2.79995
0.80779,4880.765,2.79995
0.82238,5031.0344,2.79995
0.83697,5181.8236,2.79995
0.85155,5329.993,2.79995
0.86614,5486.6631,2.79995
0.88073,5647.359,2.79995
0.89532,5815.3595,2.79995
0.90991,5999.4324,2.79995
0.92449,6184.3269,2.79995
0.93908,6381.674,2.79995
0.95367,6582.8399,2.79995
0.96826,6783.2069,2.79995
0.98285,6999.4587,2.79995
0.99743,7253.8702,2.79995
1.01202,7564.6974,2.79995
1.02661,7927.4486,2.79995
1.0412,8356.361,2.79995
1.05578,8893.9503,2.79995
1.07037,9463.4919,2.79995
1.08496,10172.725,2.79995
1.09955,11060.526,2.79995
1.11414,12275.761,2.79995
1.12872,14220.822,2.79995
1.14331,16603.962,2.79995
1.1579,18055.774,2.79995
1.17249,18421.255,2.79995
1.18708,17908.998,2.79995
1.20166,15793.946,2.79995
1.21625,13712.562,2.79995
1.23084,12065.048,2.79995
1.24543,10885.594,2.79995
1.26001,10190.99,2.79995
1.2746,9651.9916,2.79995
1.28919,9271.4814,2.79995
1.30378,8924.2319,2.79995
1.31837,8670.7758,2.79995
1.33295,8461.4636,2.79995
1.34754,8295.3934,2.79995
1.36213,8121.6728,2.79995
1.37672,7970.6688,2.79995
1.39131,7862.4066,2.79995
1.40589,7717.9223,2.79995
1.42048,7632.2544,2.79995
1.43507,7551.8761,2.79995
1.44966,7430.6288,2.79995
1.46425,7361.0771,2.79995
1.47883,7278.617,2.79995
1.49342,7216.2446,2.79995
1.50801,7139.1923,2.79995
1.5226,7063.2693,2.79995
0.5668,2886.3803,2.84984
0.58082,2985.4676,2.84984
0.59485,3091.825,2.84984
0.60888,3204.0293,2.84984
0.62291,3310.4815,2.84984
0.63693,3425.8189,2.84984
0.65096,3551.1984,2.84984
0.66499,3667.3233,2.84984
0.67902,3780.0137,2.84984
0.69304,3898.054,2.84984
0.70707,4014.9245,2.84984
0.7211,4132.4514,2.84984
0.73512,4256.306,2.84984
0.74915,4383.3694,2.84984
0.76318,4517.3863,2.84984
0.77721,4659.3829,2.84984
0.79123,4802.7572,2.84984
0.80526,4955.8279,2.84984
0.81929,5098.8387,2.84984
0.83331,5249.9539,2.84984
0.84734,5399.1339,2.84984
0.86137,5554.3897,2.84984
0.8754,5711.1769,2.84984
0.88942,5883.0651,2.84984
0.90345,6064.3753,2.84984
0.91748,6252.7489,2.84984
0.9315,6450.3316,2.84984
0.94553,6657.4507,2.84984
0.95956,6881.3922,2.84984
0.97359,7115.8689,2.84984
0.98761,7368.3619,2.84984
1.00164,7677.3981,2.84984
1.01567,8044.9675,2.84984
1.02969,8481.3984,2.84984
1.04372,9019.0545,2.84984
1.05775,9670.3206,2.84984
1.07178,10468.076,2.84984
1.0858,11553.27,2.84984
1.09983,13099.773,2.84984
1.11386,14993.566,2.84984
1.12789,16151.953,2.84984
1.14191,16995.071,2.84984
1.15594,17155.881,2.84984
1.16997,16210.732,2.84984
1.18399,14531.33,2.84984
1.19802,12848.26,2.84984
1.21205,11571.427,2.84984
1.22608,10686.481,2.84984
1.2401,10060.544,2.84984
1.25413,9593.5583,2.84984
1.26816,9251.1616,2.84984
1.28218,8937.6879,2.84984
1.29621,8720.795,2.84984
1.31024,8498.8097,2.84984
1.32427,8308.5774,2.84984
1.33829,8184.4732,2.84984
1.35232,8058.0502,2.84984
1.36635,7918.9961,2.84984
1.38037,7787.8063,2.84984
1.3944,7676.0694,2.84984
1.40843,7579.8996,2.84984
1.42246,7501.6657,2.84984
1.43648,7408.6403,2.84984
1.45051,7364.3656,2.84984
1.46454,7281.7989,2.84984
1.47856,7207.8694,2.84984
0.56863,2940.2565,2.8998
0.58261,3042.0478,2.8998
0.5966,3151.7874,2.8998
0.61059,3261.4399,2.8998
0.62457,3371.6591,2.8998
0.63856,3491.4435,2.8998
0.65255,3619.3552,2.8998
0.66653,3733.069,2.8998
0.68052,3853.6029,2.8998
0.69451,3981.7803,2.8998
0.70849,4099.3969,2.8998
0.72248,4224.523,2.8998
0.73647,4356.8672,2.8998
0.75045,4489.7673,2.8998
0.76444,4633.7842,2.8998
0.77843,4778.2694,2.8998
0.79241,4934.3902,2.8998
0.8064,5087.2625,2.8998
0.82039,5242.898,2.8998
0.83437,5401.9997,2.8998
0.84836,5559.588,2.8998
0.86235,5718.741,2.8998
0.87634,5896.6963,2.8998
0.89032,6075.6507,2.8998
0.90431,6275.4306,2.8998
0.9183,6481.2408,2.8998
0.93228,6706.235,2.8998
0.94627,6949.9264,2.8998
0.96026,7207.7531,2.8998
0.97424,7487.8069,2.8998
0.98823,7802.5438,2.8998
1.00222,8185.0542,2.8998
1.0162,8638.6114,2.8998
1.03019,9227.6819,2.8998
1.04418,9998.6727,2.8998
1.05816,11037.457,2.8998
1.07215,12381.483,2.8998
1.08614,13671.088,2.8998
1.10012,14712.586,2.8998
1.11411,15472.066,2.8998
1.1281,15884.958,2.8998
1.14208,15575.628,2.8998
1.15607,14382.622,2.8998
1.17006,12972.085,2.8998
1.18405,11804.01,2.8998
1.19803,10889.485,2.8998
1.21202,10228.952,2.8998
1.22601,9740.9117,2.8998
1.23999,9375.7689,2.8998
1.25398,9075.0657,2.8998
1.26797,8819.7951,2.8998
1.28195,8635.0212,2.8998
1.29594,8452.3914,2.8998
1.30993,8276.7668,2.8998
1.32391,8116.1573,2.8998
1.3379,7977.562,2.8998
1.35189,7877.036,2.8998
1.36587,7765.5991,2.8998
1.37986,7662.1768,2.8998
1.39385,7556.2453,2.8998
1.40783,7499.5008,2.8998
1.42182,7433.8341,2.8998
1.43581,7334.1413,2.8998
1.44979,7259.1878,2.8998
1.46378,7197.184,2.8998
1.47777,7128.156,2.8998
0.56994,2983.3301,2.94988
0.5839,3085.8941,2.94988
0.59786,3196.133,2.94988
0.61181,3303.3208,2.94988
0.62577,3416.3501,2.94988
0.63973,3538.0627,2.94988
0.65369,3663.438,2.94988
0.66764,3783.7158,2.94988
0.6816,3912.3837,2.94988
0.69556,4044.5944,2.94988
0.70952,4169.8637,2.94988
0.72348,4305.0209,2.94988
0.73743,4444.3607,2.94988
0.75139,4586.262,2.94988
0.76535,4739.9892,2.94988
0.77931,4892.9145,2.94988
0.79326,5061.3465,2.94988
0.80722,5224.7381,2.94988
0.82118,5394.4213,2.94988
0.83514,5559.132,2.94988
0.84909,5729.1321,2.94988
0.86305,5901.7239,2.94988
0.87701,6095.8651,2.94988
0.89097,6298.9597,2.94988
0.90493,6522.0774,2.94988
0.91888,6769.2335,2.94988
0.93284,7026.5846,2.94988
0.9468,7321.941,2.94988
0.96076,7654.6903,2.94988
0.97471,8007.7095,2.94988
0.98867,8457.0061,2.94988
1.00263,8996.721,2.94988
1.01659,9702.6097,2.94988
1.03055,10603.405,2.94988
1.0445,11529.529,2.94988
1.05846,12442.263,2.94988
1.07242,13363.238,2.94988
1.08638,14167.567,2.94988
1.10033,14695.248,2.94988
1.11429,14715.206,2.94988
1.12825,13924.091,2.94988
1.14221,12882.417,2.94988
1.15616,11855.47,2.94988
1.17012,10985.233,2.94988
1.18408,10343.267,2.94988
1.19804,9876.2405,2.94988
1.212,9466.2019,2.94988
1.22595,9171.501,2.94988
1.23991,8936.0486,2.94988
1.25387,8729.4458,2.94988
1.26783,8534.5686,2.94988
1.28178,8373.6796,2.94988
1.29574,8220.7879,2.94988
1.3097,8068.5722,2.94988
1.32366,7940.2287,2.94988
1.33762,7820.2778,2.94988
1.35157,7734.9762,2.94988
1.36553,7651.0857,2.94988
1.37949,7551.3465,2.94988
1.39345,7467.4531,2.94988
1.4074,7389.5663,2.94988
1.42136,7308.8004,2.94988
1.43532,7233.6304,2.94988
1.44928,7164.7588,2.94988
1.46323,7110.7584,2.94988
1.47719,7076.375,2.94988
0.56963,3002.4766,2.99976
0.58357,3101.3587,2.99976
0.59751,3207.4979,2.99976
0.61146,3309.5332,2.99976
0.6254,3417.692,2.99976
0.63935,3535.8856,2.99976
0.65329,3655.3623,2.99976
0.66724,3776.9307,2.99976
0.68118,3906.0623,2.99976
0.69513,4038.8626,2.99976
0.70907,4169.8245,2.99976
0.72301,4310.48,2.99976
0.73696,4453.4096,2.99976
0.7509,4602.038,2.99976
0.76485,4759.8704,2.99976
0.77879,4920.3411,2.99976
0.79274,5092.5301,2.99976
0.80668,5258.317,2.99976
0.82063,5433.8738,2.99976
0.83457,5602.7282,2.99976
0.84851,5785.1638,2.99976
0.86246,5971.9097,2.99976
0.8764,6174.429,2.99976
0.89035,6391.5607,2.99976
0.90429,6625.8902,2.99976
0.91824,6884.7421,2.99976
0.93218,7183.0354,2.99976
0.94613,7515.9206,2.99976
0.96007,7907.5841,2.99976
0.97401,8329.6561,2.99976
0.98796,8984.3912,2.99976
1.0019,9928.4656,2.99976
1.01585,11133.317,2.99976
1.02979,12144.578,2.99976
1.04374,12991.132,2.99976
1.05768,13674.657,2.99976
1.07163,14150.203,2.99976
1.08557,14146.165,2.99976
1.09951,13643.113,2.99976
1.11346,12829.35,2.99976
1.1274,11891.778,2.99976
1.14135,11141.738,2.99976
1.15529,10477.032,2.99976
1.16924,10013.111,2.99976
1.18318,9608.0627,2.99976
1.19713,9289.2292,2.99976
1.21107,9042.0975,2.99976
1.22501,8829.8278,2.99976
1.23896,8636.1825,2.99976
1.2529,8457.2625,2.99976
1.26685,8317.8776,2.99976
1.28079,8173.8811,2.99976
1.29474,8028.2764,2.99976
1.30868,7912.2562,2.99976
1.32263,7798.763,2.99976
1.33657,7714.0978,2.99976
1.35051,7635.4294,2.99976
1.36446,7537.7219,2.99976
1.3784,7449.8589,2.99976
1.39235,7366.5847,2.99976
1.40629,7303.0652,2.99976
1.42024,7243.0626,2.99976
1.43418,7177.8278,2.99976
1.44813,7104.967,2.99976
1.46207,7035.5282,2.99976
1.47601,6969.7548,2.99976
0.57022,3014.8731,3.04987
0.58419,3115.4786,3.04987
0.59816,3224.9897,3.04987
0.61213,3329.1917,3.04987
0.6261,3441.6733,3.04987
0.64006,3563.8588,3.04987
0.65403,3687.9495,3.04987
0.668,3812.6414,3.04987
0.68197,3947.598,3.04987
0.69593,4083.5678,3.04987
0.7099,4218.3498,3.04987
0.72387,4363.3726,3.04987
0.73784,4509.1104,3.04987
0.75181,4662.1632,3.04987
0.76577,4823.4884,3.04987
0.77974,4991.2884,3.04987
0.79371,5168.1775,3.04987
0.80768,5342.2392,3.04987
0.82165,5526.4866,3.04987
0.83561,5707.7105,3.04987
0.84958,5894.3236,3.04987
0.86355,6088.6452,3.04987
0.87752,6296.1168,3.04987
0.89149,6522.168,3.04987
0.90545,6768.6329,3.04987
0.91942,7038.674,3.04987
0.93339,7342.1979,3.04987
0.94736,7686.9695,3.04987
0.96133,8057.2704,3.04987
0.97529,8490.8511,3.04987
0.98926,9031.2487,3.04987
1.00323,9814.5192,3.04987
1.0172,11077.887,3.04987
1.03117,13120.831,3.04987
1.04513,15245.435,3.04987
1.0591,15831.116,3.04987
1.07307,14730.417,3.04987
1.08704,13343.85,3.04987
1.10101,12171.953,3.04987
1.11497,11286.531,3.04987
1.12894,10619.666,3.04987
1.14291,10098.163,3.04987
1.15688,9698.6027,3.04987
1.17084,9376.478,3.04987
1.18481,9096.5327,3.04987
1.19878,8869.2805,3.04987
1.21275,8668.8954,3.04987
1.22672,8501.4154,3.04987
1.24068,8343.0178,3.04987
1.25465,8216.6926,3.04987
1.26862,8080.6404,3.04987
1.28259,7951.7954,3.04987
1.29656,7839.8902,3.04987
1.31052,7723.0754,3.04987
1.32449,7613.3625,3.04987
1.33846,7541.1778,3.04987
1.35243,7444.8822,3.04987
1.3664,7366.6173,3.04987
1.38036,7262.5376,3.04987
1.39433,7222.6153,3.04987
1.4083,7146.0357,3.04987
1.42227,7090.2971,3.04987
1.43624,7028.0557,3.04987
1.4502,6971.0536,3.04987
1.46417,6919.6327,3.04987
