Temperature (K)	HCTotal (uJ/K)	HCSample (µJ/K)	Field (Oe)
2,1622074	7,5472758	7,4271603	103997,62
2,1649877	7,4329907	7,3125243	103997,62
2,1673268	7,1948143	7,074052	103997,62
2,169615	7,0306537	6,9096015	103997,62
2,1717736	7,2676206	7,1462945	103997,62
2,17387	7,1081591	6,9865665	103997,62
2,1757659	7,2652802	7,1434463	103997,62
2,1776194	6,2745422	6,152472	103997,62
2,179478	5,8236441	5,7013367	103997,62
2,1812053	5,4803759	5,3578477	103997,62
2,1828153	5,7737831	5,6510489	103997,62
2,1844047	5,2944759	5,171538	103997,62
2,1860144	5,2024451	5,0793007	103997,62
2,1873155	4,9037858	4,7804744	103997,62
2,1885325	4,6567241	4,5332563	103997,62
2,1896686	4,584334	4,46072	103997,62
2,1908062	5,101736	4,9779755	103997,62
2,1918531	4,269839	4,1459437	103997,62
2,1928148	3,498217	3,3741977	103997,62
2,1937224	3,1533795	3,029243	103997,62
2,1945181	3,1193731	2,995134	103997,62
2,1953572	2,8554458	2,7310982	103997,62
2,1960266	3,5529238	3,4284897	103997,62
2,1965635	3,1218192	2,9973156	103997,62
2,1972327	1,7187389	1,5941487	103997,62
2,1979623	0,89831115	0,7736266	103997,62
2,1986411	0,46057195	0,3357995	103997,62
2,1991689	0,093606175	-0,031234661	103997,62
2,1999638	-0,58096788	-0,70591175	103997,62
2,2006323	-1,5262713	-1,6513018	103997,62
2,2011057	-2,0987536	-2,2238456	103997,62
2,2016551	-2,0098553	-2,1350186	103997,62
2,2022617	-2,437185	-2,5624271	103997,62
2,20282	-3,8948864	-4,020201	103997,62
2,2031985	-4,7366343	-4,8619981	103997,62
2,2036108	-7,0398357	-7,1652531	103997,62
2,2040302	-11,286287	-11,411759	103997,62
2,2041688	-15,510487	-15,635977	103997,62
2,2043513	-12,849085	-12,974599	103997,62
2,2047094	-9,5938036	-9,7193638	103997,62
2,2049671	-10,680463	-10,806057	103997,62
2,205204	-12,077331	-12,202956	103997,62
2,2054027	-11,511033	-11,636684	103997,62
2,2057311	-16,685842	-16,811535	103997,62
2,2060161	-20,189447	-20,315178	103997,62
2,2062485	-11,444409	-11,570169	103997,62
2,2065092	-12,307808	-12,433602	103997,62
2,2068527	-11,87256	-11,998399	103997,62
2,2070784	-17,906738	-18,032607	103997,62
2,2071948	-55,993501	-56,119385	103997,62
2,2072951	169,78854	169,66265	103997,62
2,2073237	410,82202	410,69612	103997,62
2,2074284	-380,59529	-380,72121	103997,62
2,207462	-27,164434	-27,290353	103997,62
2,2077475	-12,832039	-12,957995	103997,62
2,2079242	-18,039902	-18,165881	103997,62
2,2081819	-19,34707	-19,473082	103997,62
2,2083436	-36,696009	-36,822043	103997,62
2,2084026	305,58304	305,457	103997,62
2,2086122	-32,629349	-32,755418	103997,62
2,2086431	-103,94574	-104,07182	103997,62
2,2088076	-36,869788	-36,995882	103997,62
2,2089893	-18,225929	-18,352047	103997,62
2,209155	-22,944465	-23,070605	103997,62
2,2093117	72,272713	72,146553	103997,62
2,2093395	269,49971	269,37354	103997,62
2,2093698	-91,126137	-91,252304	103997,62
2,2093724	-197,16594	-197,29211	103997,62
2,2093968	-51,907468	-52,033639	103997,62
2,2094172	38,234299	38,108125	103997,62
2,2094381	-34,433006	-34,559183	103997,62
2,2094848	803,22886	803,10268	103997,62
2,2095317	-25,422063	-25,548252	103997,62
2,2098078	-25,897254	-26,023479	103997,62
2,2099767	-33,312882	-33,439129	103997,62
2,209991	-121,75162	-121,87787	103997,62
2,210026	76,327249	76,200996	103997,62
2,2100441	-299,07927	-299,20552	103997,62
2,2100728	66,55343	66,42717	103997,62
2,2101485	63,551196	63,424927	103997,62
2,2101498	-122,03377	-122,16004	103997,62
2,2101901	-206,70057	-206,82684	103997,62
1,44849	3,0235638	2,9685089	105997,33
1,5619838	3,9713122	3,909336	105997,33
1,636062	4,593798	4,5265826	105997,33
1,6935947	5,0649256	4,9932525	105997,33
1,7411918	5,4474657	5,3718501	105997,33
1,781747	5,771908	5,6927524	105997,33
1,8169969	6,0585938	5,9762272	105997,33
1,8483194	6,2880541	6,20273	105997,33
1,8762487	6,4780604	6,3900168	105997,33
1,9012349	6,668444	6,577902	105997,33
1,9238566	6,8167692	6,7239121	105997,33
1,9443934	6,9893723	6,8943698	105997,33
1,9633649	7,1155463	7,0185253	105997,33
1,9805251	7,2115538	7,1126765	105997,33
1,9963643	7,2319109	7,1312949	105997,33
2,0109879	7,3322899	7,2300469	105997,33
2,0245721	7,3493618	7,2455888	105997,33
2,0371266	7,4911394	7,3859364	105997,33
2,0486559	7,5061957	7,3996661	105997,33
2,0594685	7,5528874	7,4451021	105997,33
2,0693913	7,5693893	7,4604417	105997,33
2,0787032	7,6413215	7,5312745	105997,33
2,0873036	7,5789046	7,4678348	105997,33
2,0954352	7,5907677	7,4787243	105997,33
2,1030046	7,5469918	7,4340364	105997,33
2,1100981	7,4302475	7,3164326	105997,33
2,1166731	7,4872994	7,3726833	105997,33
2,1228231	7,5606308	7,4452617	105997,33
2,1284334	7,7288508	7,6127916	105997,33
2,1338161	7,6329322	7,5162081	105997,33
2,1388812	7,413342	7,2959897	105997,33
2,1435231	7,1970684	7,0791382	105997,33
2,1479299	7,1677966	7,049316	105997,33
2,1521674	6,9610548	6,8420431	105997,33
2,1561594	7,1816354	7,0621218	105997,33
2,1597926	7,1067093	6,9867376	105997,33
2,1631922	6,8389706	6,7185691	105997,33
2,1663449	6,8649702	6,7441692	105997,33
2,1694615	6,702793	6,5815961	105997,33
2,1723103	6,2874245	6,1658649	105997,33
2,1750225	6,2415919	6,1196863	105997,33
2,1777233	5,7565167	5,6342659	105997,33
2,1801327	5,5388686	5,4163092	105997,33
2,1823912	5,8742244	5,7513753	105997,33
2,1844622	5,785614	5,6624987	105997,33
2,1863749	5,6519396	5,5285782	105997,33
2,1882158	5,7527055	5,6291069	105997,33
2,1898002	5,0653099	4,9415068	105997,33
2,1913213	4,7955803	4,6715807	105997,33
2,1929067	4,5824024	4,4581978	105997,33
2,1943833	4,0819068	3,9575111	105997,33
2,1958005	3,619492	3,4949126	105997,33
2,1971619	3,2333835	3,1086275	105997,33
2,1985186	2,6074843	2,4825522	105997,33
2,1999173	2,1198683	1,9947544	105997,33
2,2010854	1,8767229	1,751457	105997,33
2,2020478	1,7539483	1,628557	105997,33
2,2029795	1,4733697	1,347857	105997,33
2,2039527	0,86018237	0,7345428	105997,33
2,204823	0,18588901	0,060135878	105997,33
2,2054829	-0,24994152	-0,37578079	105997,33
2,2062138	-0,75317853	-0,87911326	105997,33
2,2070828	-1,4748338	-1,6008822	105997,33
2,207793	-2,5658134	-2,6919546	105997,33
2,2084334	-3,0974563	-3,2236813	105997,33
2,2089709	-3,2930709	-3,4193662	105997,33
2,2095054	-4,7356298	-4,8619951	105997,33
2,2100446	-6,3025504	-6,4289863	105997,33
2,210499	-6,3815657	-6,5080612	105997,33
2,2109988	-7,7937878	-7,9203488	105997,33
2,2114812	-6,8641503	-6,9907746	105997,33
2,2119221	-6,8764246	-7,0031067	105997,33
2,2124479	-8,2194603	-8,3462113	105997,33
2,2128197	-11,548351	-11,675151	105997,33
2,2131397	-16,332806	-16,459648	105997,33
2,2135776	-16,037747	-16,164647	105997,33
2,2138572	-15,017494	-15,14443	105997,33
2,2140947	-18,137275	-18,264242	105997,33
2,2143068	-17,746159	-17,873154	105997,33
2,2147693	-14,497482	-14,624538	105997,33
2,2150002	-29,737451	-29,864537	105997,33
2,2152088	-20,61604	-20,743154	105997,33
2,2154221	-21,979827	-22,106969	105997,33
2,2157219	-27,002724	-27,129906	105997,33
2,216019	-33,212979	-33,340199	105997,33
2,2160425	-24,11329	-24,240513	105997,33
2,2163696	-33,167792	-33,295059	105997,33
2,2165544	-29,645961	-29,773252	105997,33
2,2167377	-41,742012	-41,869327	105997,33
2,2168886	-43,509359	-43,636694	105997,33
2,2169406	-56,900694	-57,028036	105997,33
2,2171705	-71,594301	-71,721673	105997,33
2,217185	-138,52621	-138,65358	105997,33
2,2174583	-27,167411	-27,294821	105997,33
2,2175374	-40,598813	-40,726233	105997,33
2,2176262	-46,746538	-46,87397	105997,33
2,2178174	-80,918514	-81,045971	105997,33
2,2178522	-100,96101	-101,08847	105997,33
2,217918	-62,352909	-62,480379	105997,33
2,218008	123,06996	122,94248	105997,33
2,2181022	-56,552744	-56,680239	105997,33
2,2183333	-33,629917	-33,757442	105997,33
2,2184982	-26,025633	-26,15318	105997,33
2,2185898	-48,297655	-48,425214	105997,33
2,2186096	328,09201	327,96445	105997,33
2,2187137	98,180142	98,052567	105997,33
2,2187423	-43,024917	-43,152496	105997,33
2,2187494	-128,38926	-128,51684	105997,33
2,2187546	-92,089715	-92,217296	105997,33
2,2187564	96,052902	95,925321	105997,33
2,2188583	196,11365	195,98605	105997,33
2,2189666	-191,0846	-191,21221	105997,33
2,2190445	-80,109308	-80,236927	105997,33
2,2190543	-98,888732	-99,016352	105997,33
2,2191675	-37,262632	-37,390267	105997,33
2,2191825	2323,3402	2323,2126	105997,33
2,219204	152,49893	152,37129	105997,33
2,219243	82,605348	82,477703	105997,33
2,2192791	-104,14479	-104,27244	105997,33
2,2192806	-43,654913	-43,782563	105997,33
2,2192956	-421,26227	-421,38992	105997,33
2,2194819	-66,260525	-66,388201	105997,33
2,2194971	-683,05079	-683,17847	105997,33
1,4713816	2,8557774	2,7994318	107998,19
1,5868962	3,7585829	3,6949125	107998,19
1,661178	4,3501459	4,2810373	107998,19
1,7182419	4,7971856	4,723517	107998,19
1,7651315	5,1567161	5,0790539	107998,19
1,8050415	5,4505876	5,3693522	107998,19
1,8396438	5,7039745	5,6195122	107998,19
1,870056	5,911695	5,8242985	107998,19
1,89694	6,1121379	6,0220713	107998,19
1,921095	6,2940874	6,201561	107998,19
1,9429432	6,4269967	6,3321961	107998,19
1,9625376	6,5706201	6,4737402	107998,19
1,9803563	6,6905289	6,5917255	107998,19
1,9966948	6,7240609	6,6234667	107998,19
2,0116754	6,8363638	6,7341049	107998,19
2,0254646	6,8897209	6,7859104	107998,19
2,0379877	6,9116861	6,8064507	107998,19
2,0498211	6,8978449	6,791249	107998,19
2,0606669	6,9623097	6,8544551	107998,19
2,070589	6,9579827	6,8489667	107998,19
2,07989	7,0021275	6,8920141	107998,19
2,0884252	7,0149464	6,9038188	107998,19
2,0964687	7,0464943	6,9344044	107998,19
2,1036828	7,0296311	6,916673	107998,19
2,1105468	6,9906022	6,8768134	107998,19
2,1170818	6,8057669	6,691183	107998,19
2,1231194	6,6718304	6,5565083	107998,19
2,128817	6,5468639	6,430842	107998,19
2,1339954	6,5094888	6,3928282	107998,19
2,138908	6,6765815	6,5593126	107998,19
2,1434824	6,7305836	6,6127462	107998,19
2,1476397	6,5317411	6,4133854	107998,19
2,1514738	6,5045558	6,3857205	107998,19
2,1550933	6,2020834	6,0827942	107998,19
2,1585737	6,0185835	5,8988566	107998,19
2,1617701	6,0759235	5,9557936	107998,19
2,1647822	5,859919	5,7394086	107998,19
2,1674905	5,7643862	5,6435327	107998,19
2,170174	5,6606421	5,5394482	107998,19
2,1725665	5,4644861	5,3429879	107998,19
2,1748388	5,0900423	4,9682548	107998,19
2,1769605	5,1173554	4,9952973	107998,19
2,1790666	4,4547467	4,3324195	107998,19
2,1810174	4,3157506	4,1931738	107998,19
2,1828697	3,856842	3,7340279	107998,19
2,1847339	3,3730847	3,2500314	107998,19
2,1863941	3,0354725	2,9122059	107998,19
2,1880287	2,9524518	2,8289749	107998,19
2,1892979	2,7201179	2,5964776	107998,19
2,1906332	2,5672995	2,4434871	107998,19
2,1918215	2,1632276	2,0392619	107998,19
2,1929795	1,3889568	1,2648417	107998,19
2,1940147	0,92331083	0,79906188	107998,19
2,1951271	0,37439252	0,24999972	107998,19
2,1961488	-0,12334882	-0,24787386	107998,19
2,1971409	-0,73751791	-0,86217145	107998,19
2,198052	-1,4768071	-1,6015787	107998,19
2,1988039	-1,9470247	-2,0718938	107998,19
2,199599	-2,8787257	-3,003698	107998,19
2,2001996	-3,4413088	-3,566359	107998,19
2,2008488	-4,8759988	-5,0011334	107998,19
2,2015442	-4,8854415	-5,0106664	107998,19
2,2021542	-5,505596	-5,6309002	107998,19
2,2027207	-5,9460818	-6,0714598	107998,19
2,2033298	-6,2841274	-6,4095846	107998,19
2,2037894	-9,258452	-9,383969	107998,19
2,2042571	-15,758983	-15,884561	107998,19
2,2045529	-16,69167	-16,817287	107998,19
2,2050256	-13,168186	-13,293864	107998,19
2,2054425	-11,906681	-12,032414	107998,19
2,2057093	-11,084454	-11,210221	107998,19
2,2060741	-15,724103	-15,849918	107998,19
2,2064507	-20,793388	-20,919252	107998,19
2,2067697	-40,349402	-40,475308	107998,19
2,2070952	-18,578956	-18,704904	107998,19
2,2073343	-16,256812	-16,382791	107998,19
2,2074923	-26,758467	-26,884467	107998,19
2,2076562	-88,401259	-88,52728	107998,19
2,2078747	-69,786712	-69,912761	107998,19
2,2080562	-471,42705	-471,55312	107998,19
2,2081888	-25,927378	-26,053469	107998,19
2,2088904	-8,6370578	-8,7632401	107998,19
2,2100723	-5,7726691	-5,8990059	107998,19
2,2109091	-6,7386562	-6,8651025	107998,19
2,2109393	1509,4198	1509,2933	107998,19
2,2109938	-63,693824	-63,820281	107998,19
2,2110226	-52,55491	-52,681371	107998,19
2,2110532	769,71138	769,58492	107998,19
2,2110992	102,42771	102,30123	107998,19
2,2111191	84,431789	84,305315	107998,19
2,2111391	271,5038	271,37733	107998,19
2,2111586	-55,599666	-55,726145	107998,19
2,2111624	41,818692	41,692212	107998,19
2,2111794	-137,68653	-137,81302	107998,19
2,2111858	73,560318	73,433836	107998,19
2,2112103	342,8086	342,68211	107998,19
2,2112451	-92,325119	-92,451609	107998,19
2,2112544	193,29394	193,16745	107998,19
2,2112546	-56,487241	-56,613733	107998,19
2,2112569	236,42492	236,29843	107998,19
2,2112619	-95,318753	-95,445245	107998,19
2,2112801	-99,862917	-99,989412	107998,19
2,2112942	-272,83132	-272,95782	107998,19
2,211299	-154,27062	-154,39712	107998,19
2,2113125	-878,49382	-878,62032	107998,19
2,2113166	-693,16335	-693,28984	107998,19
2,2113366	-165,16935	-165,29585	107998,19
2,2113447	121,51735	121,39085	107998,19
2,2113631	128,16126	128,03476	107998,19
2,2113914	274,6303	274,50379	107998,19
2,2114231	22,165598	22,039084	107998,19
2,2114422	83,566295	83,439779	107998,19
2,2114559	63,336135	63,209617	107998,19
2,2114641	295,26867	295,14215	107998,19
2,2114677	-130,20221	-130,32873	107998,19
2,2114714	-53,597456	-53,723976	107998,19
2,211475	-55,553453	-55,679973	107998,19
2,2115054	-129,64998	-129,77651	107998,19
2,2115225	1565,9481	1565,8216	107998,19
2,2115432	-9,1816678	-9,3081971	107998,19
2,2120314	-38,899415	-39,026008	107998,19
2,2120378	12,340955	12,214361	107998,19
2,2122691	16,853617	16,726993	107998,19
1,4995678	2,726753	2,6687507	109997,06
1,6169525	3,599531	3,533731	109997,06
1,6912201	4,1676343	4,0961686	109997,06
1,7478562	4,5967435	4,5205803	109997,06
1,7941217	4,9382156	4,857975	109997,06
1,8332252	5,2098094	5,1259556	109997,06
1,8668763	5,4629011	5,375816	109997,06
1,8964341	5,6541726	5,5641568	109997,06
1,9225625	5,8168148	5,7241366	109997,06
1,9458966	5,9690501	5,8739375	109997,06
1,9669159	6,065249	5,9678979	109997,06
1,9857529	6,1616851	6,0622913	109997,06
2,0030608	6,2523114	6,1510102	109997,06
2,0188261	6,2497166	6,1466528	109997,06
2,0331197	6,3167471	6,2120645	109997,06
2,0462837	6,3656029	6,2594119	109997,06
2,0582714	6,3750009	6,2674218	109997,06
2,0692504	6,530464	6,4216015	109997,06
2,0793573	6,5622315	6,4521772	109997,06
2,0886684	6,4114603	6,3002994	109997,06
2,0972366	6,4609053	6,3487188	109997,06
2,1052093	6,3510498	6,2379026	109997,06
2,1126025	6,2247115	6,1106681	109997,06
2,1196257	6,2097121	6,0948125	109997,06
2,125937	6,2563238	6,1406507	109997,06
2,1316999	6,1498926	6,03351	109997,06
2,1371412	6,269826	6,1527705	109997,06
2,1421037	6,2162589	6,0985873	109997,06
2,1467891	5,9749865	5,8567311	109997,06
2,1511005	5,6812902	5,5624957	109997,06
2,155264	5,4617775	5,3424608	109997,06
2,1591106	5,2532091	5,1334083	109997,06
2,1627018	5,2489078	5,1286539	109997,06
2,1660739	5,1714894	5,0508089	109997,06
2,1691439	4,9525959	4,8315262	109997,06
2,1720233	4,7474317	4,6259961	109997,06
2,1747438	4,3337413	4,2119592	109997,06
2,1770493	4,4047186	4,2826424	109997,06
2,1793899	4,213688	4,0913126	109997,06
2,1815524	3,8897609	3,7671087	109997,06
2,1836558	3,3487031	3,2257812	109997,06
2,1855982	2,8969607	2,7737894	109997,06
2,1874211	2,2884904	2,1650846	109997,06
2,1892288	2,1759821	2,0523436	109997,06
2,1907931	1,9299833	1,8061431	109997,06
2,1922923	1,5303523	1,4063186	109997,06
2,1935365	1,0893568	0,96516233	109997,06
2,1948463	0,48970628	0,36534249	109997,06
2,1958966	0,0062745297	-0,11822521	109997,06
2,197077	-0,57346043	-0,69811306	109997,06
2,1980062	-1,3085983	-1,4333714	109997,06
2,1989375	-1,9467412	-2,0716351	109997,06
2,1997909	-3,0789327	-3,2039373	109997,06
2,2005094	-3,3910264	-3,5161243	109997,06
2,2013159	-3,9031334	-4,0283362	109997,06
2,2020477	-3,8897192	-4,0150171	109997,06
2,202963	-4,6998391	-4,8252561	109997,06
2,2036581	-5,2627285	-5,388236	109997,06
2,2043913	-6,8305021	-6,956105	109997,06
2,2050433	-8,7034677	-8,8291556	109997,06
2,2056179	-10,671122	-10,796885	109997,06
2,2061311	-12,463093	-12,588923	109997,06
2,2066497	-10,810178	-10,936076	109997,06
2,2070942	-12,733387	-12,859343	109997,06
2,2075037	-15,66545	-15,791459	109997,06
2,207856	-20,568935	-20,69499	109997,06
2,208163	-29,136256	-29,262351	109997,06
2,2083424	-87,453	-87,579119	109997,06
2,2085701	-29,941369	-30,067517	109997,06
2,2088545	-24,676751	-24,802936	109997,06
2,209161	-20,047735	-20,17396	109997,06
2,209435	-20,348306	-20,474567	109997,06
2,2097248	-21,518556	-21,644855	109997,06
2,2101314	-34,212901	-34,339254	109997,06
2,2104388	-26,003384	-26,129777	109997,06
2,2106895	-29,195784	-29,322209	109997,06
2,210925	-28,102793	-28,229249	109997,06
2,2111731	-36,070888	-36,197376	109997,06
2,2113146	-91,501398	-91,627905	109997,06
2,2115449	-78,980411	-79,106949	109997,06
2,2117853	-31,459789	-31,586358	109997,06
2,2119473	-38,885496	-39,012086	109997,06
2,2120456	-352,52473	-352,65133	109997,06
2,2120589	-46,90695	-47,033555	109997,06
2,2123275	-101,82888	-101,95552	109997,06
2,212352	-484,05884	-484,18548	109997,06
2,2124278	-445,58241	-445,70906	109997,06
2,2124851	-50,24437	-50,371031	109997,06
2,2126865	-34,59481	-34,721497	109997,06
2,2129389	-106,67165	-106,79837	109997,06
2,2129807	-52,5786	-52,705325	109997,06
2,2129949	149,46369	149,33696	109997,06
2,2130377	1205,188	1205,0612	109997,06
2,2130579	57,87108	57,744344	109997,06
2,2130803	84,166439	84,039701	109997,06
2,2131061	-57,971762	-58,098504	109997,06
2,2131375	-51,277306	-51,404052	109997,06
2,2132305	-27,573904	-27,700663	109997,06
2,2134032	-1329,3896	-1329,5164	109997,06
2,2134254	392,29375	392,16696	109997,06
2,2134864	174,35096	174,22417	109997,06
2,2135348	197,36068	197,23388	109997,06
2,2135366	-53,286074	-53,412872	109997,06
2,2135825	-87,059805	-87,186609	109997,06
2,2136063	250,05316	249,92635	109997,06
2,2136151	-59,849566	-59,976374	109997,06
2,2136297	114,23349	114,10668	109997,06
2,2136629	65,367401	65,240586	109997,06
2,2137742	-157,08745	-157,21428	109997,06
2,2137943	-30,03183	-30,158662	109997,06
2,2138189	163,8745	163,74766	109997,06
2,2140099	-28,283146	-28,410007	109997,06
2,2140977	-63,341602	-63,468474	109997,06
2,2141658	-177,11086	-177,23774	109997,06
2,214191	119,28899	119,16211	109997,06
2,21422	-92,537634	-92,664522	109997,06
2,2142338	581,54837	581,42148	109997,06
2,2142502	754,59625	754,46935	109997,06
2,2142545	404,19569	404,0688	109997,06
2,2142618	-274,79087	-274,91776	109997,06
2,2143047	-92,047776	-92,174675	109997,06
2,2143235	64,611378	64,484477	109997,06
2,214341	77,138423	77,011519	109997,06
1,5328456	2,6374405	2,5773631	111996,7
1,6543137	3,502191	3,433555	111996,7
1,7295515	4,0531241	3,9784223	111996,7
1,7866254	4,4611554	4,381467	111996,7
1,8329423	4,7906385	4,7066608	111996,7
1,8719165	5,0608894	4,9731355	111996,7
1,9055279	5,2747464	5,183614	111996,7
1,9347068	5,4578451	5,3636885	111996,7
1,9604972	5,6168158	5,5199161	111996,7
1,9833882	5,7463179	5,6469285	111996,7
2,004048	5,832102	5,7304214	111996,7
2,0224829	5,9565502	5,8527898	111996,7
2,0391677	5,9843484	5,878677	111996,7
2,0544493	6,0034482	5,8960027	111996,7
2,0682555	6,0618337	5,9527658	111996,7
2,0809667	6,0745256	5,9639477	111996,7
2,0923566	6,0887307	5,9767865	111996,7
2,1030416	6,1218703	6,0086329	111996,7
2,1126735	6,1376928	6,0232802	111996,7
2,1215157	6,0550935	5,9395942	111996,7
2,1296257	6,1224105	6,0059079	111996,7
2,1370218	6,0562121	5,938789	111996,7
2,1441272	5,9133619	5,7950494	111996,7
2,1504811	5,8038393	5,6847274	111996,7
2,1564819	5,6669569	5,5470866	111996,7
2,1619731	5,4916399	5,3710725	111996,7
2,1671246	5,5099847	5,3887608	111996,7
2,171901	5,4968907	5,3750556	111996,7
2,1763179	5,0918001	4,969398	111996,7
2,1803721	5,0476682	4,9247441	111996,7
2,1841302	4,8278938	4,7044844	111996,7
2,1876771	4,552643	4,4287742	111996,7
2,1910668	4,3334451	4,2091363	111996,7
2,1942784	4,0133246	3,8885978	111996,7
2,1970407	3,6610114	3,5359243	111996,7
2,1996906	3,6193592	3,4939259	111996,7
2,2020487	3,5847691	3,459027	111996,7
2,2044283	3,0596937	2,9336395	111996,7
2,2064879	2,7357217	2,609397	111996,7
2,2083042	2,2905145	2,1639509	111996,7
2,210144	1,7945411	1,6677352	111996,7
2,2118016	1,5095585	1,382534	111996,7
2,213553	1,0124935	0,88523769	111996,7
2,2150363	0,40786269	0,28041079	111996,7
2,2165017	-0,12284743	-0,25049326	111996,7
2,2178932	-0,69444654	-0,82227671	111996,7
2,2190732	-1,2728862	-1,4008728	111996,7
2,2202236	-2,4493856	-2,5775249	111996,7
2,2212299	-3,384958	-3,513231	111996,7
2,2220961	-3,8880905	-4,0164786	111996,7
2,223039	-4,1407796	-4,269293	111996,7
2,2238264	-4,7056294	-4,8342476	111996,7
2,2247815	-4,8046961	-4,9334415	111996,7
2,2256533	-6,4471711	-6,5760326	111996,7
2,2264089	-7,831295	-7,9602573	111996,7
2,2270328	-11,120127	-11,249172	111996,7
2,2275289	-13,096807	-13,225919	111996,7
2,2281041	-18,31083	-18,440019	111996,7
2,2284429	-16,187759	-16,316993	111996,7
2,2289127	-16,176173	-16,305469	111996,7
2,2294473	-12,417079	-12,546447	111996,7
2,2299866	-13,22534	-13,35478	111996,7
2,2304245	-16,574613	-16,704111	111996,7
2,2309301	-16,744662	-16,874228	111996,7
2,231392	-22,095921	-22,225549	111996,7
2,2317296	-35,81741	-35,947083	111996,7
2,2319033	-39,48161	-39,611307	111996,7
2,2322008	-33,214208	-33,343944	111996,7
2,2325194	-44,281513	-44,411292	111996,7
2,2325987	-52,934807	-53,064597	111996,7
2,232744	-53,254868	-53,384677	111996,7
2,2329851	-52,126757	-52,256598	111996,7
2,233261	-54,39197	-54,521848	111996,7
2,2333219	-57,887097	-58,016984	111996,7
2,2335542	-32,375244	-32,505161	111996,7
2,233878	-34,605752	-34,735713	111996,7
2,2340108	-73,850083	-73,980062	111996,7
2,2342001	-63,458682	-63,588686	111996,7
2,2343377	-54,454296	-54,584319	111996,7
2,234447	-436,35412	-436,48416	111996,7
2,2344887	-1133,961	-1134,091	111996,7
2,2345368	-162,46379	-162,59384	111996,7
2,2346231	887,71879	887,58873	111996,7
2,2346788	-133,56299	-133,69306	111996,7
2,2347863	-52,443688	-52,573771	111996,7
2,2349615	-52,62297	-52,753076	111996,7
2,235123	-36,777279	-36,907407	111996,7
2,2354248	-54,307608	-54,437777	111996,7
2,2355545	-72,104239	-72,234424	111996,7
2,2357038	-95,525184	-95,65539	111996,7
2,2357978	-118,20116	-118,33138	111996,7
2,2358465	7435,0666	7434,9363	111996,7
2,2359042	-417,85203	-417,98226	111996,7
2,2359891	415,70466	415,57441	111996,7
2,2360074	-92,19556	-92,325807	111996,7
2,2360215	2099,7978	2099,6675	111996,7
2,2360852	-117,2045	-117,33475	111996,7
2,2360986	217,05769	216,92743	111996,7
2,2361406	-142,71271	-142,84297	111996,7
2,236147	-12117,528	-12117,658	111996,7
2,2362347	-53,186033	-53,31631	111996,7
2,2362557	85,90783	85,77755	111996,7
2,2362567	-173,51171	-173,64199	111996,7
2,2363111	-54,484169	-54,614457	111996,7
2,2363248	-124,64163	-124,77192	111996,7
2,236388	45,284546	45,154249	111996,7
2,2363919	-33,554256	-33,684554	111996,7
2,2363994	250,56077	250,43047	111996,7
2,2364182	173,71046	173,58016	111996,7
2,2364542	82,429418	82,299111	111996,7
2,2364542	62,786495	62,656189	111996,7
2,2364611	-212,84933	-212,97963	111996,7
2,2365162	-59,987088	-60,117402	111996,7
2,2365224	-2937,6271	-2937,7574	111996,7
2,2365264	493,65476	493,52444	111996,7
2,2365922	-1076,8594	-1076,9897	111996,7
2,2366142	-349,83155	-349,96188	111996,7
2,2366791	-59,20503	-59,335367	111996,7
2,2368452	-29,075328	-29,205688	111996,7
2,2372376	-35,217667	-35,348078	111996,7
2,2373182	-74,061295	-74,191718	111996,7
2,2373222	57,451801	57,321378	111996,7
2,2374519	-3476,2787	-3476,4091	111996,7
1,5568736	2,5084238	2,4467784	113995,8
1,6795949	3,3280797	3,2574809	113995,8
1,7545704	3,8484601	3,7716294	113995,8
1,8109794	4,2248188	4,142923	113995,8
1,8565734	4,5202674	4,4340433	113995,8
1,8947251	4,7500695	4,6600639	113995,8
1,92738	4,9501576	4,8568003	113995,8
1,9556668	5,1037698	5,0074238	113995,8
1,9805978	5,2445758	5,1455303	113995,8
2,0025468	5,3669279	5,2654553	113995,8
2,0222402	5,420389	5,3166985	113995,8
2,0397074	5,4975959	5,3919066	113995,8
2,055444	5,5648417	5,4573262	113995,8
2,0696997	5,591084	5,4818934	113995,8
2,0825988	5,5933152	5,4825919	113995,8
2,0943773	5,6084801	5,4963431	113995,8
2,1050187	5,4932186	5,3797931	113995,8
2,1149171	5,4191329	5,3044989	113995,8
2,1239158	5,4009495	5,2852087	113995,8
2,1322634	5,2595802	5,1428057	113995,8
2,1398456	5,1970271	5,0793079	113995,8
2,1468709	5,1065037	4,9879043	113995,8
2,153199	5,0472869	4,9278906	113995,8
2,1590634	4,8811221	4,7609838	113995,8
2,164508	4,8102817	4,6894517	113995,8
2,169455	4,5249652	4,4035042	113995,8
2,1739857	4,4326482	4,3106072	113995,8
2,1780767	4,2955818	4,1730155	113995,8
2,1821022	3,9926164	3,8695315	113995,8
2,1856606	3,7409971	3,6174527	113995,8
2,1890029	3,4594541	3,3354768	113995,8
2,1920455	3,0588608	2,9344886	113995,8
2,1949965	2,7462896	2,6215335	113995,8
2,1977116	2,5296389	2,404529	113995,8
2,2000758	2,1075347	1,982116	113995,8
2,2023816	1,7052048	1,5794845	113995,8
2,2045712	1,1987868	1,0727796	113995,8
2,2064659	0,76834858	0,64209269	113995,8
