Temperature (K)	HCTotal (uJ/K)	HCSample (µJ/K)	Field (Oe)
0,93538446	28,090538	28,050683	500,31
0,94620695	28,811036	28,771182	500,31
0,95666258	29,545024	29,505158	500,31
0,96676733	30,276001	30,23611	500,31
0,97653864	31,026579	30,986654	500,31
0,98597197	31,823347	31,783378	500,31
0,99509608	32,687498	32,647477	500,31
1,0039228	33,512188	33,472108	500,31
1,0124619	34,346704	34,306557	500,31
1,0207128	35,205379	35,16516	500,31
1,0286858	36,088848	36,048552	500,31
1,0364115	37,025988	36,98561	500,31
1,0438781	38,081604	38,04114	500,31
1,0510835	39,135535	39,094981	500,31
1,0580471	40,174454	40,133809	500,31
1,064773	41,296831	41,256092	500,31
1,0712685	42,502577	42,461742	500,31
1,0775196	43,786363	43,745431	500,31
1,0835549	45,171699	45,13067	500,31
1,0893545	46,747814	46,706687	500,31
1,0949023	48,533447	48,492222	500,31
1,1002041	50,606585	50,565263	500,31
1,1052353	53,114118	53,072701	500,31
1,1099872	56,268351	56,226843	500,31
1,1144342	59,954374	59,912777	500,31
1,1186206	63,742765	63,701083	500,31
1,1226056	66,83002	66,788254	500,31
1,1265052	67,35921	67,317362	500,31
1,1305058	64,042701	64,000766	500,31
1,1347141	58,59755	58,555521	500,31
1,1391976	53,354423	53,312292	500,31
1,1439815	49,274283	49,23204	500,31
1,1490479	46,871483	46,82912	500,31
1,1543491	45,609143	45,56665	500,31
1,1597322	44,924286	44,881659	500,31
1,1651564	44,414565	44,371799	500,31
1,170599	44,067857	44,024947	500,31
1,1760358	43,806376	43,76332	500,31
1,1814885	43,577412	43,534206	500,31
1,1869087	43,302569	43,25921	500,31
1,192291	43,349759	43,306246	500,31
1,1976555	43,286738	43,243068	500,31
1,2029604	43,456587	43,412758	500,31
1,2082468	43,518199	43,474208	500,31
1,2134854	43,371435	43,327281	500,31
1,218681	43,195839	43,15152	500,31
1,2238317	43,418631	43,374146	500,31
1,228923	43,469284	43,424631	500,31
1,2339845	43,798805	43,753983	500,31
1,2389681	44,070857	44,025865	500,31
1,2438667	44,364631	44,31947	500,31
1,2486945	44,599577	44,554246	500,31
1,2534856	44,905212	44,85971	500,31
1,2581771	45,346781	45,301109	500,31
1,2627836	45,841342	45,795502	500,31
1,2673059	46,380256	46,334247	500,31
1,2717377	47,184288	47,138111	500,31
1,2760613	48,149256	48,102914	500,31
1,2803114	48,481504	48,434998	500,31
1,2846062	47,759029	47,712355	500,31
1,2890326	45,501718	45,454868	500,31
1,2936724	42,100736	42,0537	500,31
1,2985746	38,69793	38,650695	500,31
1,303784	35,986855	35,939405	500,31
1,3092657	34,159489	34,11181	500,31
1,314971	32,939063	32,891141	500,31
1,3208285	32,04717	31,998996	500,31
1,3267613	31,323972	31,275538	500,31
1,332773	30,647126	30,598425	500,31
1,3388245	30,056116	30,007143	500,31
1,3448997	29,669878	29,620627	500,31
1,3510155	29,211448	29,161913	500,31
1,3571436	28,75214	28,702317	500,31
1,3632866	28,373755	28,323639	500,31
1,3694096	28,003128	27,952716	500,31
1,3755401	27,62861	27,577897	500,31
1,3816985	27,321008	27,269988	500,31
1,3878067	27,051543	27,000216	500,31
1,3938905	26,792381	26,740743	500,31
1,3999543	26,53934	26,487388	500,31
1,4060173	26,279222	26,226953	500,31
1,4120422	26,028996	25,976408	500,31
1,418026	25,696286	25,643377	500,31
1,4239922	25,463194	25,409961	500,31
1,4299255	25,279331	25,225772	500,31
1,4358123	25,155372	25,101485	500,31
1,4416558	24,928034	24,873819	500,31
1,4474633	24,716579	24,662034	500,31
1,4532274	24,473263	24,418387	500,31
1,4589345	24,309401	24,254193	500,31
1,4645903	24,171777	24,116238	500,31
1,4702136	24,044152	23,988279	500,31
1,4757725	23,887007	23,830801	500,31
1,4812984	23,633386	23,576847	500,31
1,4867419	23,463146	23,406274	500,31
1,4921474	23,333739	23,276535	500,31
1,4974878	23,292797	23,235261	500,31
1,502785	23,12279	23,064921	500,31
1,5080142	23,028647	22,970447	500,31
1,513179	22,756497	22,697968	500,31
1,5182997	22,625837	22,566978	500,31
1,5233538	22,502738	22,443551	500,31
1,5283398	22,545298	22,485785	500,31
1,5332534	22,422454	22,362616	500,31
0,69122554	17,386715	17,344103	999,895
0,73537398	19,316831	19,275144	999,895
0,77457459	20,986847	20,945817	999,895
0,81019636	22,586034	22,545466	999,895
0,84289557	24,190683	24,150424	999,895
0,87306856	25,789025	25,748955	999,895
0,90104771	27,397597	27,357617	999,895
0,92709124	29,042991	29,003022	999,895
0,95136791	30,721802	30,68178	999,895
0,97404173	32,477924	32,437797	999,895
0,99526332	34,333274	34,293001	999,895
1,0151014	36,343169	36,302716	999,895
1,0336507	38,503028	38,46237	999,895
1,0509626	40,867677	40,826794	999,895
1,0670283	43,658625	43,617505	999,895
1,0818641	47,057592	47,016229	999,895
1,0953688	51,495183	51,453579	999,895
1,1076094	57,117439	57,0756	999,895
1,1191776	60,895647	60,85357	999,895
1,1305594	60,385986	60,343662	999,895
1,1420639	56,572822	56,530235	999,895
1,1539369	51,572428	51,529554	999,895
1,1664807	47,651622	47,608428	999,895
1,1798027	45,970434	45,926882	999,895
1,1934424	45,465608	45,42167	999,895
1,207117	45,279395	45,235049	999,895
1,2207206	45,324939	45,280168	999,895
1,2341276	45,62816	45,58295	999,895
1,2472144	46,272765	46,227108	999,895
1,2599531	47,31859	47,27248	999,895
1,2728007	47,142835	47,096251	999,895
1,2861325	44,679837	44,632742	999,895
1,3002134	40,595079	40,547423	999,895
1,3152207	36,345933	36,297655	999,895
1,3314084	32,824794	32,775818	999,895
1,3488868	30,594655	30,544894	999,895
1,3672815	29,141513	29,090888	999,895
1,3862626	28,033107	27,981552	999,895
1,4056897	27,027884	26,975337	999,895
1,4254844	26,159698	26,106097	999,895
1,4454962	25,372971	25,31826	999,895
1,465763	24,61179	24,555909	999,895
1,4862018	23,96153	23,904423	999,895
1,5067822	23,382591	23,324204	999,895
1,5273755	22,861175	22,801459	999,895
1,5480294	22,327448	22,266353	999,895
1,5687522	21,817847	21,75532	999,895
1,5894021	21,320627	21,256626	999,895
1,6100908	20,796433	20,730909	999,895
1,6306448	20,364667	20,297584	999,895
1,6512136	19,939316	19,870625	999,895
1,6715683	19,602784	19,532457	999,895
1,6917919	19,214275	19,142278	999,895
1,7119553	18,801479	18,727774	999,895
1,7318104	18,414817	18,339386	999,895
1,7515277	18,102087	18,0249	999,895
1,7709543	17,748163	17,669205	999,895
1,7901917	17,498975	17,418223	999,895
1,8091152	17,244373	17,161819	999,895
1,8277331	16,867782	16,783417	999,895
1,8461039	16,561068	16,474879	999,895
1,8641552	16,26703	16,179014	999,895
1,8819433	15,932621	15,842771	999,895
1,8994779	15,600018	15,508328	999,895
1,9166048	15,390789	15,29727	999,895
1,9334144	15,084535	14,989191	999,895
1,9498974	14,808715	14,711553	999,895
1,9661061	14,51738	14,418401	999,895
1,9818395	14,278624	14,177856	999,895
1,9971271	14,029222	13,926691	999,895
2,012179	13,831394	13,727104	999,895
2,0267753	13,594244	13,488224	999,895
2,0410626	13,292045	13,184311	999,895
2,0549045	12,941333	12,831918	999,895
2,0685137	12,598732	12,487646	999,895
2,0817506	12,361105	12,248375	999,895
2,0945962	12,101622	11,987279	999,895
2,1070995	11,878015	11,762085	999,895
2,119188	11,602364	11,484886	999,895
2,1310141	11,276629	11,157621	999,895
2,1422849	11,035653	10,915173	999,895
2,1532612	10,802461	10,680536	999,895
2,163918	10,511886	10,388546	999,895
2,1741654	10,276041	10,151329	999,895
2,1842558	9,8283386	9,7022656	999,895
2,1938736	9,3787538	9,2513738	999,895
2,2033819	8,9943567	8,8656755	999,895
2,2124237	8,7709282	8,6410009	999,895
2,2213457	8,3070803	8,1759155	999,895
2,2298321	8,1567051	8,0243555	999,895
2,2378292	7,8284462	7,6949736	999,895
2,2456256	7,4981565	7,3635829	999,895
2,2532578	6,8907714	6,755114	999,895
2,2606986	6,50244	6,3657203	999,895
2,2676123	5,9619182	5,8242065	999,895
2,2743837	5,6430838	5,5043958	999,895
2,2809389	5,2976909	5,1580535	999,895
2,2872372	4,912108	4,7715542	999,895
2,2931172	4,3485473	4,2071344	999,895
2,2988815	3,7477371	3,6054786	999,895
2,3044386	3,177307	3,0342303	999,895
2,3098408	2,6529493	2,5090741	999,895
2,3149499	2,1228143	1,9781813	999,895
2,3199324	1,5105375	1,3651629	999,895
2,3246767	0,88736851	0,74128559	999,895
2,3290842	0,24498253	0,098239494	999,895
2,3334952	-0,44030978	-0,58771539	999,895
2,3377966	-1,1287882	-1,2768418	999,895
2,3419129	-1,8825991	-2,0312745	999,895
2,3458716	-2,5889646	-2,7382396	999,895
2,3495651	-3,4464356	-3,5962715	999,895
2,3531971	-4,5429461	-4,6933348	999,895
2,3566241	-5,3855324	-5,536444	999,895
2,3597779	-6,274504	-6,4258977	999,895
2,3629873	-7,1264139	-7,2782994	999,895
2,3658866	-7,9207074	-8,073038	999,895
2,3688928	-8,9084232	-9,0612161	999,895
2,3717219	-10,27888	-10,432109	999,895
2,3743293	-11,330081	-11,483712	999,895
2,3770481	-12,406723	-12,560775	999,895
2,3793952	-13,723768	-13,878183	999,895
2,3816979	-15,876488	-16,031261	999,895
2,3838417	-17,199101	-17,354207	999,895
0,71982507	19,227148	19,185565	1499,805
0,76784648	21,40183	21,361186	1499,805
0,81030898	23,355086	23,31507	1499,805
0,84871686	25,264397	25,224783	1499,805
0,88376191	27,161594	27,122209	1499,805
0,91592777	29,089287	29,049997	1499,805
0,94556696	31,116605	31,077303	1499,805
0,97295335	33,174151	33,134754	1499,805
0,99827286	35,440487	35,40093	1499,805
1,0216802	37,909365	37,869597	1499,805
1,04325	40,709214	40,669199	1499,805
1,0630706	43,94927	43,908984	1499,805
1,0810704	48,168137	48,127566	1499,805
1,097139	53,736087	53,695233	1499,805
1,1120453	58,626348	58,585205	1499,805
1,1264466	59,92574	59,884295	1499,805
1,1407546	57,455756	57,413988	1499,805
1,1552635	52,885541	52,843422	1499,805
1,170419	48,656907	48,614398	1499,805
1,1865008	46,67476	46,631807	1499,805
1,2030317	46,117446	46,074008	1499,805
1,2195627	46,079307	46,035353	1499,805
1,2358261	46,608165	46,563675	1499,805
1,2517087	47,599426	47,554383	1499,805
1,2676557	47,25618	47,210552	1499,805
1,2842358	44,727574	44,681309	1499,805
1,3018491	40,563833	40,516858	1499,805
1,3206391	36,160061	36,112289	1499,805
1,3409456	32,490805	32,442127	1499,805
1,3629554	30,050173	30,00046	1499,805
1,386267	28,389949	28,33908	1499,805
1,4104711	27,101863	27,049727	1499,805
1,4352385	25,999594	25,946094	1499,805
1,4605185	25,077064	25,022099	1499,805
1,4861578	24,253801	24,197275	1499,805
1,512134	23,4563	23,398115	1499,805
1,5383428	22,717016	22,65708	1499,805
1,564727	21,998387	21,936606	1499,805
1,5912798	21,326875	21,263156	1499,805
1,6178458	20,763107	20,697367	1499,805
1,6445947	20,14635	20,078492	1499,805
1,6711191	19,672239	19,6022	1499,805
1,697656	19,155962	19,083659	1499,805
1,7241371	18,612003	18,53736	1499,805
1,7503113	18,170479	18,093444	1499,805
1,7766021	17,640119	17,560602	1499,805
1,8023548	17,172091	17,090067	1499,805
1,8280876	16,780874	16,69627	1499,805
1,8534496	16,375286	16,288065	1499,805
1,8784021	15,955257	15,86539	1499,805
1,9031209	15,649913	15,557356	1499,805
1,9273025	15,157587	15,062332	1499,805
1,9512275	14,802966	14,704976	1499,805
1,9746178	14,438531	14,337807	1499,805
1,9975557	14,07916	13,975694	1499,805
2,0201598	13,668456	13,562232	1499,805
2,0421888	13,35466	13,245693	1499,805
2,0638076	12,903957	12,792246	1499,805
2,0849353	12,49798	12,383538	1499,805
2,1054728	12,197305	12,08016	1499,805
2,1256587	11,814285	11,694439	1499,805
2,1452123	11,391643	11,269138	1499,805
2,1641917	11,14166	11,016533	1499,805
2,1825062	10,774365	10,646671	1499,805
2,200265	10,412752	10,282534	1499,805
2,2178342	9,9686637	9,8359159	1499,805
2,2343876	9,6329114	9,4977489	1499,805
2,2506104	9,1250233	8,9874655	1499,805
2,2662314	8,8226162	8,6827252	1499,805
2,2816496	8,2863917	8,1441719	1499,805
2,2964017	7,8925466	7,7480747	1499,805
2,3103486	7,3876876	7,241065	1499,805
2,3240554	7,0419338	6,8931772	1499,805
2,3370377	6,575507	6,4247107	1499,805
2,3498979	6,1156839	5,9628492	1499,805
2,361778	5,5527876	5,3980543	1499,805
2,3734504	4,9802879	4,8236745	1499,805
2,3844364	4,5254177	4,3670215	1499,805
2,395126	3,9820372	3,821894	1499,805
2,4057345	3,280416	3,118527	1499,805
2,4154373	2,6617736	2,4982774	1499,805
2,4250339	1,9897757	1,8246802	1499,805
2,4341374	1,2951799	1,1285582	1499,805
2,4431716	0,58502128	0,41687634	1499,805
2,4514616	-0,1527676	-0,32231786	1499,805
2,4592744	-0,9134987	-1,08438	1499,805
2,4667503	-1,8033456	-1,9755066	1499,805
2,4739217	-2,6665669	-2,839961	1499,805
2,4809929	-3,4656041	-3,6402193	1499,805
2,487516	-4,2966128	-4,4723593	1499,805
2,4939653	-5,4003986	-5,5772678	1499,805
2,4997932	-6,4173227	-6,5952102	1499,805
2,5060487	-7,5376416	-7,7166261	1499,805
2,5114733	-9,0358649	-9,215804	1499,805
2,5165942	-9,8368279	-10,017671	1499,805
2,5217555	-10,849231	-11,030988	1499,805
2,5265655	-12,386562	-12,569174	1499,805
2,5311933	-14,702395	-14,88583	1499,805
2,53498	-16,41453	-16,598641	1499,805
2,5395771	-17,09426	-17,279194	1499,805
2,5433239	-19,257859	-19,443465	1499,805
2,5468567	-20,326818	-20,513059	1499,805
2,550404	-21,81998	-22,006861	1499,805
2,5536882	-24,690746	-24,878219	1499,805
2,5571745	-29,572425	-29,760528	1499,805
2,5599162	-27,339719	-27,528319	1499,805
2,5628725	-30,494966	-30,684103	1499,805
2,5656811	-32,585064	-32,774711	1499,805
2,5684278	-32,971244	-33,161391	1499,805
2,5712054	-35,906274	-36,096928	1499,805
2,5733328	-43,990533	-44,181575	1499,805
2,575781	-41,87149	-42,06298	1499,805
2,578016	-47,115011	-47,30691	1499,805
2,579834	-58,323308	-58,51554	1499,805
2,5816697	-57,493441	-57,68601	1499,805
2,5833311	-56,614064	-56,806938	1499,805
2,585567	-61,980198	-62,173483	1499,805
2,5870649	-56,577213	-56,770774	1499,805
2,5886846	-57,87132	-58,065179	1499,805
2,5904689	-71,103997	-71,298185	1499,805
2,5917545	-88,648616	-88,843042	1499,805
2,5930637	-116,97168	-117,16635	1499,805
2,5944646	-82,002899	-82,197826	1499,805
0,73165556	18,365392	18,322938	2499,692
0,76295509	19,63507	19,593114	2499,692
0,79190094	20,871868	20,830289	2499,692
0,81884157	22,103203	22,061905	2499,692
0,84401778	23,319684	23,278586	2499,692
0,86760555	24,501755	24,460789	2499,692
0,88976754	25,715978	25,675087	2499,692
0,91067425	26,952712	26,91185	2499,692
0,9303969	28,236509	28,195636	2499,692
0,94899352	29,618246	29,577327	2499,692
0,96664416	30,902779	30,861785	2499,692
0,98336085	32,195178	32,154085	2499,692
0,99924372	33,541989	33,500778	2499,692
1,0142857	34,960084	34,918738	2499,692
1,0284828	36,687929	36,646435	2499,692
1,0420083	38,603513	38,56186	2499,692
1,0547361	40,538781	40,496962	2499,692
1,0667268	42,6885	42,646509	2499,692
1,0779459	45,119973	45,077809	2499,692
1,0884699	47,763118	47,72078	2499,692
1,0982538	51,631347	51,588838	2499,692
1,1071235	56,692787	56,650115	2499,692
1,1153822	61,422223	61,379391	2499,692
1,1235171	62,216409	62,173413	2499,692
1,1317542	59,179468	59,1363	2499,692
1,1401692	53,973303	53,929952	2499,692
1,1490549	49,086705	49,043153	2499,692
1,1585807	46,299101	46,255324	2499,692
1,168587	45,283736	45,239714	2499,692
1,1787657	44,485458	44,441176	2499,692
1,1889703	43,9859	43,941346	2499,692
1,1992543	43,569089	43,524252	2499,692
1,2093419	43,827629	43,782503	2499,692
1,2193196	44,275471	44,230049	2499,692
1,2292023	44,81316	44,767435	2499,692
1,238946	44,976815	44,930782	2499,692
1,248479	45,473172	45,426827	2499,692
1,2576884	45,864175	45,817522	2499,692
1,2667737	46,948623	46,901655	2499,692
1,2758377	47,269909	47,22262	2499,692
1,2851236	45,620873	45,573247	2499,692
1,2947106	42,311031	42,263046	2499,692
1,305088	37,86293	37,814548	2499,692
1,3161775	34,287247	34,238427	2499,692
1,328012	31,961839	31,912538	2499,692
1,3404914	30,469744	30,41992	2499,692
1,3534669	29,290851	29,240466	2499,692
1,3667392	28,725612	28,674636	2499,692
1,3801096	27,786293	27,734702	2499,692
1,3937067	26,9047	26,852465	2499,692
1,407396	26,372256	26,319354	2499,692
1,4212946	25,733048	25,679448	2499,692
1,4350098	25,38234	25,328033	2499,692
1,4489141	25,027445	24,972401	2499,692
1,4627914	24,566993	24,511194	2499,692
1,4767395	23,85821	23,801632	2499,692
1,4908059	23,290654	23,23327	2499,692
1,504826	22,508396	22,450189	2499,692
1,5189009	22,311507	22,252454	2499,692
1,5328959	22,061095	22,00118	2499,692
1,54692	21,773882	21,713084	2499,692
1,5607101	21,521603	21,459918	2499,692
1,5743072	21,347502	21,284923	2499,692
1,5877423	21,007609	20,944129	2499,692
1,601319	20,626782	20,562373	2499,692
1,614601	20,47381	20,408474	2499,692
1,6278242	19,934514	19,868237	2499,692
1,6408857	19,650723	19,583501	2499,692
1,653779	19,633197	19,565025	2499,692
1,6666761	19,373179	19,30404	2499,692
1,6791035	19,166148	19,096062	2499,692
1,6916521	18,948797	18,877738	2499,692
1,7039791	18,367568	18,29554	2499,692
1,7160088	18,258237	18,185247	2499,692
1,7281509	18,029661	17,955688	2499,692
1,7399226	17,657447	17,582505	2499,692
1,7516521	17,645376	17,569457	2499,692
1,7628853	17,718652	17,641783	2499,692
1,7738552	17,482561	17,404754	2499,692
1,7850934	17,184093	17,105311	2499,692
1,7959256	16,688559	16,608828	2499,692
1,8063654	16,565509	16,484851	2499,692
1,8167191	16,299746	16,218159	2499,692
1,8270532	16,315235	16,23271	2499,692
1,8371318	16,391742	16,308293	2499,692
1,8467146	16,101357	16,017019	2499,692
1,8561285	15,700593	15,615374	2499,692
1,8655051	15,710589	15,624485	2499,692
1,8747029	15,38728	15,300298	2499,692
1,8836003	15,18464	15,096802	2499,692
1,8920917	15,335013	15,246351	2499,692
1,900546	15,221541	15,132051	2499,692
1,908963	14,703204	14,612884	2499,692
1,9168943	14,880819	14,78971	2499,692
1,9246898	14,384459	14,292569	2499,692
1,9321213	14,388614	14,295974	2499,692
1,9397113	14,460345	14,366934	2499,692
1,9470243	14,198411	14,104251	2499,692
1,9541807	13,119356	13,024459	2499,692
1,9613594	12,968908	12,873267	2499,692
1,9679623	12,918983	12,822653	2499,692
1,9748515	12,925896	12,828842	2499,692
1,9813035	13,048823	12,951088	2499,692
1,987324	13,536801	13,438427	2499,692
1,9931005	12,96962	12,87063	2499,692
1,9987557	12,641229	12,541632	2499,692
2,0046512	12,274376	12,174144	2499,692
2,0102912	11,251414	11,15057	2499,692
2,0159601	10,492062	10,390602	2499,692
2,0213095	11,001688	10,899642	2499,692
2,0265115	10,982789	10,880171	2499,692
2,031437	11,693198	11,590037	2499,692
2,0360376	11,86681	11,763139	2499,692
2,0405465	11,017477	10,913305	2499,692
2,0446845	10,26168	10,157046	2499,692
2,0488406	10,720403	10,615304	2499,692
2,0527287	10,484366	10,37883	2499,692
2,0570039	9,7644407	9,6584224	2499,692
2,0611029	9,2171686	9,1106866	2499,692
2,0651226	7,9161664	7,8092281	2499,692
2,0691697	7,2098594	7,1024601	2499,692
2,0731659	7,3504862	7,2426304	2499,692
2,0765922	8,7351502	8,6269018	2499,692
1,2664735	47,930943	47,886252	3499,857
1,2963114	43,441537	43,396102	3499,857
1,328564	37,996651	37,95028	3499,857
1,3635919	33,026972	32,979432	3499,857
1,4019733	29,226154	29,177148	3499,857
1,4438491	26,774344	26,723515	3499,857
1,488044	24,882346	24,829343	3499,857
1,5339325	23,251448	23,19591	3499,857
1,5810866	21,788743	21,730307	3499,857
1,6293299	20,483052	20,421341	3499,857
1,6784348	19,247837	19,18247	3499,857
1,7282557	18,097435	18,028021	3499,857
1,7785382	17,022297	16,948455	3499,857
1,8290479	16,00585	15,92721	3499,857
1,8797363	15,026004	14,942193	3499,857
1,9304651	14,076062	13,986717	3499,857
1,9809619	13,152342	13,057131	3499,857
2,0310626	12,252795	12,151409	3499,857
2,0807087	11,367138	11,259282	3499,857
2,1301162	10,434289	10,319645	3499,857
2,1787854	9,5238639	9,4021928	3499,857
2,2268197	8,5831368	8,4541963	3499,857
2,2739403	7,6732484	7,5368559	3499,857
2,320225	6,7651235	6,6211035	3499,857
2,3655171	5,8557973	5,7040195	3499,857
2,4093038	4,9161351	4,7565825	3499,857
2,4518157	3,9644938	3,7971353	3499,857
2,4928694	2,9604464	2,7853103	3499,857
2,5327791	1,9073491	1,7244275	3499,857
2,5712975	0,80961189	0,61896712	3499,857
2,6080639	-0,32161853	-0,51982588	3499,857
2,643601	-1,5159463	-1,7216397	3499,857
2,6776321	-2,7874913	-3,0005153	3499,857
2,7104152	-4,1247165	-4,3449514	3499,857
2,7413786	-5,5372053	-5,7643848	3499,857
2,7707997	-7,0027669	-7,2366651	3499,857
2,7992788	-8,5893173	-8,8298302	3499,857
2,8258097	-10,350917	-10,59769	3499,857
2,8510328	-12,323471	-12,576283	3499,857
2,8746689	-14,261216	-14,519764	3499,857
2,8969928	-16,539454	-16,803489	3499,857
2,9181895	-18,811891	-19,081195	3499,857
2,9379689	-20,820394	-21,09467	3499,857
2,9569969	-23,231907	-23,511015	3499,857
2,9748955	-25,902235	-26,185931	3499,857
2,9914685	-29,053651	-29,341633	3499,857
3,0072582	-32,774067	-33,066166	3499,857
3,0218272	-36,660277	-36,956203	3499,857
3,0353004	-40,919673	-41,219165	3499,857
3,0476419	-45,550955	-45,853732	3499,857
3,0594845	-48,842011	-49,14796	3499,857
3,0707694	-52,985819	-53,294807	3499,857
3,0810765	-57,66024	-57,972019	3499,857
3,0907008	-63,031716	-63,346113	3499,857
3,0995699	-70,784816	-71,101636	3499,857
3,1084624	-77,233899	-77,553159	3499,857
3,116071	-84,976971	-85,298327	3499,857
3,1231379	-91,441751	-91,765061	3499,857
3,1296672	-101,96357	-102,28869	3499,857
3,1357498	-113,32839	-113,6552	3499,857
3,1415266	-131,16793	-131,49635	3499,857
3,1466094	-130,61701	-130,94686	3499,857
3,1512779	-148,10908	-148,44023	3499,857
3,155607	-160,04227	-160,37463	3499,857
3,1603834	-155,67321	-156,00692	3499,857
3,1646245	-162,98565	-163,32056	3499,857
3,168383	-184,81974	-185,15571	3499,857
3,1716332	-199,224	-199,56089	3499,857
3,17503	-244,17485	-244,5127	3499,857
3,177882	-340,91318	-341,25184	3499,857
3,1800392	-326,25654	-326,59581	3499,857
3,18233	-306,60455	-306,94448	3499,857
3,1847259	-305,56195	-305,90256	3499,857
3,1871624	-290,32831	-290,66961	3499,857
3,1889401	-339,71399	-340,0558	3499,857
3,191036	-410,14566	-410,48806	3499,857
3,1926828	-534,47533	-534,8182	3499,857
3,1944689	-501,36498	-501,70836	3499,857
3,1959285	-508,83303	-509,17683	3499,857
3,1969956	-467,13556	-467,47967	3499,857
3,1987282	-502,8715	-503,2161	3499,857
3,1996666	-690,28197	-690,62685	3499,857
3,2009664	-933,48995	-933,8352	3499,857
3,2018353	-792,19288	-792,53838	3499,857
3,2025102	-1027,9032	-1028,2489	3499,857
3,2033515	-1242,4316	-1242,7775	3499,857
3,203754	-1010,258	-1010,604	3499,857
3,2047811	-1194,2464	-1194,5927	3499,857
3,2051727	-1524,6302	-1524,9766	3499,857
3,20583	-937,58217	-937,92881	3499,857
3,2063026	-1747,6172	-1747,964	3499,857
3,2067394	-1928,7946	-1929,1415	3499,857
3,2077489	-1050,9158	-1051,263	3499,857
3,2082707	-822,79712	-823,14446	3499,857
3,2088812	-1310,8025	-1311,15	3499,857
3,2091626	-1177,3311	-1177,6787	3499,857
3,209967	-1961,7653	-1962,1131	3499,857
3,2109117	-1788,2804	-1788,6286	3499,857
3,2113725	-817,19888	-817,54712	3499,857
3,2119611	-747,79102	-748,13943	3499,857
3,2126588	-1026,6164	-1026,965	3499,857
3,2126793	-4726,3823	-4726,7309	3499,857
3,2127678	3802,2089	3801,8603	3499,857
3,2128568	-64941,446	-64941,794	3499,857
3,2128622	-6625,8833	-6626,232	3499,857
3,2128751	6635,7006	6635,3519	3499,857
3,2128835	-3018,7064	-3019,0551	3499,857
3,2129272	5314,8485	5314,4998	3499,857
3,2129326	-2930,5114	-2930,8601	3499,857
3,2129666	2003,6746	2003,3259	3499,857
3,2130032	6561,6495	6561,3008	3499,857
3,2130249	-1328,2453	-1328,594	3499,857
3,2130614	10661,646	10661,297	3499,857
3,2130831	2778,3386	2777,9899	3499,857
3,213106	7204,6461	7204,2974	3499,857
3,2131657	-9667,5628	-9667,9115	3499,857
3,2131686	29401,237	29400,888	3499,857
3,2131707	2747,7881	2747,4394	3499,857
3,2134004	-2875,2566	-2875,6055	3499,857
3,2134008	7573,7817	7573,4328	3499,857
3,2135173	20697,666	20697,318	3499,857
3,2135882	-1616,2702	-1616,6191	3499,857
3,2137839	-2242,4012	-2242,7501	3499,857
1,3951721	31,914963	31,866704	4499,838
1,4422204	28,508899	28,458693	4499,838
1,4931482	26,224546	26,17189	4499,838
1,546529	24,321836	24,266228	4499,838
1,6018707	22,686798	22,627712	4499,838
1,6587725	21,206034	21,142925	4499,838
1,7170795	19,816188	19,748485	4499,838
1,7764162	18,531201	18,45833	4499,838
1,8367553	17,293089	17,214449	4499,838
1,8976373	16,14843	16,06344	4499,838
1,9591017	15,037105	14,945164	4499,838
2,0207273	14,00325	13,90379	4499,838
2,0823746	12,972351	12,864815	4499,838
2,1438576	11,987465	11,87132	4499,838
2,2046841	11,025847	10,900635	4499,838
2,2649737	10,090547	9,9558065	4499,838
2,3242627	9,1471584	9,0025178	4499,838
2,3826373	8,2029931	8,048094	4499,838
2,4394791	7,268026	7,1026526	4499,838
2,494995	6,2970062	6,1209437	4499,838
2,5489421	5,3238205	5,1369383	4499,838
2,6011515	4,3165104	4,1187534	4499,838
2,651472	3,276516	3,0679037	4499,838
2,6997413	2,1893057	1,9699375	4499,838
2,7462078	1,0496294	0,81959116	4499,838
2,7905414	-0,15372191	-0,39422777	4499,838
2,8327154	-1,4264483	-1,6771712	4499,838
2,8729642	-2,7756148	-3,0363231	4499,838
2,9111627	-4,2149939	-4,4853902	4499,838
2,9470986	-5,7879068	-6,0676043	4499,838
2,9810371	-7,4690931	-7,7577407	4499,838
3,0127933	-9,2925796	-9,5897471	4499,838
3,0425935	-11,363196	-11,668486	4499,838
3,0704905	-13,427212	-13,740217	4499,838
3,0964606	-15,650871	-15,971155	4499,838
3,1207662	-18,237769	-18,56495	4499,838
3,1436556	-20,654582	-20,988332	4499,838
3,1649388	-23,49073	-23,830652	4499,838
3,184957	-26,68832	-27,034104	4499,838
3,2031963	-30,157704	-30,508876	4499,838
3,2202801	-34,018988	-34,375249	4499,838
3,2361735	-38,852529	-39,213559	4499,838
3,2506304	-42,997527	-43,362925	4499,838
3,2640966	-47,980981	-48,350473	4499,838
3,2767139	-51,874964	-52,248314	4499,838
3,2882169	-58,461088	-58,837975	4499,838
3,298865	-64,820796	-65,200972	4499,838
3,3088343	-71,885721	-72,268991	4499,838
3,3178026	-80,564458	-80,950523	4499,838
3,3260774	-90,867484	-91,256136	4499,838
3,3334995	-97,026963	-97,417944	4499,838
3,3405366	-109,46125	-109,85445	4499,838
3,346849	-122,22495	-122,62014	4499,838
3,3527047	-129,83548	-130,23252	4499,838
3,3580506	-145,48861	-145,88734	4499,838
