#
# Takin/Monteconvo version 2.6.0
# MC neutrons: 1000
# MC sample steps: 1
#
# h          k            l            E            S(Q,E)      
0.248        0.248        1            0.65         3.01808e-05 
0.248        0.248        1            0.66         1.47418e-05 
0.248        0.248        1            0.67         1.72587e-05 
0.248        0.248        1            0.68         8.47958e-06 
0.248        0.248        1            0.69         2.60179e-06 
0.248        0.248        1            0.7          1.21238e-06 
0.248        0.248        1            0.71         1.51831e-06 
0.248        0.248        1            0.72         6.24332e-07 
0.248        0.248        1            0.73         7.2522e-07  
0.248        0.248        1            0.74         1.54836e-08 
0.248        0.248        1            0.75         1.89979e-08 
0.248        0.248        1            0.76         2.0249e-09  
0.248        0.248        1            0.77         4.12118e-09 
0.248        0.248        1            0.78         7.75008e-11 
0.248        0.248        1            0.79         2.04133e-11 
0.248        0.248        1            0.8          1.15302e-11 
0.248        0.248        1            0.81         5.58172e-14 
0.248        0.248        1            0.82         4.78453e-11 
0.248        0.248        1            0.83         1.21694e-16 
0.248        0.248        1            0.84         4.75811e-16 
0.248        0.248        1            0.85         1.02656e-16 
0.248        0.248        1            0.86         1.1373e-22  
0.248        0.248        1            0.87         7.42524e-23 
0.248        0.248        1            0.88         2.0581e-20  
0.248        0.248        1            0.89         6.45503e-23 
0.248        0.248        1            0.9          8.6309e-15  
0.248        0.248        1            0.91         1.81508e-28 
0.248        0.248        1            0.92         6.54148e-23 
0.248        0.248        1            0.93         1.44431e-26 
0.248        0.248        1            0.94         2.74036e-28 
0.248        0.248        1            0.95         2.52124e-27 
0.248        0.248        1            0.96         1.11204e-29 
0.248        0.248        1            0.97         2.85064e-35 
0.248        0.248        1            0.98         7.50189e-39 
0.248        0.248        1            0.99         1.63597e-40 
0.251        0.251        1            0            0.522785    
0.251        0.251        1            0.01         0.499749    
0.251        0.251        1            0.02         0.473027    
0.251        0.251        1            0.03         0.368881    
0.251        0.251        1            0.04         0.273266    
0.251        0.251        1            0.05         0.20229     
0.251        0.251        1            0.06         0.133836    
0.251        0.251        1            0.07         0.0723366   
0.251        0.251        1            0.08         0.03996     
0.251        0.251        1            0.09         0.0213427   
0.251        0.251        1            0.1          0.00979706  
0.251        0.251        1            0.11         0.00605401  
0.251        0.251        1            0.12         0.000810865 
0.251        0.251        1            0.13         0.000398997 
0.251        0.251        1            0.14         0.000125191 
0.251        0.251        1            0.15         8.24874e-05 
0.251        0.251        1            0.16         1.02789e-05 
0.251        0.251        1            0.17         7.88573e-07 
0.251        0.251        1            0.18         5.68158e-08 
0.251        0.251        1            0.19         4.30869e-08 
0.251        0.251        1            0.2          5.31752e-09 
0.251        0.251        1            0.21         2.45561e-11 
0.251        0.251        1            0.22         2.3267e-12  
0.251        0.251        1            0.23         1.78436e-15 
0.251        0.251        1            0.24         2.11345e-16 
0.251        0.251        1            0.25         4.0559e-15  
0.251        0.251        1            0.26         4.52848e-17 
0.251        0.251        1            0.27         1.73603e-13 
0.251        0.251        1            0.28         6.15544e-15 
0.251        0.251        1            0.29         4.81264e-12 
0.251        0.251        1            0.3          4.45455e-11 
0.251        0.251        1            0.31         3.78675e-12 
0.251        0.251        1            0.32         3.53266e-10 
0.251        0.251        1            0.33         2.35573e-09 
0.251        0.251        1            0.34         5.48029e-09 
0.251        0.251        1            0.35         1.42321e-08 
0.251        0.251        1            0.36         6.48665e-08 
0.251        0.251        1            0.37         3.32448e-07 
0.251        0.251        1            0.38         7.00623e-07 
0.251        0.251        1            0.39         1.30687e-06 
0.251        0.251        1            0.4          4.40331e-06 
0.251        0.251        1            0.41         8.355e-06   
0.251        0.251        1            0.42         1.67449e-05 
0.251        0.251        1            0.43         3.40484e-05 
0.251        0.251        1            0.44         5.57808e-05 
0.251        0.251        1            0.45         0.000102038 
0.251        0.251        1            0.46         0.000145903 
0.251        0.251        1            0.47         0.000220786 
0.251        0.251        1            0.48         0.000303205 
0.251        0.251        1            0.49         0.000374817 
0.251        0.251        1            0.5          0.000454198 
0.251        0.251        1            0.51         0.000501321 
0.251        0.251        1            0.52         0.00054519  
0.251        0.251        1            0.53         0.000557843 
0.251        0.251        1            0.54         0.000515592 
0.251        0.251        1            0.55         0.000496466 
0.251        0.251        1            0.56         0.000452003 
0.251        0.251        1            0.57         0.000365653 
0.251        0.251        1            0.58         0.000290967 
0.251        0.251        1            0.59         0.000240911 
0.251        0.251        1            0.6          0.000170488 
0.251        0.251        1            0.61         0.000122986 
0.251        0.251        1            0.62         9.84542e-05 
0.251        0.251        1            0.63         5.66201e-05 
0.251        0.251        1            0.64         3.684e-05   
0.251        0.251        1            0.65         2.88389e-05 
0.251        0.251        1            0.66         1.70208e-05 
0.251        0.251        1            0.67         8.54764e-06 
0.251        0.251        1            0.68         6.20895e-06 
0.251        0.251        1            0.69         3.76811e-06 
0.251        0.251        1            0.7          1.85519e-06 
0.251        0.251        1            0.71         9.023e-07   
0.251        0.251        1            0.72         6.9965e-07  
0.251        0.251        1            0.73         4.74091e-07 
0.251        0.251        1            0.74         5.95849e-08 
0.251        0.251        1            0.75         3.53998e-08 
0.251        0.251        1            0.76         3.18223e-08 
0.251        0.251        1            0.77         2.6989e-10  
0.251        0.251        1            0.78         1.24504e-09 
0.251        0.251        1            0.79         1.54567e-12 
0.251        0.251        1            0.8          8.06742e-12 
0.251        0.251        1            0.81         3.69897e-12 
0.251        0.251        1            0.82         1.32824e-15 
0.251        0.251        1            0.83         4.74135e-14 
0.251        0.251        1            0.84         1.02476e-16 
0.251        0.251        1            0.85         4.30529e-17 
0.251        0.251        1            0.86         3.78537e-14 
0.251        0.251        1            0.87         6.14678e-17 
0.251        0.251        1            0.88         4.1138e-25  
0.251        0.251        1            0.89         2.18843e-17 
0.251        0.251        1            0.9          2.91566e-25 
0.251        0.251        1            0.91         7.74774e-22 
0.251        0.251        1            0.92         1.75239e-25 
0.251        0.251        1            0.93         2.18583e-23 
0.251        0.251        1            0.94         2.24082e-26 
0.251        0.251        1            0.95         3.58483e-29 
0.251        0.251        1            0.96         1.74878e-27 
0.251        0.251        1            0.97         1.81003e-32 
0.251        0.251        1            0.98         1.40323e-36 
0.251        0.251        1            0.99         2.89078e-37 
0.254        0.254        1            0            0.533819    
0.254        0.254        1            0.01         0.486057    
0.254        0.254        1            0.02         0.46923     
0.254        0.254        1            0.03         0.363929    
0.254        0.254        1            0.04         0.280731    
0.254        0.254        1            0.05         0.185239    
0.254        0.254        1            0.06         0.111426    
0.254        0.254        1            0.07         0.0668073   
0.254        0.254        1            0.08         0.0365436   
0.254        0.254        1            0.09         0.0212245   
0.254        0.254        1            0.1          0.00824652  
0.254        0.254        1            0.11         0.00396517  
0.254        0.254        1            0.12         0.00201764  
0.254        0.254        1            0.13         0.000450518 
0.254        0.254        1            0.14         0.000224634 
0.254        0.254        1            0.15         2.8591e-05  
0.254        0.254        1            0.16         7.84509e-06 
0.254        0.254        1            0.17         4.86436e-08 
0.254        0.254        1            0.18         2.78599e-08 
0.254        0.254        1            0.19         6.20777e-09 
0.254        0.254        1            0.2          5.24752e-10 
0.254        0.254        1            0.21         3.17684e-09 
0.254        0.254        1            0.22         1.66146e-12 
0.254        0.254        1            0.23         2.68779e-13 
0.254        0.254        1            0.24         3.66354e-15 
0.254        0.254        1            0.25         4.45632e-17 
0.254        0.254        1            0.26         1.62542e-16 
0.254        0.254        1            0.27         6.96525e-15 
0.254        0.254        1            0.28         4.15872e-14 
0.254        0.254        1            0.29         8.76036e-14 
0.254        0.254        1            0.3          6.38947e-12 
0.254        0.254        1            0.31         3.45612e-11 
0.254        0.254        1            0.32         8.08448e-10 
0.254        0.254        1            0.33         2.04102e-09 
0.254        0.254        1            0.34         5.41637e-09 
0.254        0.254        1            0.35         8.51928e-08 
0.254        0.254        1            0.36         5.64019e-07 
0.254        0.254        1            0.37         4.8801e-07  
0.254        0.254        1            0.38         1.9443e-06  
0.254        0.254        1            0.39         2.82547e-06 
0.254        0.254        1            0.4          6.01446e-06 
0.254        0.254        1            0.41         1.6215e-05  
0.254        0.254        1            0.42         2.88104e-05 
0.254        0.254        1            0.43         5.63448e-05 
0.254        0.254        1            0.44         8.87955e-05 
0.254        0.254        1            0.45         0.000127419 
0.254        0.254        1            0.46         0.000198076 
0.254        0.254        1            0.47         0.000256422 
0.254        0.254        1            0.48         0.000337277 
0.254        0.254        1            0.49         0.000399216 
0.254        0.254        1            0.5          0.000494806 
0.254        0.254        1            0.51         0.000535304 
0.254        0.254        1            0.52         0.000534911 
0.254        0.254        1            0.53         0.000534015 
0.254        0.254        1            0.54         0.000513481 
0.254        0.254        1            0.55         0.000455615 
0.254        0.254        1            0.56         0.000388444 
0.254        0.254        1            0.57         0.000328698 
0.254        0.254        1            0.58         0.000268006 
0.254        0.254        1            0.59         0.000201561 
0.254        0.254        1            0.6          0.000156839 
0.254        0.254        1            0.61         0.000103268 
0.254        0.254        1            0.62         7.8825e-05  
0.254        0.254        1            0.63         4.20801e-05 
0.254        0.254        1            0.64         2.94208e-05 
0.254        0.254        1            0.65         2.48881e-05 
0.254        0.254        1            0.66         1.72142e-05 
0.254        0.254        1            0.67         6.5553e-06  
0.254        0.254        1            0.68         4.83495e-06 
0.254        0.254        1            0.69         3.19222e-06 
0.254        0.254        1            0.7          2.3602e-06  
0.254        0.254        1            0.71         1.50037e-06 
0.254        0.254        1            0.72         1.22197e-06 
0.254        0.254        1            0.73         1.14887e-07 
0.254        0.254        1            0.74         1.03622e-08 
0.254        0.254        1            0.75         3.40112e-08 
0.254        0.254        1            0.76         6.51565e-10 
0.254        0.254        1            0.77         3.8086e-09  
0.254        0.254        1            0.78         1.06168e-07 
0.254        0.254        1            0.79         3.52506e-10 
0.254        0.254        1            0.8          1.78805e-13 
0.254        0.254        1            0.81         5.36417e-13 
0.254        0.254        1            0.82         7.92207e-14 
0.254        0.254        1            0.83         1.6336e-15  
0.254        0.254        1            0.84         1.39916e-15 
0.254        0.254        1            0.85         1.17797e-15 
0.254        0.254        1            0.86         4.86842e-16 
0.254        0.254        1            0.87         1.43237e-21 
0.254        0.254        1            0.88         1.01289e-20 
0.254        0.254        1            0.89         3.7513e-23  
0.254        0.254        1            0.9          2.34682e-23 
0.254        0.254        1            0.91         1.76754e-28 
0.254        0.254        1            0.92         4.7785e-25  
0.254        0.254        1            0.93         2.29806e-28 
0.254        0.254        1            0.94         2.61173e-25 
0.254        0.254        1            0.95         6.19633e-32 
0.254        0.254        1            0.96         4.0525e-33  
0.254        0.254        1            0.97         1.37412e-40 
0.254        0.254        1            0.98         2.19759e-42 
0.254        0.254        1            0.99         1.50775e-40 
0.257        0.257        1            0            0.529832    
0.257        0.257        1            0.01         0.499978    
0.257        0.257        1            0.02         0.448058    
0.257        0.257        1            0.03         0.380393    
0.257        0.257        1            0.04         0.283734    
0.257        0.257        1            0.05         0.188305    
0.257        0.257        1            0.06         0.127648    
0.257        0.257        1            0.07         0.0709335   
0.257        0.257        1            0.08         0.0444936   
0.257        0.257        1            0.09         0.0186387   
0.257        0.257        1            0.1          0.0102923   
0.257        0.257        1            0.11         0.00509265  
0.257        0.257        1            0.12         0.00133495  
0.257        0.257        1            0.13         0.0010041   
0.257        0.257        1            0.14         0.000268263 
0.257        0.257        1            0.15         2.83249e-05 
0.257        0.257        1            0.16         2.904e-06   
0.257        0.257        1            0.17         2.1386e-06  
0.257        0.257        1            0.18         3.36031e-09 
0.257        0.257        1            0.19         4.10694e-09 
0.257        0.257        1            0.2          1.18309e-09 
0.257        0.257        1            0.21         8.44891e-11 
0.257        0.257        1            0.22         2.40295e-11 
0.257        0.257        1            0.23         1.84808e-15 
0.257        0.257        1            0.24         3.22444e-13 
0.257        0.257        1            0.25         8.52006e-15 
0.257        0.257        1            0.26         9.93417e-16 
0.257        0.257        1            0.27         2.21273e-12 
0.257        0.257        1            0.28         5.94482e-12 
0.257        0.257        1            0.29         1.71444e-11 
0.257        0.257        1            0.3          1.5879e-09  
0.257        0.257        1            0.31         3.48677e-11 
0.257        0.257        1            0.32         5.24096e-10 
0.257        0.257        1            0.33         4.53339e-08 
0.257        0.257        1            0.34         6.29808e-08 
0.257        0.257        1            0.35         2.30044e-08 
0.257        0.257        1            0.36         7.36369e-07 
0.257        0.257        1            0.37         1.52256e-06 
0.257        0.257        1            0.38         3.01991e-06 
0.257        0.257        1            0.39         5.49735e-06 
0.257        0.257        1            0.4          1.43674e-05 
0.257        0.257        1            0.41         1.85353e-05 
0.257        0.257        1            0.42         3.81231e-05 
0.257        0.257        1            0.43         6.60827e-05 
0.257        0.257        1            0.44         0.000109796 
0.257        0.257        1            0.45         0.000164868 
0.257        0.257        1            0.46         0.000228815 
0.257        0.257        1            0.47         0.000318064 
0.257        0.257        1            0.48         0.00037766  
0.257        0.257        1            0.49         0.000446411 
0.257        0.257        1            0.5          0.000535798 
0.257        0.257        1            0.51         0.000536449 
0.257        0.257        1            0.52         0.000558574 
0.257        0.257        1            0.53         0.000514243 
0.257        0.257        1            0.54         0.000492617 
0.257        0.257        1            0.55         0.000418978 
0.257        0.257        1            0.56         0.000357528 
0.257        0.257        1            0.57         0.000277511 
0.257        0.257        1            0.58         0.000226076 
0.257        0.257        1            0.59         0.000174073 
0.257        0.257        1            0.6          0.000126413 
0.257        0.257        1            0.61         8.15614e-05 
0.257        0.257        1            0.62         5.87219e-05 
0.257        0.257        1            0.63         3.68079e-05 
0.257        0.257        1            0.64         2.79382e-05 
0.257        0.257        1            0.65         2.05217e-05 
0.257        0.257        1            0.66         1.2364e-05  
0.257        0.257        1            0.67         7.82945e-06 
0.257        0.257        1            0.68         3.81681e-06 
0.257        0.257        1            0.69         2.52771e-06 
0.257        0.257        1            0.7          3.02621e-07 
0.257        0.257        1            0.71         3.61725e-07 
0.257        0.257        1            0.72         3.24385e-07 
0.257        0.257        1            0.73         3.82091e-08 
0.257        0.257        1            0.74         5.66116e-09 
0.257        0.257        1            0.75         6.62708e-09 
0.257        0.257        1            0.76         3.30471e-10 
0.257        0.257        1            0.77         1.00624e-09 
0.257        0.257        1            0.78         6.59685e-10 
0.257        0.257        1            0.79         1.84479e-08 
0.257        0.257        1            0.8          1.51676e-11 
0.257        0.257        1            0.81         1.22344e-08 
0.257        0.257        1            0.82         5.63193e-12 
0.257        0.257        1            0.83         3.95226e-16 
0.257        0.257        1            0.84         3.56846e-18 
0.257        0.257        1            0.85         4.64254e-13 
0.257        0.257        1            0.86         8.5163e-17  
0.257        0.257        1            0.87         5.75247e-19 
0.257        0.257        1            0.88         3.32388e-24 
0.257        0.257        1            0.89         1.34385e-22 
0.257        0.257        1            0.9          3.97787e-24 
0.257        0.257        1            0.91         3.07516e-21 
0.257        0.257        1            0.92         1.89687e-31 
0.257        0.257        1            0.93         6.35832e-34 
0.257        0.257        1            0.94         2.07123e-31 
0.257        0.257        1            0.95         1.67844e-30 
0.257        0.257        1            0.96         1.13228e-35 
0.257        0.257        1            0.97         2.43028e-38 
0.257        0.257        1            0.98         3.10166e-31 
0.257        0.257        1            0.99         4.29258e-40 
0.26         0.26         1            0            0.530731    
0.26         0.26         1            0.01         0.518685    
0.26         0.26         1            0.02         0.451362    
0.26         0.26         1            0.03         0.36299     
0.26         0.26         1            0.04         0.283305    
0.26         0.26         1            0.05         0.191207    
0.26         0.26         1            0.06         0.131511    
0.26         0.26         1            0.07         0.0689219   
0.26         0.26         1            0.08         0.0392255   
0.26         0.26         1            0.09         0.0198088   
0.26         0.26         1            0.1          0.0084802   
0.26         0.26         1            0.11         0.00248155  
0.26         0.26         1            0.12         0.0018027   
0.26         0.26         1            0.13         0.000721379 
0.26         0.26         1            0.14         3.12604e-05 
0.26         0.26         1            0.15         3.5892e-05  
0.26         0.26         1            0.16         0.000430243 
0.26         0.26         1            0.17         9.34964e-08 
0.26         0.26         1            0.18         5.52435e-07 
0.26         0.26         1            0.19         2.01604e-08 
0.26         0.26         1            0.2          2.66191e-10 
0.26         0.26         1            0.21         1.49489e-12 
0.26         0.26         1            0.22         4.61839e-10 
0.26         0.26         1            0.23         4.45938e-12 
0.26         0.26         1            0.24         1.74751e-15 
0.26         0.26         1            0.25         4.99175e-15 
0.26         0.26         1            0.26         1.1401e-13  
0.26         0.26         1            0.27         1.20401e-12 
0.26         0.26         1            0.28         1.0338e-11  
0.26         0.26         1            0.29         2.69329e-11 
0.26         0.26         1            0.3          3.61908e-11 
0.26         0.26         1            0.31         1.61692e-10 
0.26         0.26         1            0.32         7.20167e-09 
0.26         0.26         1            0.33         5.26974e-08 
0.26         0.26         1            0.34         8.37479e-08 
0.26         0.26         1            0.35         1.49648e-07 
0.26         0.26         1            0.36         4.31955e-07 
0.26         0.26         1            0.37         1.62544e-06 
0.26         0.26         1            0.38         5.2775e-06  
0.26         0.26         1            0.39         9.32044e-06 
0.26         0.26         1            0.4          1.36385e-05 
0.26         0.26         1            0.41         3.06004e-05 
0.26         0.26         1            0.42         5.6921e-05  
0.26         0.26         1            0.43         0.000100372 
0.26         0.26         1            0.44         0.000149717 
0.26         0.26         1            0.45         0.000211184 
0.26         0.26         1            0.46         0.000273893 
0.26         0.26         1            0.47         0.000351278 
0.26         0.26         1            0.48         0.000408339 
0.26         0.26         1            0.49         0.000483939 
0.26         0.26         1            0.5          0.000518892 
0.26         0.26         1            0.51         0.000525309 
0.26         0.26         1            0.52         0.000517351 
0.26         0.26         1            0.53         0.00050526  
0.26         0.26         1            0.54         0.000443459 
0.26         0.26         1            0.55         0.000390517 
0.26         0.26         1            0.56         0.000316808 
0.26         0.26         1            0.57         0.000253215 
0.26         0.26         1            0.58         0.000202634 
0.26         0.26         1            0.59         0.000160776 
0.26         0.26         1            0.6          0.000120951 
0.26         0.26         1            0.61         7.99135e-05 
0.26         0.26         1            0.62         5.74374e-05 
0.26         0.26         1            0.63         3.32878e-05 
0.26         0.26         1            0.64         2.76229e-05 
0.26         0.26         1            0.65         1.326e-05   
0.26         0.26         1            0.66         1.20156e-05 
0.26         0.26         1            0.67         4.55184e-06 
0.26         0.26         1            0.68         6.59424e-06 
0.26         0.26         1            0.69         4.01162e-06 
0.26         0.26         1            0.7          2.06117e-06 
0.26         0.26         1            0.71         1.25182e-07 
0.26         0.26         1            0.72         1.11962e-06 
0.26         0.26         1            0.73         4.60246e-07 
0.26         0.26         1            0.74         2.50583e-08 
0.26         0.26         1            0.75         8.30396e-09 
0.26         0.26         1            0.76         1.16073e-10 
0.26         0.26         1            0.77         1.98507e-11 
0.26         0.26         1            0.78         3.66707e-11 
0.26         0.26         1            0.79         2.52005e-12 
0.26         0.26         1            0.8          2.84864e-13 
0.26         0.26         1            0.81         1.98936e-16 
0.26         0.26         1            0.82         9.43714e-15 
0.26         0.26         1            0.83         6.83568e-18 
0.26         0.26         1            0.84         4.55376e-19 
0.26         0.26         1            0.85         7.71438e-17 
0.26         0.26         1            0.86         1.32438e-18 
0.26         0.26         1            0.87         2.83914e-19 
0.26         0.26         1            0.88         6.66145e-24 
0.26         0.26         1            0.89         5.76035e-25 
0.26         0.26         1            0.9          6.30177e-24 
0.26         0.26         1            0.91         1.44559e-26 
0.26         0.26         1            0.92         1.94925e-25 
0.26         0.26         1            0.93         3.2231e-30  
0.26         0.26         1            0.94         2.85952e-32 
0.26         0.26         1            0.95         7.71825e-33 
0.26         0.26         1            0.96         1.28315e-30 
0.26         0.26         1            0.97         9.89603e-31 
0.26         0.26         1            0.98         1.0872e-33  
0.26         0.26         1            0.99         2.55266e-44 
0.263        0.263        1            0            0.54361     
0.263        0.263        1            0.01         0.509264    
0.263        0.263        1            0.02         0.466688    
0.263        0.263        1            0.03         0.373741    
0.263        0.263        1            0.04         0.2803      
0.263        0.263        1            0.05         0.173519    
0.263        0.263        1            0.06         0.110858    
0.263        0.263        1            0.07         0.069262    
0.263        0.263        1            0.08         0.0440246   
0.263        0.263        1            0.09         0.0211707   
0.263        0.263        1            0.1          0.0111561   
0.263        0.263        1            0.11         0.00520344  
0.263        0.263        1            0.12         0.00163016  
0.263        0.263        1            0.13         0.00157599  
0.263        0.263        1            0.14         4.01874e-05 
0.263        0.263        1            0.15         1.61587e-05 
0.263        0.263        1            0.16         3.79418e-06 
0.263        0.263        1            0.17         5.45183e-05 
0.263        0.263        1            0.18         2.93139e-06 
0.263        0.263        1            0.19         2.31712e-08 
0.263        0.263        1            0.2          4.22029e-11 
0.263        0.263        1            0.21         1.05557e-07 
0.263        0.263        1            0.22         3.16574e-12 
0.263        0.263        1            0.23         5.4699e-15  
0.263        0.263        1            0.24         1.15996e-15 
0.263        0.263        1            0.25         1.75357e-15 
0.263        0.263        1            0.26         3.42239e-15 
0.263        0.263        1            0.27         8.85201e-12 
0.263        0.263        1            0.28         2.91093e-12 
0.263        0.263        1            0.29         8.91441e-12 
0.263        0.263        1            0.3          3.2611e-10  
0.263        0.263        1            0.31         2.0026e-09  
0.263        0.263        1            0.32         2.98997e-08 
0.263        0.263        1            0.33         1.87599e-08 
0.263        0.263        1            0.34         1.2406e-07  
0.263        0.263        1            0.35         4.72201e-07 
0.263        0.263        1            0.36         1.27466e-06 
0.263        0.263        1            0.37         2.76545e-06 
0.263        0.263        1            0.38         5.22039e-06 
0.263        0.263        1            0.39         1.50539e-05 
0.263        0.263        1            0.4          3.56303e-05 
0.263        0.263        1            0.41         4.45601e-05 
0.263        0.263        1            0.42         8.30476e-05 
0.263        0.263        1            0.43         0.000121336 
0.263        0.263        1            0.44         0.000192737 
0.263        0.263        1            0.45         0.000254934 
0.263        0.263        1            0.46         0.000293146 
0.263        0.263        1            0.47         0.000403865 
0.263        0.263        1            0.48         0.000433771 
0.263        0.263        1            0.49         0.000495282 
0.263        0.263        1            0.5          0.000512304 
0.263        0.263        1            0.51         0.000536113 
0.263        0.263        1            0.52         0.000513467 
0.263        0.263        1            0.53         0.000470971 
0.263        0.263        1            0.54         0.000407057 
0.263        0.263        1            0.55         0.000354351 
0.263        0.263        1            0.56         0.000288988 
0.263        0.263        1            0.57         0.000206257 
0.263        0.263        1            0.58         0.000184352 
0.263        0.263        1            0.59         0.000135382 
0.263        0.263        1            0.6          9.1406e-05  
0.263        0.263        1            0.61         7.26208e-05 
0.263        0.263        1            0.62         4.05309e-05 
0.263        0.263        1            0.63         2.97716e-05 
0.263        0.263        1            0.64         2.74533e-05 
0.263        0.263        1            0.65         1.21686e-05 
0.263        0.263        1            0.66         9.01891e-06 
0.263        0.263        1            0.67         9.14618e-06 
0.263        0.263        1            0.68         4.50807e-06 
0.263        0.263        1            0.69         1.92531e-06 
0.263        0.263        1            0.7          2.72174e-07 
0.263        0.263        1            0.71         7.1487e-07  
0.263        0.263        1            0.72         5.13693e-08 
0.263        0.263        1            0.73         7.02204e-08 
0.263        0.263        1            0.74         2.2585e-08  
0.263        0.263        1            0.75         2.99009e-08 
0.263        0.263        1            0.76         6.3365e-09  
0.263        0.263        1            0.77         2.32193e-08 
0.263        0.263        1            0.78         3.56053e-10 
0.263        0.263        1            0.79         2.09235e-14 
0.263        0.263        1            0.8          2.2724e-13  
0.263        0.263        1            0.81         5.30851e-15 
0.263        0.263        1            0.82         4.23484e-14 
0.263        0.263        1            0.83         3.57014e-16 
0.263        0.263        1            0.84         1.844e-18   
0.263        0.263        1            0.85         1.46263e-18 
0.263        0.263        1            0.86         4.79282e-20 
0.263        0.263        1            0.87         7.5873e-17  
0.263        0.263        1            0.88         2.10891e-15 
0.263        0.263        1            0.89         4.87974e-23 
0.263        0.263        1            0.9          2.42048e-22 
0.263        0.263        1            0.91         7.75355e-28 
0.263        0.263        1            0.92         5.53591e-25 
0.263        0.263        1            0.93         1.66939e-32 
0.263        0.263        1            0.94         1.19837e-27 
0.263        0.263        1            0.95         3.6582e-38  
0.263        0.263        1            0.96         5.69777e-40 
0.263        0.263        1            0.97         3.51742e-40 
0.263        0.263        1            0.98         6.9037e-39  
0.263        0.263        1            0.99         4.51611e-46 
0.266        0.266        1            0            0.533311    
0.266        0.266        1            0.01         0.508067    
0.266        0.266        1            0.02         0.476694    
0.266        0.266        1            0.03         0.387475    
0.266        0.266        1            0.04         0.276442    
0.266        0.266        1            0.05         0.184697    
0.266        0.266        1            0.06         0.134179    
0.266        0.266        1            0.07         0.0671291   
0.266        0.266        1            0.08         0.0434894   
0.266        0.266        1            0.09         0.0172189   
0.266        0.266        1            0.1          0.0106723   
0.266        0.266        1            0.11         0.00539413  
0.266        0.266        1            0.12         0.00150143  
0.266        0.266        1            0.13         0.000261587 
0.266        0.266        1            0.14         0.000237548 
0.266        0.266        1            0.15         4.37632e-05 
0.266        0.266        1            0.16         8.5493e-07  
0.266        0.266        1            0.17         7.57706e-07 
0.266        0.266        1            0.18         8.34019e-08 
0.266        0.266        1            0.19         5.25714e-09 
0.266        0.266        1            0.2          3.41331e-09 
0.266        0.266        1            0.21         3.28963e-08 
0.266        0.266        1            0.22         2.37178e-13 
0.266        0.266        1            0.23         1.64601e-14 
0.266        0.266        1            0.24         7.87414e-12 
0.266        0.266        1            0.25         9.66317e-15 
0.266        0.266        1            0.26         3.02363e-14 
0.266        0.266        1            0.27         2.9573e-11  
0.266        0.266        1            0.28         1.27687e-10 
0.266        0.266        1            0.29         9.92372e-11 
0.266        0.266        1            0.3          7.49712e-10 
0.266        0.266        1            0.31         4.40345e-10 
0.266        0.266        1            0.32         2.03377e-08 
0.266        0.266        1            0.33         2.13359e-07 
0.266        0.266        1            0.34         2.18457e-07 
0.266        0.266        1            0.35         8.97252e-07 
0.266        0.266        1            0.36         9.45065e-07 
0.266        0.266        1            0.37         4.98323e-06 
0.266        0.266        1            0.38         8.79015e-06 
0.266        0.266        1            0.39         1.61347e-05 
0.266        0.266        1            0.4          3.67611e-05 
0.266        0.266        1            0.41         6.56539e-05 
0.266        0.266        1            0.42         0.000106741 
0.266        0.266        1            0.43         0.000153216 
0.266        0.266        1            0.44         0.000200281 
0.266        0.266        1            0.45         0.000276744 
0.266        0.266        1            0.46         0.00036119  
0.266        0.266        1            0.47         0.000400061 
0.266        0.266        1            0.48         0.000471306 
0.266        0.266        1            0.49         0.000517414 
0.266        0.266        1            0.5          0.000498988 
0.266        0.266        1            0.51         0.000500269 
0.266        0.266        1            0.52         0.000496429 
0.266        0.266        1            0.53         0.000449672 
0.266        0.266        1            0.54         0.000365244 
0.266        0.266        1            0.55         0.000314341 
0.266        0.266        1            0.56         0.000251194 
0.266        0.266        1            0.57         0.000215409 
0.266        0.266        1            0.58         0.000155906 
0.266        0.266        1            0.59         0.000131026 
0.266        0.266        1            0.6          8.97484e-05 
0.266        0.266        1            0.61         7.2555e-05  
0.266        0.266        1            0.62         3.37937e-05 
0.266        0.266        1            0.63         2.95227e-05 
0.266        0.266        1            0.64         1.17687e-05 
0.266        0.266        1            0.65         1.13876e-05 
0.266        0.266        1            0.66         7.60493e-06 
0.266        0.266        1            0.67         6.94112e-06 
0.266        0.266        1            0.68         3.33573e-06 
0.266        0.266        1            0.69         2.02598e-06 
0.266        0.266        1            0.7          8.30918e-07 
0.266        0.266        1            0.71         2.31731e-07 
0.266        0.266        1            0.72         1.21538e-08 
0.266        0.266        1            0.73         1.21872e-07 
0.266        0.266        1            0.74         1.96056e-07 
0.266        0.266        1            0.75         3.70498e-09 
0.266        0.266        1            0.76         7.49839e-10 
0.266        0.266        1            0.77         2.03073e-09 
0.266        0.266        1            0.78         1.01669e-11 
0.266        0.266        1            0.79         9.1791e-11  
0.266        0.266        1            0.8          5.10459e-12 
0.266        0.266        1            0.81         1.51535e-14 
0.266        0.266        1            0.82         8.6041e-13  
0.266        0.266        1            0.83         2.03517e-11 
0.266        0.266        1            0.84         3.62479e-15 
0.266        0.266        1            0.85         1.18285e-19 
0.266        0.266        1            0.86         1.55409e-18 
0.266        0.266        1            0.87         7.49633e-16 
0.266        0.266        1            0.88         1.97273e-28 
0.266        0.266        1            0.89         2.24537e-22 
