        39    100000      2237   123.16     0.90     0.00
        37    100000      2235   123.26     0.90     0.00
        42    100000      2245   123.36     0.90     0.00
        33    100000      2253   123.47     0.90     0.00
        49    100000      2255   123.57     0.90     0.00
        49    100000      2251   123.67     0.90     0.00
        51    100000      2242   123.77     0.90     0.00
        41    100000      2243   123.88     0.90     0.00
        45    100000      2256   123.98     0.90     0.00
        47    100000      2235   124.08     0.90     0.00
        62    100000      2246   124.19     0.90     0.00
        68    100000      2235   124.29     0.90     0.00
        85    100000      2229   124.39     0.90     0.00
        98    100000      2249   124.49     0.90     0.00
       148    100000      2248   124.60     0.90     0.00
       153    100000      2259   124.70     0.90     0.00
       170    100000      2255   124.80     0.90     0.00
       150    100000      2245   124.91     0.90     0.00
       136    100000      2237   125.01     0.90     0.00
       110    100000      2248   125.11     0.90     0.00
        75    100000      2250   125.21     0.90     0.00
        67    100000      2244   125.32     0.90     0.00
        44    100000      2239   125.42     0.90     0.00
        43    100000      2248   125.52     0.90     0.00
        37    100000      2241   125.63     0.90     0.00
        46    100000      2234   125.73     0.90     0.00
        38    100000      2247   125.83     0.90     0.00
        41    100000      2249   125.93     0.90     0.00
        38    100000      2250   126.04     0.90     0.00
        42    100000      2266   126.14     0.90     0.00
        40    100000      2249   126.24     0.90     0.00
