       715    400000      8999   -65.67     1.23     0.00
       721    400000      8995   -65.61     1.23     0.00
       825    400000      8968   -65.54     1.23     0.00
       756    400000      8987   -65.47     1.23     0.00
       739    400000      8947   -65.40     1.23     0.00
       765    400000      8958   -65.34     1.23     0.00
       748    400000      8997   -65.27     1.23     0.00
       744    400000      9037   -65.20     1.23     0.00
       748    400000      8985   -65.14     1.23     0.00
       722    400000      8973   -65.07     1.23     0.00
       782    400000      8952   -65.00     1.23     0.00
       739    400000      8966   -64.93     1.23     0.00
       778    400000      8983   -64.87     1.23     0.00
       739    400000      8974   -64.80     1.23     0.00
       777    400000      8994   -64.73     1.23     0.00
       770    400000      8989   -64.67     1.23     0.00
       796    400000      8990   -64.60     1.23     0.00
       769    400000      8948   -64.53     1.23     0.00
       823    400000      8996   -64.46     1.23     0.00
       713    400000      8993   -64.40     1.23     0.00
       753    400000      8960   -64.33     1.23     0.00
       755    400000      8986   -64.26     1.23     0.00
       750    400000      8990   -64.20     1.23     0.00
       740    400000      8963   -64.13     1.23     0.00
       794    400000      8977   -64.06     1.23     0.00
       766    400000      8951   -63.99     1.23     0.00
       743    400000      8968   -63.93     1.23     0.00
       726    400000      8993   -63.86     1.23     0.00
       751    400000      8961   -63.79     1.23     0.00
       786    400000      8974   -63.73     1.23     0.00
       739    400000      8966   -63.66     1.23     0.00
