       737    400000      8976    73.48     0.04     0.00
       761    400000      8964    73.55     0.04     0.00
       732    400000      8982    73.63     0.04     0.00
       746    400000      8971    73.70     0.04     0.00
       756    400000      8949    73.78     0.04     0.00
       728    400000      8983    73.85     0.04     0.00
       730    400000      8969    73.93     0.04     0.00
       749    400000      8961    74.00     0.04     0.00
       721    400000      8985    74.08     0.04     0.00
       705    400000      8981    74.15     0.04     0.00
       785    400000      8984    74.22     0.04     0.00
       788    400000      8977    74.30     0.04     0.00
       800    400000      8985    74.37     0.04     0.00
       754    400000      8975    74.45     0.04     0.00
       823    400000      8998    74.52     0.04     0.00
       795    400000      8974    74.60     0.04     0.00
       830    400000      8986    74.67     0.04     0.00
       857    400000      8985    74.75     0.04     0.00
       796    400000      8982    74.82     0.04     0.00
       744    400000      8981    74.90     0.04     0.00
       759    400000      8940    74.97     0.04     0.00
       754    400000      8967    75.04     0.04     0.00
       695    400000      8942    75.12     0.04     0.00
       760    400000      8999    75.19     0.04     0.00
       788    400000      8973    75.27     0.04     0.00
       763    400000      8961    75.34     0.04     0.00
       722    400000      8967    75.42     0.04     0.00
       726    400000      8980    75.49     0.04     0.00
       743    400000      9002    75.57     0.04     0.00
       761    400000      8976    75.64     0.04     0.00
       775    400000      8977    75.72     0.04     0.00
