        95    400000      9302   -54.31     1.18     0.00
        83    400000      9246   -54.25     1.18     0.00
        95    400000      9275   -54.18     1.18     0.00
        80    400000      9281   -54.12     1.18     0.00
        83    400000      9293   -54.06     1.18     0.00
        79    400000      9301   -53.99     1.18     0.00
        89    400000      9266   -53.93     1.18     0.00
        91    400000      9284   -53.87     1.18     0.00
        89    400000      9305   -53.80     1.18     0.00
        78    400000      9260   -53.74     1.18     0.00
        94    400000      9310   -53.68     1.18     0.00
        90    400000      9298   -53.62     1.18     0.00
       113    400000      9282   -53.55     1.18     0.00
        89    400000      9289   -53.49     1.18     0.00
       119    400000      9282   -53.43     1.18     0.00
       109    400000      9275   -53.36     1.18     0.00
       110    400000      9298   -53.30     1.18     0.00
       136    400000      9310   -53.24     1.18     0.00
       130    400000      9277   -53.17     1.18     0.00
       104    400000      9243   -53.11     1.18     0.00
        96    400000      9284   -53.05     1.18     0.00
        83    400000      9257   -52.98     1.18     0.00
        95    400000      9302   -52.92     1.18     0.00
        71    400000      9261   -52.86     1.18     0.00
        86    400000      9246   -52.79     1.18     0.00
        83    400000      9293   -52.73     1.18     0.00
        91    400000      9289   -52.67     1.18     0.00
        77    400000      9268   -52.60     1.18     0.00
        89    400000      9283   -52.54     1.18     0.00
        85    400000      9259   -52.48     1.18     0.00
       106    400000      9278   -52.41     1.18     0.00
