       555    100000      2242    67.81     0.05     0.00
       607    100000      2272    67.88     0.05     0.00
       555    100000      2235    67.95     0.05     0.00
       573    100000      2245    68.01     0.05     0.00
       555    100000      2245    68.08     0.05     0.00
       576    100000      2250    68.15     0.05     0.00
       578    100000      2251    68.22     0.05     0.00
       556    100000      2238    68.29     0.05     0.00
       593    100000      2236    68.36     0.05     0.00
       643    100000      2240    68.43     0.05     0.00
       735    100000      2240    68.49     0.05     0.00
       823    100000      2228    68.56     0.05     0.00
       867    100000      2251    68.63     0.05     0.00
      1015    100000      2253    68.70     0.05     0.00
      1218    100000      2256    68.77     0.05     0.00
      1253    100000      2255    68.84     0.05     0.00
      1337    100000      2268    68.91     0.05     0.00
      1154    100000      2252    68.98     0.05     0.00
       891    100000      2243    69.04     0.05     0.00
       747    100000      2251    69.11     0.05     0.00
       643    100000      2256    69.18     0.05     0.00
       626    100000      2241    69.25     0.05     0.00
       589    100000      2244    69.32     0.05     0.00
       644    100000      2250    69.39     0.05     0.00
       550    100000      2257    69.46     0.05     0.00
       623    100000      2250    69.52     0.05     0.00
       561    100000      2261    69.59     0.05     0.00
       608    100000      2250    69.66     0.05     0.00
       624    100000      2248    69.73     0.05     0.00
       611    100000      2268    69.80     0.05     0.00
       595    100000      2250    69.87     0.05     0.00
