   0.440   0.440   0.500        30    100000      2237    13.28   114.90     0.10     0.04     0.04     0.00
   0.440   0.440   0.510        43    100000      2263    13.33   114.50     0.10     0.04     0.04     0.00
   0.440   0.440   0.520        34    100000      2243    13.37   114.11     0.10     0.04     0.04     0.00
   0.440   0.440   0.530        39    100000      2253    13.41   113.72     0.10     0.04     0.04     0.00
   0.440   0.440   0.540        45    100000      2237    13.46   113.34     0.10     0.04     0.04     0.00
   0.440   0.440   0.550        21    100000      2238    13.50   112.95     0.10     0.04     0.04     0.00
   0.440   0.440   0.560        29    100000      2229    13.55   112.58     0.10     0.04     0.04     0.00
   0.440   0.440   0.570        33    100000      2241    13.59   112.20     0.10     0.04     0.04     0.00
   0.440   0.440   0.580        35    100000      2231    13.64   111.83     0.10     0.04     0.04     0.00
   0.440   0.440   0.590        38    100000      2241    13.69   111.46     0.10     0.04     0.04     0.00
   0.440   0.440   0.600        33    100000      2248    13.74   111.09     0.10     0.04     0.04     0.00
   0.440   0.440   0.610        33    100000      2233    13.79   110.73     0.10     0.04     0.04     0.00
   0.440   0.440   0.620        29    100000      2237    13.84   110.36     0.10     0.04     0.04     0.00
   0.440   0.440   0.630        35    100000      2256    13.89   110.01     0.10     0.04     0.04     0.00
   0.440   0.440   0.640        33    100000      2233    13.94   109.65     0.10     0.04     0.04     0.00
   0.440   0.440   0.650        24    100000      2244    13.99   109.30     0.10     0.04     0.04     0.00
   0.440   0.440   0.660        31    100000      2245    14.04   108.95     0.10     0.04     0.04     0.00
   0.440   0.440   0.670        35    100000      2261    14.09   108.61     0.10     0.04     0.04     0.00
   0.440   0.440   0.680        26    100000      2231    14.15   108.26     0.10     0.04     0.04     0.00
   0.440   0.440   0.690        29    100000      2243    14.20   107.92     0.10     0.04     0.04     0.00
   0.440   0.440   0.700        24    100000      2229    14.25   107.59     0.10     0.04     0.04     0.00
   0.440   0.440   0.710        35    100000      2247    14.31   107.25     0.10     0.04     0.04     0.00
   0.440   0.440   0.720        40    100000      2229    14.36   106.92     0.10     0.04     0.04     0.00
   0.440   0.440   0.730        19    100000      2234    14.42   106.60     0.10     0.04     0.04     0.00
   0.440   0.440   0.740        28    100000      2242    14.48   106.27     0.10     0.04     0.04     0.00
   0.440   0.440   0.750        40    100000      2244    14.53   105.95     0.10     0.04     0.04     0.00
   0.440   0.440   0.760        34    100000      2232    14.59   105.63     0.10     0.04     0.04     0.00
   0.440   0.440   0.770        37    100000      2241    14.65   105.32     0.10     0.04     0.04     0.00
   0.440   0.440   0.780        29    100000      2241    14.71   105.01     0.10     0.04     0.04     0.00
   0.440   0.440   0.790        35    100000      2247    14.77   104.70     0.10     0.04     0.04     0.00
   0.440   0.440   0.800        40    100000      2233    14.83   104.39     0.10     0.04     0.04     0.00
   0.440   0.440   0.810        34    100000      2245    14.89   104.09     0.10     0.04     0.04     0.00
   0.440   0.440   0.820        22    100000      2239    14.95   103.79     0.10     0.04     0.04     0.00
   0.440   0.440   0.830        30    100000      2228    15.01   103.49     0.10     0.04     0.04     0.00
   0.440   0.440   0.840        37    100000      2235    15.07   103.20     0.10     0.04     0.04     0.00
   0.440   0.440   0.850        30    100000      2248    15.13   102.90     0.10     0.04     0.04     0.00
   0.440   0.440   0.860        41    100000      2246    15.20   102.61     0.10     0.04     0.04     0.00
   0.440   0.440   0.870        30    100000      2231    15.26   102.33     0.10     0.04     0.04     0.00
   0.440   0.440   0.880        25    100000      2236    15.32   102.05     0.10     0.04     0.04     0.00
   0.440   0.440   0.890        31    100000      2237    15.38   101.77     0.10     0.04     0.04     0.00
   0.440   0.440   0.900        39    100000      2241    15.45   101.49     0.10     0.04     0.04     0.00
   0.440   0.440   0.910        36    100000      2248    15.52   101.21     0.10     0.04     0.04     0.00
   0.440   0.440   0.920        37    100000      2236    15.58   100.94     0.10     0.04     0.04     0.00
   0.440   0.440   0.930        38    100000      2247    15.65   100.67     0.10     0.04     0.04     0.00
   0.440   0.440   0.940        36    100000      2244    15.72   100.41     0.10     0.04     0.04     0.00
   0.440   0.440   0.950        27    100000      2234    15.78   100.14     0.10     0.04     0.04     0.00
   0.440   0.440   0.960        32    100000      2230    15.85    99.88     0.10     0.04     0.04     0.00
   0.440   0.440   0.970        31    100000      2252    15.92    99.63     0.10     0.04     0.04     0.00
   0.440   0.440   0.980        31    100000      2233    15.99    99.37     0.10     0.04     0.04     0.00
   0.440   0.440   0.990        37    100000      2234    16.06    99.12     0.10     0.04     0.04     0.00
   0.440   0.440   1.000        24    100000      2239    16.12    98.87     0.10     0.04     0.04     0.00
