        92    100000      2235   -80.53     0.04    10.00
        99    100000      2241   -80.46     0.04    10.00
        99    100000      2241   -80.39     0.04    10.00
       106    100000      2247   -80.32     0.04    10.00
        97    100000      2253   -80.25     0.04    10.00
       104    100000      2246   -80.17     0.04    10.00
       105    100000      2244   -80.10     0.04    10.00
       113    100000      2243   -80.03     0.04    10.00
       214    100000      2258   -79.96     0.04    10.00
       491    100000      2225   -79.88     0.04    10.00
       824    100000      2244   -79.81     0.04    10.00
      1158    100000      2245   -79.74     0.04    10.00
      1737    100000      2248   -79.67     0.04    10.00
      2235    100000      2239   -79.60     0.04    10.00
      2519    100000      2246   -79.52     0.04    10.00
      2281    100000      2256   -79.45     0.04    10.00
      1612    100000      2242   -79.38     0.04    10.00
       989    100000      2265   -79.31     0.04    10.00
       488    100000      2244   -79.23     0.04    10.00
       265    100000      2253   -79.16     0.04    10.00
       199    100000      2234   -79.09     0.04    10.00
       139    100000      2259   -79.02     0.04    10.00
       119    100000      2235   -78.95     0.04    10.00
       132    100000      2249   -78.87     0.04    10.00
       102    100000      2232   -78.80     0.04    10.00
        97    100000      2235   -78.73     0.04    10.00
       101    100000      2242   -78.66     0.04    10.00
        98    100000      2246   -78.59     0.04    10.00
        83    100000      2258   -78.51     0.04    10.00
        94    100000      2253   -78.44     0.04    10.00
       125    100000      2252   -78.37     0.04    10.00
