        27    100000      2333    29.20     1.21     0.00
        34    100000      2321    29.27     1.21     0.00
        37    100000      2326    29.34     1.21     0.00
        42    100000      2321    29.41     1.21     0.00
        32    100000      2310    29.49     1.21     0.00
        34    100000      2297    29.56     1.21     0.00
        38    100000      2315    29.63     1.21     0.00
        38    100000      2323    29.70     1.21     0.00
        44    100000      2329    29.77     1.21     0.00
       134    100000      2314    29.84     1.21     0.00
       333    100000      2321    29.91     1.21     0.00
       611    100000      2312    29.98     1.21     0.00
       928    100000      2307    30.05     1.21     0.00
      1341    100000      2310    30.12     1.21     0.00
      1817    100000      2310    30.19     1.21     0.00
      2243    100000      2307    30.26     1.21     0.00
      2298    100000      2316    30.33     1.21     0.00
      2074    100000      2319    30.40     1.21     0.00
      1365    100000      2313    30.47     1.21     0.00
       872    100000      2322    30.54     1.21     0.00
       530    100000      2327    30.62     1.21     0.00
       266    100000      2323    30.69     1.21     0.00
       127    100000      2338    30.76     1.21     0.00
        84    100000      2328    30.83     1.21     0.00
        53    100000      2321    30.90     1.21     0.00
        43    100000      2313    30.97     1.21     0.00
        40    100000      2305    31.04     1.21     0.00
        38    100000      2307    31.11     1.21     0.00
        35    100000      2305    31.18     1.21     0.00
        32    100000      2304    31.25     1.21     0.00
        29    100000      2319    31.32     1.21     0.00
