       476    400000      9252   167.93     1.21     0.00
       486    400000      9266   167.99     1.21     0.00
       491    400000      9278   168.06     1.21     0.00
       490    400000      9271   168.12     1.21     0.00
       469    400000      9270   168.19     1.21     0.00
       508    400000      9270   168.26     1.21     0.00
       510    400000      9275   168.32     1.21     0.00
       495    400000      9242   168.39     1.21     0.00
       488    400000      9260   168.45     1.21     0.00
       477    400000      9264   168.52     1.21     0.00
       495    400000      9264   168.59     1.21     0.00
       492    400000      9318   168.65     1.21     0.00
       495    400000      9265   168.72     1.21     0.00
       481    400000      9250   168.79     1.21     0.00
       507    400000      9258   168.85     1.21     0.00
       525    400000      9263   168.92     1.21     0.00
       565    400000      9258   168.98     1.21     0.00
       503    400000      9268   169.05     1.21     0.00
       525    400000      9282   169.12     1.21     0.00
       580    400000      9292   169.18     1.21     0.00
       476    400000      9308   169.25     1.21     0.00
       522    400000      9256   169.32     1.21     0.00
       494    400000      9265   169.38     1.21     0.00
       515    400000      9240   169.45     1.21     0.00
       499    400000      9283   169.51     1.21     0.00
       480    400000      9263   169.58     1.21     0.00
       496    400000      9289   169.65     1.21     0.00
       526    400000      9276   169.71     1.21     0.00
       477    400000      9252   169.78     1.21     0.00
       536    400000      9260   169.84     1.21     0.00
       467    400000      9258   169.91     1.21     0.00
