        95    100000      2121  -115.52     0.60     3.80
       115    100000      2118  -115.43     0.60     3.80
       103    100000      2130  -115.35     0.60     3.80
        89    100000      2122  -115.27     0.60     3.80
       102    100000      2119  -115.19     0.60     3.80
       122    100000      2117  -115.12     0.60     3.80
        82    100000      2123  -115.03     0.60     3.80
        92    100000      2115  -114.95     0.60     3.80
        84    100000      2125  -114.87     0.60     3.80
        82    100000      2130  -114.79     0.60     3.80
       101    100000      2120  -114.71     0.60     3.80
       145    100000      2124  -114.63     0.60     3.80
       192    100000      2121  -114.55     0.60     3.80
       317    100000      2120  -114.47     0.60     3.80
       422    100000      2117  -114.39     0.60     3.80
       554    100000      2123  -114.31     0.60     3.80
       614    100000      2126  -114.23     0.60     3.80
       693    100000      2127  -114.15     0.60     3.80
       654    100000      2125  -114.07     0.60     3.80
       565    100000      2115  -113.99     0.60     3.80
       410    100000      2131  -113.91     0.60     3.80
       337    100000      2114  -113.83     0.60     3.80
       253    100000      2124  -113.74     0.60     3.80
       163    100000      2132  -113.67     0.60     3.80
       119    100000      2120  -113.59     0.60     3.80
       100    100000      2122  -113.51     0.60     3.80
       105    100000      2124  -113.43     0.60     3.80
       100    100000      2124  -113.35     0.60     3.80
        82    100000      2114  -113.27     0.60     3.80
        95    100000      2117  -113.19     0.60     3.80
        79    100000      2116  -113.11     0.60     3.80
       121    100000      2111  -113.03     0.60     3.80
        88    100000      2125  -112.95     0.60     3.80
        79    100000      2108  -112.87     0.60     3.80
        79    100000      2116  -112.79     0.60     3.80
