       222    100000      2165   -21.57     0.05     0.00
       211    100000      2163   -21.49     0.05     0.00
       250    100000      2155   -21.44     0.05     0.00
       235    100000      2153   -21.38     0.05     0.00
       258    100000      2175   -21.33     0.05     0.00
       254    100000      2146   -21.27     0.05     0.00
       269    100000      2145   -21.21     0.05     0.00
       262    100000      2149   -21.15     0.05     0.00
       252    100000      2146   -21.09     0.05     0.00
       304    100000      2157   -21.03     0.05     0.00
       477    100000      2152   -20.97     0.05     0.00
       877    100000      2161   -20.91     0.05     0.00
      1511    100000      2156   -20.85     0.05     0.00
      2048    100000      2154   -20.79     0.05     0.00
      2628    100000      2156   -20.73     0.05     0.00
      3524    100000      2150   -20.67     0.05     0.00
      4437    100000      2143   -20.61     0.05     0.00
      5195    100000      2162   -20.56     0.05     0.00
      5224    100000      2156   -20.50     0.05     0.00
      4397    100000      2145   -20.44     0.05     0.00
      3426    100000      2158   -20.38     0.05     0.00
      2295    100000      2148   -20.32     0.05     0.00
      1454    100000      2163   -20.26     0.05     0.00
       841    100000      2143   -20.20     0.05     0.00
       509    100000      2150   -20.14     0.05     0.00
       399    100000      2159   -20.08     0.05     0.00
       359    100000      2154   -20.01     0.05     0.00
       296    100000      2157   -19.96     0.05     0.00
       265    100000      2167   -19.90     0.05     0.00
       261    100000      2160   -19.85     0.05     0.00
       223    100000      2149   -19.79     0.05     0.00
       255    100000      2165   -19.73     0.05     0.00
       231    100000      2148   -19.67     0.05     0.00
       272    100000      2147   -19.61     0.05     0.00
       258    100000      2146   -19.55     0.05     0.00
