        65    100000      2139  -174.39     0.05     2.20
        66    100000      2151  -174.32     0.05     2.20
        77    100000      2139  -174.26     0.05     2.20
        77    100000      2147  -174.20     0.05     2.20
        82    100000      2145  -174.13     0.05     2.20
        85    100000      2151  -174.07     0.05     2.20
        74    100000      2142  -174.01     0.05     2.20
        97    100000      2139  -173.95     0.05     2.20
        86    100000      2145  -173.88     0.05     2.20
        94    100000      2133  -173.82     0.05     2.20
       131    100000      2137  -173.76     0.05     2.20
       202    100000      2154  -173.69     0.05     2.20
       280    100000      2153  -173.64     0.05     2.20
       349    100000      2147  -173.58     0.05     2.20
       436    100000      2148  -173.51     0.05     2.20
       525    100000      2136  -173.45     0.05     2.20
       628    100000      2155  -173.39     0.05     2.20
       721    100000      2169  -173.33     0.05     2.20
       638    100000      2161  -173.27     0.05     2.20
       467    100000      2149  -173.20     0.05     2.20
       341    100000      2149  -173.14     0.05     2.20
       263    100000      2140  -173.07     0.05     2.20
       194    100000      2149  -173.02     0.05     2.20
       144    100000      2140  -172.96     0.05     2.20
       115    100000      2153  -172.89     0.05     2.20
        95    100000      2146  -172.83     0.05     2.20
        92    100000      2141  -172.76     0.05     2.20
        76    100000      2159  -172.71     0.05     2.20
        79    100000      2134  -172.65     0.05     2.20
        90    100000      2144  -172.58     0.05     2.20
        79    100000      2150  -172.52     0.05     2.20
        74    100000      2139  -172.45     0.05     2.20
        70    100000      2134  -172.40     0.05     2.20
        76    100000      2148  -172.34     0.05     2.20
        98    100000      2149  -172.27     0.05     2.20
