       203    100000      2149     8.68     0.06     0.00
       209    100000      2147     8.75     0.06     0.00
       181    100000      2149     8.81     0.06     0.00
       146    100000      2156     8.88     0.06     0.00
       147    100000      2151     8.95     0.06     0.00
       146    100000      2163     9.02     0.06     0.00
       130    100000      2153     9.09     0.06     0.00
       138    100000      2153     9.16     0.06     0.00
       131    100000      2137     9.23     0.06     0.00
       125    100000      2152     9.30     0.06     0.00
       178    100000      2147     9.37     0.06     0.00
       258    100000      2151     9.44     0.06     0.00
       354    100000      2158     9.50     0.06     0.00
       470    100000      2147     9.57     0.06     0.00
       621    100000      2154     9.64     0.06     0.00
       783    100000      2132     9.71     0.06     0.00
      1115    100000      2158     9.78     0.06     0.00
      1203    100000      2143     9.85     0.06     0.00
      1229    100000      2148     9.92     0.06     0.00
      1094    100000      2150     9.99     0.06     0.00
       726    100000      2146    10.06     0.06     0.00
       558    100000      2165    10.12     0.06     0.00
       464    100000      2151    10.19     0.06     0.00
       350    100000      2169    10.26     0.06     0.00
       243    100000      2145    10.33     0.06     0.00
       194    100000      2152    10.40     0.06     0.00
       164    100000      2163    10.47     0.06     0.00
       133    100000      2152    10.54     0.06     0.00
       128    100000      2146    10.61     0.06     0.00
       164    100000      2156    10.68     0.06     0.00
       144    100000      2166    10.74     0.06     0.00
       144    100000      2144    10.81     0.06     0.00
       109    100000      2138    10.88     0.06     0.00
       123    100000      2140    10.95     0.06     0.00
       114    100000      2158    11.02     0.06     0.00
